Case ID,Activity,Complete Timestamp,noise
102,Check  application  form completeness,2018-01-07 08:15:35.527,
102,Check credit history,2018-01-07 09:03:43.599,
102,Appraise property,2018-01-07 11:33:43.223,
102,Assess loan risk,2018-01-07 12:03:57.570,
102,Approve application,2018-01-07 12:03:57.570,true
102,Assess eligibility,2018-01-07 12:08:40.182,
102,Check if home insurance quote is requested,2018-01-07 12:37:41.680,
102,Send home insurance quote,2018-01-07 12:44:40.608,
102,Verify repayment agreement,2018-01-07 13:59:38.841,
102,Approve application,2018-01-07 14:03:09.419,
102,end_event_Loan  application approved,2018-01-07 15:24:28.719,
103,start_event_Loan  application received,2018-01-08 21:09:38.644,
103,Check  application  form completeness,2018-01-08 21:33:42.917,
103,Check credit history,2018-01-09 00:23:19.693,
103,Appraise property,2018-01-09 00:50:22.692,
103,Assess loan risk,2018-01-09 01:32:53.559,
103,Assess eligibility,2018-01-09 03:20:05.640,
103,Reject application,2018-01-09 04:18:09.354,
103,end_event_Loan application rejected,2018-01-09 05:05:49.265,
104,start_event_Loan  application received,2018-01-09 02:04:32.485,
104,Check  application  form completeness,2018-01-09 02:41:06.857,
104,Return application back to applicant,2018-01-09 03:02:38.992,
104,Receive updated application,2018-01-09 03:22:58.359,
104,Check  application  form completeness,2018-01-09 03:38:35.539,
104,Return application back to applicant,2018-01-09 05:07:41.535,
104,Receive updated application,2018-01-09 05:27:07.155,
104,Check  application  form completeness,2018-01-09 05:43:08.302,
104,Return application back to applicant,2018-01-09 07:50:12.083,
104,Receive updated application,2018-01-09 08:30:56.994,
104,Check  application  form completeness,2018-01-09 08:48:35.512,
104,Return application back to applicant,2018-01-09 09:12:16.154,
104,Receive updated application,2018-01-09 09:53:10.230,
104,Check  application  form completeness,2018-01-09 11:52:17.197,
104,Return application back to applicant,2018-01-09 12:55:39.918,
104,Receive updated application,2018-01-09 14:16:04.007,
104,Check  application  form completeness,2018-01-09 17:04:50.830,
104,Return application back to applicant,2018-01-09 17:35:29.304,
104,Receive updated application,2018-01-09 18:10:46.441,
104,Check  application  form completeness,2018-01-09 20:25:08.942,
104,Check credit history,2018-01-09 21:12:43.454,
104,Appraise property,2018-01-09 21:52:45.522,
104,Assess loan risk,2018-01-09 22:05:53.368,
104,Assess eligibility,2018-01-09 22:32:42.611,
104,Check if home insurance quote is requested,2018-01-09 22:41:40.619,
104,Send home insurance quote,2018-01-09 22:45:07.482,
104,Verify repayment agreement,2018-01-10 00:54:57.213,
104,Approve application,2018-01-10 01:07:12.458,
104,end_event_Loan  application approved,2018-01-10 01:30:06.857,
105,start_event_Loan  application received,2018-01-09 07:31:23.998,
105,Check  application  form completeness,2018-01-09 08:25:12.433,
105,Check credit history,2018-01-09 08:39:06.328,
105,Appraise property,2018-01-09 09:05:55.756,
105,Assess loan risk,2018-01-09 09:07:46.780,
105,Assess eligibility,2018-01-09 09:07:47.167,
105,Check if home insurance quote is requested,2018-01-09 10:52:58.503,
105,Send acceptance pack,2018-01-09 13:03:51.287,
105,Verify repayment agreement,2018-01-09 14:29:44.813,
105,Cancel application,2018-01-09 14:49:04.267,
105,end_event_Loan  application canceled,2018-01-09 15:09:52.891,
106,start_event_Loan  application received,2018-01-09 12:05:09.189,
106,Check  application  form completeness,2018-01-09 12:16:41.254,
106,Check credit history,2018-01-09 12:18:27.447,
106,Assess loan risk,2018-01-09 14:17:32.040,
106,Appraise property,2018-01-09 15:02:41.516,
106,Assess eligibility,2018-01-09 17:26:05.821,
106,Check if home insurance quote is requested,2018-01-09 17:37:45.585,
106,Send home insurance quote,2018-01-09 19:22:08.142,
106,Verify repayment agreement,2018-01-09 20:16:06.106,
106,Send acceptance pack,2018-01-09 20:16:06.106,true
106,Cancel application,2018-01-09 21:41:27.840,
106,end_event_Loan  application canceled,2018-01-09 22:11:30.553,
107,start_event_Loan  application received,2018-01-09 19:13:41.151,
107,Check  application  form completeness,2018-01-09 20:25:56.816,
107,Return application back to applicant,2018-01-09 20:41:23.510,
107,Receive updated application,2018-01-09 22:23:58.860,
107,Check credit history,2018-01-09 22:23:58.860,true
107,Check  application  form completeness,2018-01-09 23:00:29.834,
107,Appraise property,2018-01-10 01:56:03.808,
107,Check credit history,2018-01-10 02:12:47.601,
107,Assess loan risk,2018-01-10 02:20:34.735,
107,Assess eligibility,2018-01-10 02:24:30.778,
107,Check if home insurance quote is requested,2018-01-10 02:52:41.961,
107,Send home insurance quote,2018-01-10 03:00:01.599,
107,Verify repayment agreement,2018-01-10 03:27:32.183,
107,Approve application,2018-01-10 04:04:33.383,
107,end_event_Loan  application approved,2018-01-10 05:29:02.342,
108,start_event_Loan  application received,2018-01-10 07:39:12.949,
108,Check  application  form completeness,2018-01-10 08:15:27.018,
108,Appraise property,2018-01-10 09:33:20.441,
108,Check credit history,2018-01-10 09:52:33.714,
108,Assess loan risk,2018-01-10 09:59:29.955,
108,Assess eligibility,2018-01-10 10:15:50.656,
108,Check if home insurance quote is requested,2018-01-10 10:52:33.448,
108,Send home insurance quote,2018-01-10 11:06:45.788,
108,Verify repayment agreement,2018-01-10 11:10:23.678,
108,Approve application,2018-01-10 11:16:27.331,
108,end_event_Loan  application approved,2018-01-10 13:52:20.066,
108,Reject application,2018-01-10 13:52:20.066,true
109,start_event_Loan  application received,2018-01-10 20:10:32.454,
109,Check  application  form completeness,2018-01-10 20:52:25.010,
109,Check credit history,2018-01-10 22:17:38.852,
109,Appraise property,2018-01-10 23:42:43.331,
109,Assess loan risk,2018-01-11 00:15:07.496,
109,Assess eligibility,2018-01-11 00:40:42.220,
109,Check if home insurance quote is requested,2018-01-11 01:31:14.152,
109,Send home insurance quote,2018-01-11 04:56:43.497,
109,Verify repayment agreement,2018-01-11 05:02:20.910,
109,Cancel application,2018-01-11 07:55:10.069,
109,end_event_Loan  application canceled,2018-01-11 09:12:47.528,
110,start_event_Loan  application received,2018-01-11 04:55:24.496,
110,Check  application  form completeness,2018-01-11 05:39:37.582,
110,Return application back to applicant,2018-01-11 06:20:06.245,
110,Receive updated application,2018-01-11 08:06:08.260,
110,Appraise property,2018-01-11 08:06:08.260,true
110,Check  application  form completeness,2018-01-11 11:01:47.514,
110,Check credit history,2018-01-11 13:10:10.488,
110,Appraise property,2018-01-11 13:48:20.175,
110,Assess loan risk,2018-01-11 14:31:58.254,
110,Assess eligibility,2018-01-11 15:03:37.758,
110,Reject application,2018-01-11 17:33:13.949,
110,end_event_Loan application rejected,2018-01-11 17:55:36.747,
110,Send acceptance pack,2018-01-11 17:55:36.747,true
111,start_event_Loan  application received,2018-01-14 14:43:39.297,
111,Check  application  form completeness,2018-01-14 15:48:56.558,
111,Appraise property,2018-01-14 16:40:27.701,
111,Check credit history,2018-01-14 16:46:14.119,
111,Assess loan risk,2018-01-14 17:16:29.009,
111,Assess eligibility,2018-01-14 18:09:56.294,
111,Check if home insurance quote is requested,2018-01-14 19:32:14.046,
111,Send home insurance quote,2018-01-14 19:50:02.766,
111,Verify repayment agreement,2018-01-14 20:14:22.066,
111,Approve application,2018-01-14 21:52:54.086,
111,end_event_Loan  application approved,2018-01-14 22:12:27.415,
112,start_event_Loan  application received,2018-01-16 02:24:16.227,
112,Check  application  form completeness,2018-01-16 04:28:14.857,
112,Appraise property,2018-01-16 05:32:45.464,
112,end_event_Loan application rejected,2018-01-16 05:32:45.464,true
112,Check credit history,2018-01-16 08:04:33.907,
112,Assess loan risk,2018-01-16 08:15:15.868,
112,Assess eligibility,2018-01-16 10:36:39.173,
112,Check if home insurance quote is requested,2018-01-16 11:06:38.882,
112,Send acceptance pack,2018-01-16 11:41:26.958,
112,Verify repayment agreement,2018-01-16 12:25:05.032,
112,Approve application,2018-01-16 13:29:12.679,
112,end_event_Loan  application approved,2018-01-16 15:29:16.577,
113,start_event_Loan  application received,2018-01-16 02:27:42.088,
113,Check  application  form completeness,2018-01-16 02:46:54.893,
113,Return application back to applicant,2018-01-16 02:46:57.677,
113,Receive updated application,2018-01-16 03:09:00.075,
113,Check  application  form completeness,2018-01-16 03:42:29.126,
113,Return application back to applicant,2018-01-16 04:13:36.089,
113,Receive updated application,2018-01-16 05:23:30.520,
113,Check  application  form completeness,2018-01-16 10:11:47.634,
113,Return application back to applicant,2018-01-16 10:15:51.047,
113,Receive updated application,2018-01-16 10:41:25.852,
113,Check  application  form completeness,2018-01-16 12:43:51.400,
113,Check credit history,2018-01-16 15:09:23.761,
113,Appraise property,2018-01-16 15:27:11.329,
113,Assess loan risk,2018-01-16 18:09:29.393,
113,Assess eligibility,2018-01-16 18:27:55.761,
113,Check if home insurance quote is requested,2018-01-16 18:50:33.825,
113,Send home insurance quote,2018-01-16 19:06:10.766,
113,Verify repayment agreement,2018-01-16 20:51:30.420,
113,Approve application,2018-01-16 21:53:07.028,
113,end_event_Loan  application approved,2018-01-16 22:51:26.403,
114,start_event_Loan  application received,2018-01-18 18:45:45.104,
114,Check  application  form completeness,2018-01-18 19:40:17.674,
114,Check credit history,2018-01-18 21:27:45.758,
114,Appraise property,2018-01-18 22:57:08.798,
114,Assess loan risk,2018-01-18 23:49:43.059,
114,Assess eligibility,2018-01-19 01:14:43.243,
114,Check if home insurance quote is requested,2018-01-19 01:27:23.648,
114,Send home insurance quote,2018-01-19 01:53:51.759,
114,Verify repayment agreement,2018-01-19 02:10:00.699,
114,Approve application,2018-01-19 02:36:48.001,
114,end_event_Loan  application approved,2018-01-19 02:57:26.156,
115,start_event_Loan  application received,2018-01-19 03:21:34.247,
115,Check  application  form completeness,2018-01-19 03:30:30.338,
115,Check credit history,2018-01-19 05:20:24.311,
115,Appraise property,2018-01-19 05:52:50.624,
115,Assess loan risk,2018-01-19 07:48:20.613,
115,Assess eligibility,2018-01-19 08:24:42.260,
115,Check if home insurance quote is requested,2018-01-19 08:39:53.384,
115,Send home insurance quote,2018-01-19 10:36:41.003,
115,Verify repayment agreement,2018-01-19 12:42:45.940,
115,Approve application,2018-01-19 13:40:09.767,
115,end_event_Loan  application approved,2018-01-19 13:46:19.393,
115,Assess eligibility,2018-01-19 13:46:19.393,true
116,start_event_Loan  application received,2018-01-20 11:25:41.499,
116,Check  application  form completeness,2018-01-20 11:48:07.711,
116,Return application back to applicant,2018-01-20 11:59:25.349,
116,Receive updated application,2018-01-20 12:09:36.732,
116,Check  application  form completeness,2018-01-20 13:00:47.198,
116,Return application back to applicant,2018-01-20 13:07:49.971,
116,Receive updated application,2018-01-20 13:36:45.405,
116,Check  application  form completeness,2018-01-20 17:26:20.198,
116,Appraise property,2018-01-20 17:48:04.416,
116,Check credit history,2018-01-20 20:48:00.189,
116,Assess loan risk,2018-01-20 21:49:29.536,
116,Assess eligibility,2018-01-20 21:55:27.195,
116,Check if home insurance quote is requested,2018-01-21 00:20:03.418,
116,Send home insurance quote,2018-01-21 01:09:48.319,
116,Verify repayment agreement,2018-01-21 01:34:48.527,
116,Approve application,2018-01-21 03:34:26.621,
116,end_event_Loan  application approved,2018-01-21 04:49:35.638,
117,start_event_Loan  application received,2018-01-22 03:55:25.440,
117,Check  application  form completeness,2018-01-22 04:21:51.538,
117,Check credit history,2018-01-22 04:44:41.520,
117,Assess loan risk,2018-01-22 05:41:42.268,
117,Appraise property,2018-01-22 08:22:56.077,
117,Assess eligibility,2018-01-22 09:53:10.625,
117,Approve application,2018-01-22 09:53:10.625,true
117,Reject application,2018-01-22 12:06:51.736,
117,end_event_Loan application rejected,2018-01-22 12:16:16.085,
118,Send home insurance quote,2018-01-22 12:16:16.085,true
118,start_event_Loan  application received,2018-01-22 10:16:41.262,
118,Check  application  form completeness,2018-01-22 11:01:58.452,
118,Return application back to applicant,2018-01-22 11:03:40.584,
118,Assess loan risk,2018-01-22 11:03:40.584,true
118,Receive updated application,2018-01-22 11:22:06.447,
118,Send acceptance pack,2018-01-22 11:22:06.447,true
118,Check  application  form completeness,2018-01-22 11:40:34.430,
118,Appraise property,2018-01-22 12:01:59.151,
118,Check credit history,2018-01-22 13:06:16.906,
118,Assess loan risk,2018-01-22 15:27:13.088,
118,Assess eligibility,2018-01-22 16:24:19.036,
118,Check if home insurance quote is requested,2018-01-22 17:45:52.942,
118,Send acceptance pack,2018-01-22 19:54:58.531,
118,Verify repayment agreement,2018-01-22 20:07:02.556,
118,Cancel application,2018-01-22 21:05:23.965,
118,end_event_Loan  application canceled,2018-01-22 21:42:29.956,
119,start_event_Loan  application received,2018-01-23 01:21:48.308,
119,Check  application  form completeness,2018-01-23 02:40:51.826,
119,Appraise property,2018-01-23 03:22:52.996,
119,Check credit history,2018-01-23 04:03:50.918,
119,Assess loan risk,2018-01-23 04:58:47.594,
119,Assess eligibility,2018-01-23 05:42:07.052,
119,Reject application,2018-01-23 05:58:03.840,
119,end_event_Loan application rejected,2018-01-23 07:53:02.749,
120,start_event_Loan  application received,2018-01-24 02:47:39.987,
120,Check  application  form completeness,2018-01-24 03:14:31.515,
120,Return application back to applicant,2018-01-24 03:20:23.718,
120,Receive updated application,2018-01-24 04:13:44.831,
120,Check  application  form completeness,2018-01-24 04:39:00.198,
120,Return application back to applicant,2018-01-24 06:26:24.143,
120,Receive updated application,2018-01-24 06:42:15.023,
120,Check  application  form completeness,2018-01-24 06:47:03.923,
120,Check credit history,2018-01-24 07:30:59.868,
120,Assess loan risk,2018-01-24 07:49:33.258,
120,Appraise property,2018-01-24 08:07:29.295,
120,Assess eligibility,2018-01-24 08:21:58.665,
120,Check if home insurance quote is requested,2018-01-24 08:49:11.941,
120,Send home insurance quote,2018-01-24 09:45:22.452,
120,Verify repayment agreement,2018-01-24 09:45:50.597,
120,Approve application,2018-01-24 11:15:41.198,
120,end_event_Loan  application approved,2018-01-24 12:02:11.090,
121,start_event_Loan  application received,2018-01-24 05:14:13.748,
121,Check  application  form completeness,2018-01-24 05:21:53.486,
121,Appraise property,2018-01-24 06:10:12.544,
121,Check credit history,2018-01-24 06:59:34.823,
121,Assess loan risk,2018-01-24 08:54:04.062,
121,Assess eligibility,2018-01-24 09:52:05.323,
121,end_event_Loan application rejected,2018-01-24 09:52:05.323,true
121,Check if home insurance quote is requested,2018-01-24 11:11:31.781,
121,Send home insurance quote,2018-01-24 12:18:02.321,
121,Verify repayment agreement,2018-01-24 12:29:20.503,
121,Cancel application,2018-01-24 14:28:45.792,
121,end_event_Loan  application canceled,2018-01-24 14:43:47.283,
122,start_event_Loan  application received,2018-01-24 12:34:24.455,
122,Check  application  form completeness,2018-01-24 14:09:50.123,
122,Return application back to applicant,2018-01-24 14:43:06.925,
122,Receive updated application,2018-01-24 14:53:43.879,
122,Check  application  form completeness,2018-01-24 15:05:51.152,
122,Return application back to applicant,2018-01-24 15:06:05.537,
122,Receive updated application,2018-01-24 15:35:33.035,
122,Check  application  form completeness,2018-01-24 16:43:31.491,
122,Appraise property,2018-01-24 16:51:33.238,
122,Check credit history,2018-01-24 17:14:36.076,
122,Assess loan risk,2018-01-24 17:54:04.002,
122,Assess eligibility,2018-01-24 19:13:58.861,
122,Reject application,2018-01-24 19:44:15.996,
122,end_event_Loan application rejected,2018-01-24 22:30:37.545,
123,start_event_Loan  application received,2018-01-24 22:19:18.419,
123,Check  application  form completeness,2018-01-24 22:19:42.890,
123,Check credit history,2018-01-24 22:35:59.193,
123,Assess loan risk,2018-01-24 22:57:58.662,
123,Appraise property,2018-01-24 23:49:16.170,
123,Assess eligibility,2018-01-25 01:33:25.411,
123,Check if home insurance quote is requested,2018-01-25 02:12:54.970,
123,Send acceptance pack,2018-01-25 02:31:15.141,
123,Verify repayment agreement,2018-01-25 03:06:55.141,
123,Cancel application,2018-01-25 03:21:46.841,
123,end_event_Loan  application canceled,2018-01-25 04:16:28.771,
124,start_event_Loan  application received,2018-01-25 10:41:57.702,
124,Check  application  form completeness,2018-01-25 10:51:53.197,
124,Appraise property,2018-01-25 11:06:24.706,
124,Check credit history,2018-01-25 11:31:02.678,
124,Assess loan risk,2018-01-25 12:01:44.088,
124,Assess eligibility,2018-01-25 12:59:58.953,
124,Check if home insurance quote is requested,2018-01-25 13:10:04.235,
124,Send home insurance quote,2018-01-25 14:37:21.732,
124,Verify repayment agreement,2018-01-25 14:46:07.667,
124,Approve application,2018-01-25 15:19:19.745,
124,end_event_Loan  application approved,2018-01-25 16:08:12.577,
125,start_event_Loan  application received,2018-01-25 13:39:14.009,
125,Check  application  form completeness,2018-01-25 13:50:31.868,
125,Check credit history,2018-01-25 15:36:52.752,
125,Appraise property,2018-01-25 16:00:21.077,
125,Check if home insurance quote is requested,2018-01-25 16:00:21.077,true
125,Assess loan risk,2018-01-25 16:19:50.223,
125,Receive updated application,2018-01-25 16:19:50.223,true
125,Assess eligibility,2018-01-25 16:57:47.490,
125,Reject application,2018-01-25 17:54:22.907,
125,end_event_Loan application rejected,2018-01-25 18:26:46.867,
125,Check  application  form completeness,2018-01-25 18:26:46.867,true
126,start_event_Loan  application received,2018-01-25 20:06:56.691,
126,Check  application  form completeness,2018-01-25 22:43:31.974,
126,Return application back to applicant,2018-01-26 00:01:47.399,
126,Receive updated application,2018-01-26 00:06:00.217,
126,Check  application  form completeness,2018-01-26 00:10:44.337,
126,Return application back to applicant,2018-01-26 01:32:19.972,
126,Receive updated application,2018-01-26 02:41:03.806,
126,Check  application  form completeness,2018-01-26 03:45:03.240,
126,Check credit history,2018-01-26 04:46:26.829,
126,Appraise property,2018-01-26 04:51:53.543,
126,Assess loan risk,2018-01-26 05:05:28.150,
126,Assess eligibility,2018-01-26 05:34:30.724,
126,Reject application,2018-01-26 08:16:22.886,
126,end_event_Loan application rejected,2018-01-26 10:52:24.039,
127,start_event_Loan  application received,2018-01-27 07:22:49.604,
127,Check  application  form completeness,2018-01-27 08:01:40.797,
127,Return application back to applicant,2018-01-27 08:02:00.386,
127,Receive updated application,2018-01-27 08:15:53.831,
127,Check  application  form completeness,2018-01-27 08:45:04.941,
127,Return application back to applicant,2018-01-27 09:06:25.701,
127,Receive updated application,2018-01-27 10:48:11.088,
127,Check  application  form completeness,2018-01-27 11:00:58.039,
127,Return application back to applicant,2018-01-27 11:45:25.011,
127,Receive updated application,2018-01-27 12:49:25.892,
127,Check  application  form completeness,2018-01-27 15:01:30.202,
127,Return application back to applicant,2018-01-27 16:10:44.216,
127,Receive updated application,2018-01-27 18:38:27.965,
127,Check  application  form completeness,2018-01-27 19:13:15.345,
127,Return application back to applicant,2018-01-27 20:08:01.467,
127,Receive updated application,2018-01-27 23:04:24.435,
127,Check  application  form completeness,2018-01-27 23:15:39.022,
127,Return application back to applicant,2018-01-27 23:30:08.814,
127,Receive updated application,2018-01-28 00:36:26.122,
127,Check  application  form completeness,2018-01-28 00:39:46.435,
127,Appraise property,2018-01-28 01:42:02.824,
127,Check credit history,2018-01-28 03:19:11.004,
127,Assess loan risk,2018-01-28 04:09:05.845,
127,Assess eligibility,2018-01-28 04:20:40.978,
127,Check if home insurance quote is requested,2018-01-28 04:51:44.167,
127,Send acceptance pack,2018-01-28 05:19:19.197,
127,Verify repayment agreement,2018-01-28 08:29:48.740,
127,Cancel application,2018-01-28 11:29:08.077,
127,end_event_Loan  application canceled,2018-01-28 15:26:43.222,
128,Check if home insurance quote is requested,2018-01-28 15:26:43.222,true
128,start_event_Loan  application received,2018-01-27 21:54:23.912,
128,Check  application  form completeness,2018-01-27 22:23:20.360,
128,Return application back to applicant,2018-01-27 23:21:59.312,
128,Receive updated application,2018-01-27 23:44:54.704,
128,Check  application  form completeness,2018-01-28 01:12:28.236,
128,Return application back to applicant,2018-01-28 02:27:38.349,
128,Receive updated application,2018-01-28 03:39:58.061,
128,Check  application  form completeness,2018-01-28 03:55:08.925,
128,Return application back to applicant,2018-01-28 04:41:24.356,
128,Receive updated application,2018-01-28 05:50:40.550,
128,Check  application  form completeness,2018-01-28 09:10:29.802,
128,start_event_Loan  application received,2018-01-28 09:10:29.802,true
128,Return application back to applicant,2018-01-28 10:47:09.599,
128,Receive updated application,2018-01-28 14:04:57.019,
128,Check  application  form completeness,2018-01-28 15:06:36.400,
128,Return application back to applicant,2018-01-28 15:33:27.372,
128,Receive updated application,2018-01-28 15:47:44.588,
128,Check  application  form completeness,2018-01-28 16:24:01.370,
128,Check credit history,2018-01-28 19:00:47.183,
128,Assess loan risk,2018-01-28 19:04:53.824,
128,Appraise property,2018-01-28 19:35:27.389,
128,Assess eligibility,2018-01-28 20:14:24.532,
128,Check if home insurance quote is requested,2018-01-28 23:45:28.849,
128,Send acceptance pack,2018-01-29 00:20:34.716,
128,Verify repayment agreement,2018-01-29 02:31:55.965,
128,Cancel application,2018-01-29 04:07:14.070,
128,end_event_Loan  application canceled,2018-01-29 04:54:56.627,
129,start_event_Loan  application received,2018-01-28 19:33:21.759,
129,Check  application  form completeness,2018-01-28 19:52:27.198,
129,Return application back to applicant,2018-01-28 20:50:43.569,
129,Receive updated application,2018-01-28 21:08:02.761,
129,Check  application  form completeness,2018-01-28 21:57:28.560,
129,Appraise property,2018-01-28 22:32:54.402,
129,Check credit history,2018-01-28 22:46:31.595,
129,Assess loan risk,2018-01-28 23:33:18.431,
129,Assess eligibility,2018-01-29 00:23:49.271,
129,Reject application,2018-01-29 00:26:47.212,
129,end_event_Loan application rejected,2018-01-29 01:38:04.653,
130,start_event_Loan  application received,2018-01-29 14:51:15.995,
130,Check  application  form completeness,2018-01-29 15:56:27.900,
130,Return application back to applicant,2018-01-29 16:04:20.768,
130,Receive updated application,2018-01-29 16:16:59.866,
130,Check  application  form completeness,2018-01-29 17:43:45.246,
130,Send home insurance quote,2018-01-29 17:43:45.246,true
130,Appraise property,2018-01-29 18:56:58.472,
130,Check credit history,2018-01-29 20:11:33.790,
130,Assess loan risk,2018-01-29 20:12:29.186,
130,Assess eligibility,2018-01-29 21:11:08.502,
130,Check if home insurance quote is requested,2018-01-29 23:39:35.193,
130,Send acceptance pack,2018-01-29 23:55:54.692,
130,Verify repayment agreement,2018-01-30 02:53:21.656,
130,Approve application,2018-01-30 03:05:31.346,
130,Receive updated application,2018-01-30 03:05:31.346,true
130,end_event_Loan  application approved,2018-01-30 03:53:54.708,
131,start_event_Loan  application received,2018-01-29 22:45:57.724,
131,Check  application  form completeness,2018-01-29 22:56:16.571,
131,Appraise property,2018-01-29 23:34:41.333,
131,Check credit history,2018-01-29 23:37:17.003,
131,Assess loan risk,2018-01-30 01:27:26.716,
131,Reject application,2018-01-30 01:27:26.716,true
131,Assess eligibility,2018-01-30 02:02:53.767,
131,Check if home insurance quote is requested,2018-01-30 02:22:22.872,
131,Send home insurance quote,2018-01-30 02:58:25.445,
131,Verify repayment agreement,2018-01-30 05:44:05.600,
131,Cancel application,2018-01-30 05:49:38.715,
131,end_event_Loan  application canceled,2018-01-30 07:09:18.462,
132,start_event_Loan  application received,2018-01-31 12:14:07.782,
132,Check  application  form completeness,2018-01-31 13:08:14.349,
132,Return application back to applicant,2018-01-31 14:09:49.593,
132,Assess eligibility,2018-01-31 14:09:49.593,true
132,Receive updated application,2018-01-31 19:05:03.161,
132,Check  application  form completeness,2018-01-31 19:13:19.011,
132,end_event_Loan application rejected,2018-01-31 19:13:19.011,true
132,Appraise property,2018-01-31 20:05:11.185,
132,Check credit history,2018-01-31 20:28:33.448,
132,Assess loan risk,2018-01-31 23:53:41.031,
132,Assess eligibility,2018-02-01 00:54:58.230,
132,Check if home insurance quote is requested,2018-02-01 01:57:12.153,
132,Send acceptance pack,2018-02-01 05:05:00.462,
132,Verify repayment agreement,2018-02-01 06:57:01.142,
132,Cancel application,2018-02-01 10:19:17.139,
132,end_event_Loan  application canceled,2018-02-01 10:55:26.035,
133,start_event_Loan  application received,2018-01-31 17:38:17.506,
133,Check  application  form completeness,2018-01-31 20:15:30.464,
133,Check credit history,2018-01-31 22:33:14.511,
133,Appraise property,2018-01-31 22:53:22.325,
133,Assess loan risk,2018-01-31 23:36:13.971,
133,Assess eligibility,2018-02-01 00:42:33.470,
133,Reject application,2018-02-01 01:10:33.657,
133,end_event_Loan application rejected,2018-02-01 02:53:29.668,
134,start_event_Loan  application received,2018-02-01 06:10:14.509,
134,Check  application  form completeness,2018-02-01 10:47:06.458,
134,Appraise property,2018-02-01 11:18:31.076,
134,Check credit history,2018-02-01 11:25:37.256,
134,Assess loan risk,2018-02-01 12:03:44.306,
134,Assess eligibility,2018-02-01 13:32:32.315,
134,Approve application,2018-02-01 13:32:32.315,true
134,Reject application,2018-02-01 13:57:38.772,
134,end_event_Loan application rejected,2018-02-01 16:50:44.296,
135,start_event_Loan  application received,2018-02-02 10:30:50.899,
135,Check  application  form completeness,2018-02-02 11:16:09.261,
135,Return application back to applicant,2018-02-02 13:27:14.576,
135,Receive updated application,2018-02-02 13:45:19.394,
135,Check  application  form completeness,2018-02-02 14:30:54.384,
135,Return application back to applicant,2018-02-02 16:19:05.098,
135,Receive updated application,2018-02-02 16:26:25.725,
135,Check  application  form completeness,2018-02-02 17:01:13.854,
135,Return application back to applicant,2018-02-02 17:40:15.751,
135,Receive updated application,2018-02-02 19:02:29.877,
135,Check  application  form completeness,2018-02-02 19:36:38.057,
135,Return application back to applicant,2018-02-02 23:56:19.578,
135,Receive updated application,2018-02-03 00:28:14.496,
135,Send acceptance pack,2018-02-03 00:28:14.496,true
135,Check  application  form completeness,2018-02-03 01:17:05.025,
135,Return application back to applicant,2018-02-03 02:08:17.669,
135,Receive updated application,2018-02-03 03:45:28.808,
135,Check  application  form completeness,2018-02-03 05:26:55.499,
135,Appraise property,2018-02-03 05:43:59.449,
135,Check credit history,2018-02-03 06:55:25.447,
135,Assess loan risk,2018-02-03 08:33:11.396,
135,Assess eligibility,2018-02-03 08:49:00.470,
135,Reject application,2018-02-03 09:06:12.834,
135,end_event_Loan application rejected,2018-02-03 09:53:44.275,
136,start_event_Loan  application received,2018-02-02 16:46:20.517,
136,Check  application  form completeness,2018-02-02 17:06:32.675,
136,Return application back to applicant,2018-02-02 18:20:54.690,
136,Receive updated application,2018-02-02 21:50:42.744,
136,Check  application  form completeness,2018-02-02 23:26:10.870,
136,Return application back to applicant,2018-02-03 00:04:54.174,
136,Receive updated application,2018-02-03 00:33:31.828,
136,Check  application  form completeness,2018-02-03 02:06:06.554,
136,Return application back to applicant,2018-02-03 02:12:39.686,
136,Receive updated application,2018-02-03 04:21:11.252,
136,Check  application  form completeness,2018-02-03 04:27:22.064,
136,Check credit history,2018-02-03 05:08:20.178,
136,Appraise property,2018-02-03 06:00:26.548,
136,Assess loan risk,2018-02-03 07:13:50.531,
136,Assess eligibility,2018-02-03 09:33:27.480,
136,Reject application,2018-02-03 10:04:34.561,
136,end_event_Loan application rejected,2018-02-03 10:20:37.362,
137,start_event_Loan  application received,2018-02-03 01:29:28.218,
137,Check  application  form completeness,2018-02-03 02:16:12.756,
137,Appraise property,2018-02-03 02:26:21.554,
137,Check credit history,2018-02-03 02:36:19.695,
137,Assess loan risk,2018-02-03 03:24:18.830,
137,Assess eligibility,2018-02-03 03:27:55.471,
137,Reject application,2018-02-03 03:36:54.168,
137,end_event_Loan application rejected,2018-02-03 03:50:37.189,
138,start_event_Loan  application received,2018-02-03 21:45:26.836,
138,Check  application  form completeness,2018-02-03 22:13:13.418,
138,Return application back to applicant,2018-02-03 22:39:57.081,
138,Receive updated application,2018-02-03 22:55:33.001,
138,Check  application  form completeness,2018-02-03 23:00:57.654,
138,Check credit history,2018-02-03 23:07:38.557,
138,Appraise property,2018-02-04 00:24:31.266,
138,Assess loan risk,2018-02-04 01:59:25.862,
138,Assess eligibility,2018-02-04 02:16:00.392,
138,Check if home insurance quote is requested,2018-02-04 02:35:47.111,
138,Send home insurance quote,2018-02-04 03:21:18.022,
138,Verify repayment agreement,2018-02-04 06:01:00.518,
138,Approve application,2018-02-04 06:43:14.906,
138,end_event_Loan  application approved,2018-02-04 06:43:17.629,
