caseid,activity,ts,noise,outcome
399,Check  application  form completeness,2018-10-10 08:55:51.059,,Return application back to applicant
399,Return application back to applicant,2018-10-10 09:16:24.851,,Receive updated application
399,Receive updated application,2018-10-10 09:32:33.380,,Check  application  form completeness
399,Check  application  form completeness,2018-10-10 09:38:33.633,,Return application back to applicant
399,Return application back to applicant,2018-10-10 11:54:50.722,,Receive updated application
399,Receive updated application,2018-10-10 13:11:24.881,,end_event_Loan  application canceled
399,end_event_Loan  application canceled,2018-10-10 13:11:24.881,True,Check  application  form completeness
399,Check  application  form completeness,2018-10-10 14:54:29.965,,Return application back to applicant
399,Return application back to applicant,2018-10-10 15:21:03.520,,Receive updated application
399,Receive updated application,2018-10-10 16:33:26.347,,Check  application  form completeness
399,Check  application  form completeness,2018-10-10 16:46:57.979,,Appraise property
399,Appraise property,2018-10-10 17:04:46.080,,Check credit history
399,Check credit history,2018-10-10 17:26:16.422,,Assess loan risk
399,Assess loan risk,2018-10-10 20:34:45.530,,Assess eligibility
405,start_event_Loan  application received,2018-10-14 14:45:09.887,,Check  application  form completeness
405,Check  application  form completeness,2018-10-14 15:14:03.685,,start_event_Loan  application received
405,start_event_Loan  application received,2018-10-14 15:14:03.685,True,Return application back to applicant
405,Return application back to applicant,2018-10-14 18:11:05.673,,Receive updated application
405,Receive updated application,2018-10-14 19:27:13.952,,Check  application  form completeness
405,Check  application  form completeness,2018-10-14 20:37:33.806,,Return application back to applicant
405,Return application back to applicant,2018-10-14 21:22:21.388,,Receive updated application
405,Receive updated application,2018-10-14 21:44:46.286,,Check  application  form completeness
405,Check  application  form completeness,2018-10-14 22:20:23.672,,Return application back to applicant
405,Return application back to applicant,2018-10-14 23:02:18.138,,end_event_Loan application rejected
405,end_event_Loan application rejected,2018-10-14 23:02:18.138,True,Receive updated application
405,Receive updated application,2018-10-14 23:33:09.058,,Check  application  form completeness
405,Check  application  form completeness,2018-10-15 00:11:38.801,,Check  application  form completeness
405,Check  application  form completeness,2018-10-15 00:11:38.801,True,Return application back to applicant
405,Return application back to applicant,2018-10-15 01:13:22.239,,Receive updated application
406,start_event_Loan  application received,2018-10-14 15:12:44.800,,Verify repayment agreement
406,Verify repayment agreement,2018-10-14 15:12:44.800,True,Check  application  form completeness
406,Check  application  form completeness,2018-10-14 15:40:54.121,,Return application back to applicant
406,Return application back to applicant,2018-10-14 16:13:20.821,,Receive updated application
406,Receive updated application,2018-10-14 17:27:20.632,,Check  application  form completeness
406,Check  application  form completeness,2018-10-14 17:46:06.525,,end_event_Loan application rejected
406,end_event_Loan application rejected,2018-10-14 17:46:06.525,True,Appraise property
406,Appraise property,2018-10-14 18:51:44.889,,Check credit history
406,Check credit history,2018-10-14 19:52:18.458,,Assess loan risk
406,Assess loan risk,2018-10-14 20:28:30.448,,Assess eligibility
406,Assess eligibility,2018-10-14 22:32:46.459,,Check if home insurance quote is requested
406,Check if home insurance quote is requested,2018-10-14 23:26:54.298,,Send acceptance pack
406,Send acceptance pack,2018-10-15 01:22:33.829,,Verify repayment agreement
406,Verify repayment agreement,2018-10-15 02:04:43.429,,Approve application
406,Approve application,2018-10-15 02:39:14.991,,end_event_Loan  application approved
414,start_event_Loan  application received,2018-10-24 09:50:20.901,,Check  application  form completeness
414,Check  application  form completeness,2018-10-24 10:29:00.973,,Return application back to applicant
414,Return application back to applicant,2018-10-24 10:51:50.547,,Receive updated application
414,Receive updated application,2018-10-24 11:14:50.071,,Check  application  form completeness
414,Check  application  form completeness,2018-10-24 16:01:25.090,,Return application back to applicant
414,Return application back to applicant,2018-10-24 17:21:34.068,,Receive updated application
414,Receive updated application,2018-10-24 18:29:10.021,,Check  application  form completeness
414,Check  application  form completeness,2018-10-24 19:40:48.956,,Return application back to applicant
414,Return application back to applicant,2018-10-24 19:51:27.299,,Receive updated application
414,Receive updated application,2018-10-24 20:03:13.828,,Check  application  form completeness
414,Check  application  form completeness,2018-10-24 20:12:09.952,,Check credit history
414,Check credit history,2018-10-24 20:54:03.915,,Assess loan risk
414,Assess loan risk,2018-10-24 21:47:28.070,,Appraise property
414,Appraise property,2018-10-24 22:21:45.855,,Assess eligibility
414,Assess eligibility,2018-10-24 22:30:18.977,,Check if home insurance quote is requested
416,start_event_Loan  application received,2018-10-24 14:10:00.593,,Check  application  form completeness
416,Check  application  form completeness,2018-10-24 15:19:07.213,,Return application back to applicant
416,Return application back to applicant,2018-10-24 15:47:31.559,,Receive updated application
416,Receive updated application,2018-10-24 15:52:09.436,,Check  application  form completeness
416,Check  application  form completeness,2018-10-24 16:12:01.741,,Appraise property
416,Appraise property,2018-10-24 17:04:07.986,,Appraise property
416,Appraise property,2018-10-24 17:19:05.157,True,Check credit history
416,Check credit history,2018-10-24 19:33:09.305,,Assess loan risk
416,Assess loan risk,2018-10-24 19:47:42.981,,Assess eligibility
416,Assess eligibility,2018-10-24 19:58:54.345,,Check if home insurance quote is requested
416,Check if home insurance quote is requested,2018-10-24 20:29:23.250,,Send acceptance pack
416,Send acceptance pack,2018-10-24 20:35:44.051,,Receive updated application
416,Receive updated application,2018-10-24 20:35:44.051,True,Verify repayment agreement
416,Verify repayment agreement,2018-10-24 21:59:18.050,,Cancel application
416,Cancel application,2018-10-24 22:33:15.575,,end_event_Loan  application canceled
420,start_event_Loan  application received,2018-10-26 21:22:36.602,,Check  application  form completeness
420,Check  application  form completeness,2018-10-26 22:23:18.506,,Return application back to applicant
420,Return application back to applicant,2018-10-26 23:33:57.366,,Receive updated application
420,Receive updated application,2018-10-27 00:53:12.667,,Check  application  form completeness
420,Check  application  form completeness,2018-10-27 01:13:40.090,,Return application back to applicant
420,Return application back to applicant,2018-10-27 01:39:39.853,,Receive updated application
420,Receive updated application,2018-10-27 02:23:25.343,,Check  application  form completeness
420,Check  application  form completeness,2018-10-27 02:40:41.461,,Return application back to applicant
420,Return application back to applicant,2018-10-27 03:34:55.513,,Receive updated application
420,Receive updated application,2018-10-27 03:39:52.453,,Check  application  form completeness
420,Check  application  form completeness,2018-10-27 03:48:42.266,,Appraise property
420,Appraise property,2018-10-27 04:59:16.540,,Check credit history
420,Check credit history,2018-10-27 05:31:49.049,,Assess loan risk
420,Assess loan risk,2018-10-27 05:58:25.186,,Assess eligibility
420,Assess eligibility,2018-10-27 07:49:05.077,,Check if home insurance quote is requested
427,start_event_Loan  application received,2018-11-02 17:04:33.070,,Check  application  form completeness
427,Check  application  form completeness,2018-11-02 18:11:59.283,,Return application back to applicant
427,Return application back to applicant,2018-11-02 18:22:20.347,,Receive updated application
427,Receive updated application,2018-11-02 18:22:26.741,,Check  application  form completeness
427,Check  application  form completeness,2018-11-02 20:05:49.701,,Return application back to applicant
427,Return application back to applicant,2018-11-02 21:46:26.652,,Receive updated application
427,Receive updated application,2018-11-02 21:56:27.977,,end_event_Loan  application canceled
427,end_event_Loan  application canceled,2018-11-02 21:56:27.977,True,Check if home insurance quote is requested
427,Check if home insurance quote is requested,2018-11-02 22:22:28.394,True,Check  application  form completeness
427,Check  application  form completeness,2018-11-02 22:22:28.394,,Check credit history
427,Check credit history,2018-11-03 02:15:12.932,,Appraise property
427,Appraise property,2018-11-03 02:35:55.896,,Assess loan risk
427,Assess loan risk,2018-11-03 03:11:57.305,,Receive updated application
427,Receive updated application,2018-11-03 03:11:57.305,True,Assess eligibility
427,Assess eligibility,2018-11-03 06:14:45.431,,Reject application
428,start_event_Loan  application received,2018-11-05 13:17:03.902,,Check  application  form completeness
428,Check  application  form completeness,2018-11-05 14:11:17.102,,Return application back to applicant
428,Return application back to applicant,2018-11-05 14:56:18.070,,Receive updated application
428,Receive updated application,2018-11-05 16:09:02.950,,Check  application  form completeness
428,Check  application  form completeness,2018-11-05 16:43:19.217,,Return application back to applicant
428,Return application back to applicant,2018-11-05 19:22:17.237,,Receive updated application
428,Receive updated application,2018-11-05 20:33:47.777,,Check  application  form completeness
428,Check  application  form completeness,2018-11-05 21:02:48.762,,Reject application
428,Reject application,2018-11-05 21:02:48.762,True,Appraise property
428,Appraise property,2018-11-05 21:04:18.312,,Check credit history
428,Check credit history,2018-11-05 21:13:47.571,,Assess loan risk
428,Assess loan risk,2018-11-05 23:23:06.963,,Assess eligibility
428,Assess eligibility,2018-11-05 23:41:31.022,,Check if home insurance quote is requested
428,Check if home insurance quote is requested,2018-11-06 01:18:55.279,,Send home insurance quote
428,Send home insurance quote,2018-11-06 02:24:15.112,,Verify repayment agreement
429,start_event_Loan  application received,2018-11-07 01:41:20.373,,Check  application  form completeness
429,Check  application  form completeness,2018-11-07 02:43:32.512,,Return application back to applicant
429,Return application back to applicant,2018-11-07 02:52:54.262,,Receive updated application
429,Receive updated application,2018-11-07 03:11:46.324,,Check  application  form completeness
429,Check  application  form completeness,2018-11-07 03:37:37.360,,Assess eligibility
429,Assess eligibility,2018-11-07 03:37:37.360,True,Return application back to applicant
429,Return application back to applicant,2018-11-07 05:48:37.989,,Receive updated application
429,Receive updated application,2018-11-07 07:13:47.850,,Check  application  form completeness
429,Check  application  form completeness,2018-11-07 07:45:06.817,,Appraise property
429,Appraise property,2018-11-07 11:53:21.041,,Check credit history
429,Check credit history,2018-11-07 12:19:03.475,,Assess loan risk
429,Assess loan risk,2018-11-07 12:49:58.247,,Assess eligibility
429,Assess eligibility,2018-11-07 12:52:02.342,,Check if home insurance quote is requested
429,Check if home insurance quote is requested,2018-11-07 16:44:58.620,,Send acceptance pack
429,Send acceptance pack,2018-11-07 16:47:47.916,,Verify repayment agreement
433,start_event_Loan  application received,2018-11-12 05:51:43.773,,Check  application  form completeness
433,Check  application  form completeness,2018-11-12 06:46:40.119,,Return application back to applicant
433,Return application back to applicant,2018-11-12 07:19:07.926,,Receive updated application
433,Receive updated application,2018-11-12 07:46:45.091,,Check  application  form completeness
433,Check  application  form completeness,2018-11-12 08:06:36.567,,Return application back to applicant
433,Return application back to applicant,2018-11-12 09:40:45.905,,Receive updated application
433,Receive updated application,2018-11-12 10:02:26.135,,Check  application  form completeness
433,Check  application  form completeness,2018-11-12 12:02:46.928,,Appraise property
433,Appraise property,2018-11-12 12:12:43.290,,Check credit history
433,Check credit history,2018-11-12 13:27:10.696,,Assess loan risk
433,Assess loan risk,2018-11-12 14:10:23.939,,Assess eligibility
433,Assess eligibility,2018-11-12 16:24:10.344,,Check if home insurance quote is requested
433,Check if home insurance quote is requested,2018-11-12 20:15:05.551,,Send home insurance quote
433,Send home insurance quote,2018-11-12 22:47:28.695,,Verify repayment agreement
433,Verify repayment agreement,2018-11-12 23:00:11.380,,Cancel application
434,start_event_Loan  application received,2018-11-12 16:28:31.341,,Check  application  form completeness
434,Check  application  form completeness,2018-11-12 17:45:45.780,,Return application back to applicant
434,Return application back to applicant,2018-11-12 18:00:43.435,,Receive updated application
434,Receive updated application,2018-11-12 18:29:58.974,,Check  application  form completeness
434,Check  application  form completeness,2018-11-12 18:35:13.816,,Return application back to applicant
434,Return application back to applicant,2018-11-12 19:11:48.718,,Receive updated application
434,Receive updated application,2018-11-12 20:14:38.167,,Check  application  form completeness
434,Check  application  form completeness,2018-11-12 21:01:51.764,,Return application back to applicant
434,Return application back to applicant,2018-11-12 23:47:49.398,,Receive updated application
434,Receive updated application,2018-11-12 23:50:36.762,,Check  application  form completeness
434,Check  application  form completeness,2018-11-13 00:39:57.857,,Return application back to applicant
434,Return application back to applicant,2018-11-13 03:16:15.167,,Receive updated application
434,Receive updated application,2018-11-13 03:25:29.072,,Check  application  form completeness
434,Check  application  form completeness,2018-11-13 03:38:00.321,,Return application back to applicant
434,Return application back to applicant,2018-11-13 04:08:03.618,,Receive updated application
435,start_event_Loan  application received,2018-11-12 20:39:17.253,,Check  application  form completeness
435,Check  application  form completeness,2018-11-12 21:07:06.737,,Return application back to applicant
435,Return application back to applicant,2018-11-12 23:02:43.861,,Appraise property
435,Appraise property,2018-11-12 23:02:43.861,True,Receive updated application
435,Receive updated application,2018-11-12 23:58:32.556,,Check  application  form completeness
435,Check  application  form completeness,2018-11-13 00:58:48.098,,end_event_Loan application rejected
435,end_event_Loan application rejected,2018-11-13 00:58:48.098,True,Return application back to applicant
435,Return application back to applicant,2018-11-13 01:15:25.127,,Receive updated application
435,Receive updated application,2018-11-13 03:52:00.861,,Check  application  form completeness
435,Check  application  form completeness,2018-11-13 04:03:33.135,,Appraise property
435,Appraise property,2018-11-13 04:23:45.874,,Check credit history
435,Check credit history,2018-11-13 05:58:55.628,,Assess loan risk
435,Assess loan risk,2018-11-13 06:11:17.349,,Assess eligibility
435,Assess eligibility,2018-11-13 06:55:27.916,,Reject application
435,Reject application,2018-11-13 08:47:35.833,,end_event_Loan application rejected
437,start_event_Loan  application received,2018-11-13 17:03:12.185,,Check  application  form completeness
437,Check  application  form completeness,2018-11-13 17:41:27.767,,Return application back to applicant
437,Return application back to applicant,2018-11-13 17:50:23.469,,Receive updated application
437,Receive updated application,2018-11-13 20:31:10.679,,Check  application  form completeness
437,Check  application  form completeness,2018-11-13 21:35:17.396,,Return application back to applicant
437,Return application back to applicant,2018-11-13 23:19:02.096,,Receive updated application
437,Receive updated application,2018-11-13 23:22:17.279,,Check  application  form completeness
437,Check  application  form completeness,2018-11-13 23:25:57.320,,Return application back to applicant
437,Return application back to applicant,2018-11-14 00:32:30.584,,Receive updated application
437,Receive updated application,2018-11-14 00:48:48.021,,Check  application  form completeness
437,Check  application  form completeness,2018-11-14 01:59:47.017,,Return application back to applicant
437,Return application back to applicant,2018-11-14 03:54:09.791,,Receive updated application
437,Receive updated application,2018-11-14 04:49:14.094,,Check  application  form completeness
437,Check  application  form completeness,2018-11-14 06:07:58.518,,Return application back to applicant
437,Return application back to applicant,2018-11-14 07:05:50.222,,Receive updated application
440,end_event_Loan  application approved,2018-11-15 07:31:35.511,True,start_event_Loan  application received
440,start_event_Loan  application received,2018-11-16 04:56:18.790,,Check  application  form completeness
440,Check  application  form completeness,2018-11-16 07:51:25.410,,Return application back to applicant
440,Return application back to applicant,2018-11-16 08:11:50.228,,Receive updated application
440,Receive updated application,2018-11-16 10:26:55.289,,Check  application  form completeness
440,Check  application  form completeness,2018-11-16 13:34:30.636,,Return application back to applicant
440,Return application back to applicant,2018-11-16 15:48:34.299,,Verify repayment agreement
440,Verify repayment agreement,2018-11-16 15:48:34.299,True,Receive updated application
440,Receive updated application,2018-11-16 16:11:11.321,,Check  application  form completeness
440,Check  application  form completeness,2018-11-16 16:33:58.890,,Appraise property
440,Appraise property,2018-11-16 19:17:08.233,,Check credit history
440,Check credit history,2018-11-16 19:31:46.842,,Assess loan risk
440,Assess loan risk,2018-11-16 20:29:10.317,,Assess eligibility
440,Assess eligibility,2018-11-16 20:39:54.334,,Check if home insurance quote is requested
440,Check if home insurance quote is requested,2018-11-16 23:34:41.750,,Send acceptance pack
441,start_event_Loan  application received,2018-11-17 20:35:03.311,,Check  application  form completeness
441,Check  application  form completeness,2018-11-17 21:37:59.243,,Assess loan risk
441,Assess loan risk,2018-11-17 21:37:59.243,True,Return application back to applicant
441,Return application back to applicant,2018-11-17 21:47:47.075,,Verify repayment agreement
441,Verify repayment agreement,2018-11-17 21:47:47.075,True,Receive updated application
441,Receive updated application,2018-11-17 22:53:12.718,,Check  application  form completeness
441,Check  application  form completeness,2018-11-17 23:27:29.744,,Return application back to applicant
441,Return application back to applicant,2018-11-18 00:11:23.642,,Receive updated application
441,Receive updated application,2018-11-18 00:31:50.424,,Check  application  form completeness
441,Check  application  form completeness,2018-11-18 00:33:44.396,,Appraise property
441,Appraise property,2018-11-18 00:39:44.542,,Check credit history
441,Check credit history,2018-11-18 01:28:23.783,,Assess loan risk
441,Assess loan risk,2018-11-18 06:06:31.633,,Appraise property
441,Appraise property,2018-11-18 06:06:31.633,True,Assess eligibility
441,Assess eligibility,2018-11-18 06:09:40.378,,Check if home insurance quote is requested
444,start_event_Loan  application received,2018-11-22 09:50:18.865,,Check  application  form completeness
444,Check  application  form completeness,2018-11-22 10:42:17.083,,Return application back to applicant
444,Return application back to applicant,2018-11-22 11:30:50.973,,Receive updated application
444,Receive updated application,2018-11-22 11:58:38.863,,Check  application  form completeness
444,Check  application  form completeness,2018-11-22 12:26:16.635,,Return application back to applicant
444,Return application back to applicant,2018-11-22 12:35:06.954,,Receive updated application
444,Receive updated application,2018-11-22 12:40:48.654,,Send acceptance pack
444,Send acceptance pack,2018-11-22 12:40:48.654,True,Check  application  form completeness
444,Check  application  form completeness,2018-11-22 17:57:18.906,,Return application back to applicant
444,Return application back to applicant,2018-11-22 18:32:38.694,,start_event_Loan  application received
444,start_event_Loan  application received,2018-11-22 19:42:47.814,True,Receive updated application
444,Receive updated application,2018-11-22 19:42:47.814,,Check  application  form completeness
444,Check  application  form completeness,2018-11-22 19:45:10.361,,Return application back to applicant
444,Return application back to applicant,2018-11-22 19:47:31.505,,Receive updated application
444,Receive updated application,2018-11-22 20:06:50.525,,Check  application  form completeness
445,start_event_Loan  application received,2018-11-25 16:10:49.577,,Check  application  form completeness
445,Check  application  form completeness,2018-11-25 16:19:59.588,,Return application back to applicant
445,Return application back to applicant,2018-11-25 18:26:43.601,,Receive updated application
445,Receive updated application,2018-11-25 19:42:15.651,,Check  application  form completeness
445,Check  application  form completeness,2018-11-25 20:20:25.896,,Return application back to applicant
445,Return application back to applicant,2018-11-25 21:35:36.143,,Receive updated application
445,Receive updated application,2018-11-25 22:56:08.442,,Check  application  form completeness
445,Check  application  form completeness,2018-11-26 00:05:00.218,,Verify repayment agreement
445,Verify repayment agreement,2018-11-26 00:05:00.218,True,Return application back to applicant
445,Return application back to applicant,2018-11-26 02:58:35.135,,Receive updated application
445,Receive updated application,2018-11-26 03:13:36.113,,Check  application  form completeness
445,Check  application  form completeness,2018-11-26 04:16:21.624,,Return application back to applicant
445,Return application back to applicant,2018-11-26 04:35:43.234,,Receive updated application
445,Receive updated application,2018-11-26 05:46:40.939,,Check  application  form completeness
445,Check  application  form completeness,2018-11-26 07:16:42.948,,end_event_Loan  application canceled
448,start_event_Loan  application received,2018-11-30 14:45:39.029,,Check  application  form completeness
448,Check  application  form completeness,2018-11-30 15:22:42.352,,Return application back to applicant
448,Return application back to applicant,2018-11-30 17:57:38.895,,Receive updated application
448,Receive updated application,2018-11-30 18:15:39.633,,Check  application  form completeness
448,Check  application  form completeness,2018-11-30 22:21:33.807,,Return application back to applicant
448,Return application back to applicant,2018-11-30 22:29:16.150,,Receive updated application
448,Receive updated application,2018-11-30 23:04:09.801,,Check  application  form completeness
448,Check  application  form completeness,2018-12-01 00:11:14.646,,Return application back to applicant
448,Return application back to applicant,2018-12-01 03:10:33.048,,Receive updated application
448,Receive updated application,2018-12-01 03:41:22.730,,Check  application  form completeness
448,Check  application  form completeness,2018-12-01 04:14:43.206,,Check credit history
448,Check credit history,2018-12-01 04:37:11.287,,Appraise property
448,Appraise property,2018-12-01 07:29:29.176,,Assess loan risk
448,Assess loan risk,2018-12-01 08:05:34.760,,Assess eligibility
448,Assess eligibility,2018-12-01 08:18:28.608,,Reject application
456,start_event_Loan  application received,2018-12-05 02:03:04.325,,Check  application  form completeness
456,Check  application  form completeness,2018-12-05 04:20:01.305,,Return application back to applicant
456,Return application back to applicant,2018-12-05 06:30:31.900,,Receive updated application
456,Receive updated application,2018-12-05 07:46:16.373,,Check  application  form completeness
456,Check  application  form completeness,2018-12-05 08:04:18.753,,Receive updated application
456,Receive updated application,2018-12-05 08:04:18.753,True,Check credit history
456,Check credit history,2018-12-05 10:31:21.058,,end_event_Loan application rejected
456,end_event_Loan application rejected,2018-12-05 10:31:21.058,True,Assess loan risk
456,Assess loan risk,2018-12-05 10:41:52.837,,Appraise property
456,Appraise property,2018-12-05 11:33:13.674,,Assess eligibility
456,Assess eligibility,2018-12-05 12:16:08.273,,Check if home insurance quote is requested
456,Check if home insurance quote is requested,2018-12-05 14:56:09.261,,Appraise property
456,Appraise property,2018-12-05 14:56:09.261,True,Send home insurance quote
456,Send home insurance quote,2018-12-05 15:20:58.013,,Verify repayment agreement
456,Verify repayment agreement,2018-12-05 17:04:39.647,,Approve application
458,start_event_Loan  application received,2018-12-06 04:05:58.027,,Check  application  form completeness
458,Check  application  form completeness,2018-12-06 04:29:25.543,,Return application back to applicant
458,Return application back to applicant,2018-12-06 04:53:38.953,,Receive updated application
458,Receive updated application,2018-12-06 05:10:15.118,,Check  application  form completeness
458,Check  application  form completeness,2018-12-06 05:18:14.906,,Return application back to applicant
458,Return application back to applicant,2018-12-06 06:40:54.153,,Receive updated application
458,Receive updated application,2018-12-06 08:09:47.669,,Check  application  form completeness
458,Check  application  form completeness,2018-12-06 08:23:12.513,,Assess eligibility
458,Assess eligibility,2018-12-06 08:23:12.513,True,Appraise property
458,Appraise property,2018-12-06 10:03:47.792,,end_event_Loan  application approved
458,end_event_Loan  application approved,2018-12-06 10:03:47.792,True,Check credit history
458,Check credit history,2018-12-06 11:07:04.498,,Assess loan risk
458,Assess loan risk,2018-12-06 11:57:06.208,,Assess eligibility
458,Assess eligibility,2018-12-06 13:10:29.991,,Reject application
458,Reject application,2018-12-06 13:59:45.143,,end_event_Loan application rejected
461,start_event_Loan  application received,2018-12-07 08:51:24.890,,Check  application  form completeness
461,Check  application  form completeness,2018-12-07 10:50:08.846,,Return application back to applicant
461,Return application back to applicant,2018-12-07 11:07:23.095,,Receive updated application
461,Receive updated application,2018-12-07 11:54:56.230,,Check  application  form completeness
461,Check  application  form completeness,2018-12-07 13:05:12.100,,Return application back to applicant
461,Return application back to applicant,2018-12-07 13:32:51.101,,Receive updated application
461,Receive updated application,2018-12-07 14:10:58.468,,Check  application  form completeness
461,Check  application  form completeness,2018-12-07 14:38:15.067,,Return application back to applicant
461,Return application back to applicant,2018-12-07 15:10:21.500,,Receive updated application
461,Receive updated application,2018-12-07 16:23:55.698,,Check  application  form completeness
461,Check  application  form completeness,2018-12-07 17:24:35.764,,Appraise property
461,Appraise property,2018-12-07 20:16:14.575,,Check credit history
461,Check credit history,2018-12-07 21:45:22.759,,Assess loan risk
461,Assess loan risk,2018-12-07 22:21:19.671,,Assess eligibility
461,Assess eligibility,2018-12-07 23:54:56.111,,Reject application
464,start_event_Loan  application received,2018-12-09 18:15:45.250,,Check  application  form completeness
464,Check  application  form completeness,2018-12-09 19:22:35.688,,end_event_Loan application rejected
464,end_event_Loan application rejected,2018-12-09 19:22:35.688,True,Return application back to applicant
464,Return application back to applicant,2018-12-09 19:46:38.255,,Reject application
464,Reject application,2018-12-09 19:46:38.255,True,Receive updated application
464,Receive updated application,2018-12-09 20:07:48.255,,Check  application  form completeness
464,Check  application  form completeness,2018-12-09 20:18:03.965,,Appraise property
464,Appraise property,2018-12-09 21:29:41.311,,Send home insurance quote
464,Send home insurance quote,2018-12-09 22:34:48.666,True,Check credit history
464,Check credit history,2018-12-09 22:34:48.666,,Assess loan risk
464,Assess loan risk,2018-12-09 23:53:50.979,,Assess eligibility
464,Assess eligibility,2018-12-10 00:55:30.107,,Check if home insurance quote is requested
464,Check if home insurance quote is requested,2018-12-10 01:32:03.561,,Send acceptance pack
464,Send acceptance pack,2018-12-10 04:28:56.958,,Verify repayment agreement
464,Verify repayment agreement,2018-12-10 05:17:54.203,,Cancel application
468,start_event_Loan  application received,2018-12-13 18:41:18.368,,Check  application  form completeness
468,Check  application  form completeness,2018-12-13 18:55:12.699,,Return application back to applicant
468,Return application back to applicant,2018-12-13 19:46:44.583,,Receive updated application
468,Receive updated application,2018-12-13 20:19:28.667,,Check  application  form completeness
468,Check  application  form completeness,2018-12-13 20:49:19.996,,Send acceptance pack
468,Send acceptance pack,2018-12-13 20:49:19.996,True,Return application back to applicant
468,Return application back to applicant,2018-12-13 21:05:05.677,,Receive updated application
468,Receive updated application,2018-12-13 21:12:33.783,,Check  application  form completeness
468,Check  application  form completeness,2018-12-13 21:21:04.033,,Check credit history
468,Check credit history,2018-12-13 21:56:10.728,,Assess loan risk
468,Assess loan risk,2018-12-13 22:46:18.174,,Appraise property
468,Appraise property,2018-12-13 23:39:11.029,,Assess eligibility
468,Assess eligibility,2018-12-14 00:19:45.915,,Check if home insurance quote is requested
468,Check if home insurance quote is requested,2018-12-14 00:47:18.137,,Send acceptance pack
468,Send acceptance pack,2018-12-14 01:23:37.094,,Verify repayment agreement
469,start_event_Loan  application received,2018-12-17 14:54:37.785,,Check  application  form completeness
469,Check  application  form completeness,2018-12-17 14:59:56.271,,Return application back to applicant
469,Return application back to applicant,2018-12-17 16:56:23.413,,Receive updated application
469,Receive updated application,2018-12-17 16:59:56.100,,Check  application  form completeness
469,Check  application  form completeness,2018-12-17 20:02:41.124,,Check credit history
469,Check credit history,2018-12-17 20:20:02.656,,Check credit history
469,Check credit history,2018-12-17 20:20:02.656,True,Assess loan risk
469,Assess loan risk,2018-12-17 20:33:35.158,,Appraise property
469,Appraise property,2018-12-17 20:43:04.325,,Assess eligibility
469,Assess eligibility,2018-12-17 22:02:42.583,,Check if home insurance quote is requested
469,Check if home insurance quote is requested,2018-12-17 22:22:45.991,,Send acceptance pack
469,Send acceptance pack,2018-12-17 23:38:21.342,,Verify repayment agreement
469,Verify repayment agreement,2018-12-18 00:04:24.104,,end_event_Loan  application approved
469,end_event_Loan  application approved,2018-12-18 00:04:24.104,True,Cancel application
469,Cancel application,2018-12-18 01:10:14.746,,Return application back to applicant
470,start_event_Loan  application received,2018-12-18 15:08:43.620,,Check  application  form completeness
470,Check  application  form completeness,2018-12-18 15:15:26.369,,Return application back to applicant
470,Return application back to applicant,2018-12-18 17:15:19.530,,Receive updated application
470,Receive updated application,2018-12-18 18:20:25.365,,Check credit history
470,Check credit history,2018-12-18 18:20:25.365,True,Check  application  form completeness
470,Check  application  form completeness,2018-12-18 23:28:52.979,,Appraise property
470,Appraise property,2018-12-18 23:47:01.007,,Check credit history
470,Check credit history,2018-12-19 00:00:39.274,,Reject application
470,Reject application,2018-12-19 01:35:22.680,True,Assess loan risk
470,Assess loan risk,2018-12-19 01:35:22.680,,Assess eligibility
470,Assess eligibility,2018-12-19 04:00:46.038,,Check if home insurance quote is requested
470,Check if home insurance quote is requested,2018-12-19 05:57:13.594,,Send home insurance quote
470,Send home insurance quote,2018-12-19 07:07:12.590,,Verify repayment agreement
470,Verify repayment agreement,2018-12-19 08:18:05.099,,Send acceptance pack
470,Send acceptance pack,2018-12-19 08:18:05.099,True,Cancel application
474,start_event_Loan  application received,2018-12-24 07:06:50.308,,Check  application  form completeness
474,Check  application  form completeness,2018-12-24 07:49:15.100,,start_event_Loan  application received
474,start_event_Loan  application received,2018-12-24 07:49:15.100,True,Return application back to applicant
474,Return application back to applicant,2018-12-24 09:21:04.047,,Receive updated application
474,Receive updated application,2018-12-24 09:49:48.189,,Check  application  form completeness
474,Check  application  form completeness,2018-12-24 10:00:06.952,,start_event_Loan  application received
474,start_event_Loan  application received,2018-12-24 10:00:06.952,True,Appraise property
474,Appraise property,2018-12-24 10:22:29.771,,Check credit history
474,Check credit history,2018-12-24 10:46:59.685,,Assess loan risk
474,Assess loan risk,2018-12-24 12:50:41.131,,Assess eligibility
474,Assess eligibility,2018-12-24 13:09:30.891,,Check if home insurance quote is requested
474,Check if home insurance quote is requested,2018-12-24 15:23:03.837,,Send acceptance pack
474,Send acceptance pack,2018-12-24 15:56:35.579,,Verify repayment agreement
474,Verify repayment agreement,2018-12-24 17:06:36.860,,Approve application
474,Approve application,2018-12-24 17:44:47.895,,start_event_Loan  application received
475,start_event_Loan  application received,2018-12-25 01:06:59.764,,Check  application  form completeness
475,Check  application  form completeness,2018-12-25 01:09:44.569,,Return application back to applicant
475,Return application back to applicant,2018-12-25 01:25:09.309,,Receive updated application
475,Receive updated application,2018-12-25 01:25:13.518,,Check  application  form completeness
475,Check  application  form completeness,2018-12-25 02:11:52.308,,Return application back to applicant
