caseid,activity,ts,noise
129,Check  application  form completeness,2018-01-20 13:47:26.460,
129,end_event_Loan  application canceled,2018-01-20 13:47:26.460,True
129,Check credit history,2018-01-20 14:00:05.480,
130,start_event_Loan  application received,2018-01-21 15:55:39.264,
130,Check  application  form completeness,2018-01-21 15:55:51.532,
130,Check  application  form completeness,2018-01-21 15:55:51.532,True
130,Return application back to applicant,2018-01-21 16:40:28.173,
131,start_event_Loan  application received,2018-01-21 16:33:50.536,
131,Check  application  form completeness,2018-01-21 17:20:14.126,
131,Check credit history,2018-01-21 18:06:33.931,
131,Assess loan risk,2018-01-21 19:09:15.427,
132,start_event_Loan  application received,2018-01-22 11:17:27.691,
132,Assess eligibility,2018-01-22 11:17:27.691,True
132,Check  application  form completeness,2018-01-22 12:08:46.259,
132,Return application back to applicant,2018-01-22 12:48:36.877,
133,start_event_Loan  application received,2018-01-23 04:25:01.046,
133,Check  application  form completeness,2018-01-23 04:26:07.856,
133,Return application back to applicant,2018-01-23 05:21:03.364,
133,Receive updated application,2018-01-23 06:15:41.262,
134,start_event_Loan  application received,2018-01-23 05:04:17.181,
134,Check  application  form completeness,2018-01-23 05:16:57.594,
134,Check credit history,2018-01-23 05:21:46.630,
134,Appraise property,2018-01-23 05:29:39.236,
135,start_event_Loan  application received,2018-01-23 10:16:30.597,
135,Check  application  form completeness,2018-01-23 11:05:07.428,
135,Send acceptance pack,2018-01-23 11:05:07.428,True
135,Return application back to applicant,2018-01-23 11:44:34.965,
136,start_event_Loan  application received,2018-01-24 08:19:48.769,
136,Check  application  form completeness,2018-01-24 08:26:31.343,
136,Check credit history,2018-01-24 11:03:04.927,
136,Appraise property,2018-01-24 11:19:38.781,
137,start_event_Loan  application received,2018-01-24 11:17:49.444,
137,Check  application  form completeness,2018-01-24 11:33:25.302,
137,Appraise property,2018-01-24 11:37:05.529,
137,Check credit history,2018-01-24 14:17:28.635,
138,start_event_Loan  application received,2018-01-24 16:42:11.041,
138,Check  application  form completeness,2018-01-24 17:01:29.797,
138,Assess loan risk,2018-01-24 17:01:29.797,True
138,Appraise property,2018-01-24 17:55:48.721,
139,start_event_Loan  application received,2018-01-24 19:25:13.266,
139,Check  application  form completeness,2018-01-24 20:03:51.766,
139,Return application back to applicant,2018-01-24 23:58:19.236,
139,Receive updated application,2018-01-25 00:37:27.439,
140,start_event_Loan  application received,2018-01-25 21:34:49.604,
140,Check  application  form completeness,2018-01-25 21:56:38.249,
140,Return application back to applicant,2018-01-25 22:41:05.377,
140,Receive updated application,2018-01-25 23:54:26.299,
141,start_event_Loan  application received,2018-01-26 20:14:59.779,
141,Reject application,2018-01-26 20:14:59.779,True
141,Check  application  form completeness,2018-01-26 20:27:39.604,
141,Return application back to applicant,2018-01-26 21:28:17.773,
142,start_event_Loan  application received,2018-01-27 04:01:15.869,
142,Check  application  form completeness,2018-01-27 04:31:15.434,
142,Check credit history,2018-01-27 04:35:09.758,
142,Assess loan risk,2018-01-27 05:10:55.744,
143,start_event_Loan  application received,2018-01-28 16:31:18.437,
143,Check  application  form completeness,2018-01-28 16:42:12.927,
143,Return application back to applicant,2018-01-28 17:11:24.829,
143,Return application back to applicant,2018-01-28 17:11:24.829,True
144,start_event_Loan  application received,2018-01-29 08:14:26.365,
144,Check  application  form completeness,2018-01-29 09:36:38.445,
144,Check credit history,2018-01-29 10:29:00.563,
144,Assess loan risk,2018-01-29 10:35:57.826,
145,start_event_Loan  application received,2018-01-29 20:16:26.951,
145,Check  application  form completeness,2018-01-29 20:42:24.952,
145,Return application back to applicant,2018-01-29 21:23:04.929,
145,Receive updated application,2018-01-30 00:56:14.613,
146,start_event_Loan  application received,2018-01-30 21:45:34.900,
146,Check  application  form completeness,2018-01-30 23:12:50.855,
146,Assess loan risk,2018-01-30 23:12:50.855,True
146,Return application back to applicant,2018-01-30 23:57:06.191,
147,start_event_Loan  application received,2018-01-31 07:33:47.296,
147,Check  application  form completeness,2018-01-31 09:17:36.709,
147,Appraise property,2018-01-31 09:31:20.291,
147,Check credit history,2018-01-31 11:15:28.670,
148,start_event_Loan  application received,2018-01-31 10:53:36.122,
148,Check  application  form completeness,2018-01-31 11:26:34.878,
148,Check credit history,2018-01-31 12:18:34.097,
148,Appraise property,2018-01-31 13:33:38.901,
149,start_event_Loan  application received,2018-02-01 11:29:51.660,
149,Check  application  form completeness,2018-02-01 11:34:24.860,
149,Check credit history,2018-02-01 12:16:20.889,
149,Assess loan risk,2018-02-01 13:15:07.609,
150,start_event_Loan  application received,2018-02-01 17:09:03.082,
150,Check  application  form completeness,2018-02-01 19:49:35.533,
150,Appraise property,2018-02-01 20:05:13.549,
150,Check credit history,2018-02-01 21:31:37.924,
151,start_event_Loan  application received,2018-02-01 21:18:56.811,
151,Check  application  form completeness,2018-02-01 21:19:51.548,
151,Check credit history,2018-02-01 21:34:34.476,
151,Appraise property,2018-02-01 22:07:46.819,
152,start_event_Loan  application received,2018-02-01 21:34:00.761,
152,Check  application  form completeness,2018-02-01 22:45:37.510,
152,Appraise property,2018-02-02 01:25:22.565,
152,Check credit history,2018-02-02 01:48:40.523,
153,start_event_Loan  application received,2018-02-02 22:26:23.730,
153,Check  application  form completeness,2018-02-02 22:41:28.733,
153,Appraise property,2018-02-02 23:12:25.737,
153,Check credit history,2018-02-02 23:18:37.355,
154,start_event_Loan  application received,2018-02-03 05:23:56.439,
154,Return application back to applicant,2018-02-03 05:23:56.439,True
154,Check  application  form completeness,2018-02-03 05:55:37.937,
154,Appraise property,2018-02-03 06:30:04.618,
155,Send home insurance quote,2018-02-03 11:28:45.372,True
155,start_event_Loan  application received,2018-02-03 06:44:04.178,
155,Check  application  form completeness,2018-02-03 09:18:53.858,
155,Return application back to applicant,2018-02-03 13:00:15.901,
156,start_event_Loan  application received,2018-02-04 11:20:14.214,
156,Check  application  form completeness,2018-02-04 11:52:11.030,
156,end_event_Loan  application canceled,2018-02-04 11:52:11.030,True
156,Return application back to applicant,2018-02-04 12:00:25.252,
157,start_event_Loan  application received,2018-02-04 19:17:08.285,
157,Check  application  form completeness,2018-02-04 20:31:00.740,
157,Check credit history,2018-02-04 21:37:59.663,
157,Assess loan risk,2018-02-04 23:09:24.019,
158,start_event_Loan  application received,2018-02-05 11:22:39.697,
158,Check  application  form completeness,2018-02-05 12:20:04.371,
158,Check if home insurance quote is requested,2018-02-05 12:20:04.371,True
158,Return application back to applicant,2018-02-05 12:21:37.557,
159,start_event_Loan  application received,2018-02-06 07:22:36.831,
159,Check  application  form completeness,2018-02-06 07:27:18.437,
159,Appraise property,2018-02-06 07:58:14.605,
159,Check credit history,2018-02-06 08:20:54.013,
160,start_event_Loan  application received,2018-02-07 00:08:43.158,
160,Check  application  form completeness,2018-02-07 00:56:55.396,
160,Appraise property,2018-02-07 01:20:42.502,
160,Check credit history,2018-02-07 05:50:23.941,
161,start_event_Loan  application received,2018-02-07 01:03:18.469,
161,Check  application  form completeness,2018-02-07 05:14:39.085,
161,Check credit history,2018-02-07 05:35:05.290,
161,Assess loan risk,2018-02-07 05:44:56.136,
162,start_event_Loan  application received,2018-02-07 18:44:48.179,
162,Check  application  form completeness,2018-02-07 20:33:35.374,
162,Reject application,2018-02-07 20:33:35.374,True
162,Return application back to applicant,2018-02-07 21:04:03.675,
163,start_event_Loan  application received,2018-02-08 09:44:32.430,
163,Check  application  form completeness,2018-02-08 10:49:19.175,
163,Appraise property,2018-02-08 14:34:13.330,
163,Check credit history,2018-02-08 15:45:14.411,
164,start_event_Loan  application received,2018-02-08 18:41:50.379,
164,Check  application  form completeness,2018-02-08 21:15:34.614,
164,Return application back to applicant,2018-02-08 21:36:17.838,
164,Receive updated application,2018-02-08 22:02:26.628,
165,start_event_Loan  application received,2018-02-08 22:25:26.289,
165,Check  application  form completeness,2018-02-08 22:34:31.591,
165,Return application back to applicant,2018-02-08 22:51:03.226,
165,Receive updated application,2018-02-09 00:06:25.504,
166,start_event_Loan  application received,2018-02-10 20:33:48.980,
166,Check  application  form completeness,2018-02-10 21:52:09.892,
166,Check credit history,2018-02-10 22:34:49.767,
166,Appraise property,2018-02-10 23:25:09.476,
167,start_event_Loan  application received,2018-02-15 11:48:33.209,
167,Check  application  form completeness,2018-02-15 12:28:01.252,
167,Send acceptance pack,2018-02-15 12:28:01.252,True
167,Return application back to applicant,2018-02-15 13:33:48.071,
168,start_event_Loan  application received,2018-02-21 03:26:14.325,
168,Check  application  form completeness,2018-02-21 04:31:21.440,
168,Appraise property,2018-02-21 07:02:33.934,
168,Check credit history,2018-02-21 07:19:22.608,
169,start_event_Loan  application received,2018-02-21 22:24:29.613,
169,Check  application  form completeness,2018-02-21 22:34:50.951,
169,Return application back to applicant,2018-02-21 23:16:19.228,
169,Receive updated application,2018-02-22 02:32:18.313,
170,start_event_Loan  application received,2018-02-23 01:45:59.075,
170,Check  application  form completeness,2018-02-23 04:02:23.206,
170,Return application back to applicant,2018-02-23 04:32:16.043,
170,Receive updated application,2018-02-23 05:15:52.493,
171,start_event_Loan  application received,2018-02-23 09:44:06.339,
171,Check  application  form completeness,2018-02-23 11:12:52.566,
171,Assess loan risk,2018-02-23 11:12:52.566,True
171,Appraise property,2018-02-23 11:12:58.041,
172,Assess loan risk,2018-02-23 14:24:56.659,True
172,start_event_Loan  application received,2018-02-23 12:38:20.327,
172,Check  application  form completeness,2018-02-23 13:36:20.423,
172,Verify repayment agreement,2018-02-23 13:36:20.423,True
173,start_event_Loan  application received,2018-02-26 09:55:50.499,
173,Check  application  form completeness,2018-02-26 10:35:54.992,
173,Check credit history,2018-02-26 10:54:22.821,
173,start_event_Loan  application received,2018-02-26 10:54:22.821,True
174,Appraise property,2018-02-26 13:15:15.645,True
174,start_event_Loan  application received,2018-02-27 09:29:39.060,
174,Check  application  form completeness,2018-02-27 09:42:15.983,
174,Check credit history,2018-02-27 12:38:05.956,
175,start_event_Loan  application received,2018-02-27 09:43:34.960,
175,end_event_Loan application rejected,2018-02-27 09:43:34.960,True
175,Check  application  form completeness,2018-02-27 10:17:04.485,
175,Appraise property,2018-02-27 10:17:58.309,
176,start_event_Loan  application received,2018-02-28 21:27:35.947,
176,Check  application  form completeness,2018-02-28 21:55:33.916,
176,Return application back to applicant,2018-02-28 23:44:20.862,
176,Receive updated application,2018-03-01 00:01:01.640,
177,start_event_Loan  application received,2018-03-05 22:54:55.423,
177,Check  application  form completeness,2018-03-06 01:01:31.480,
177,Return application back to applicant,2018-03-06 01:13:15.378,
177,Receive updated application,2018-03-06 01:33:40.422,
178,start_event_Loan  application received,2018-03-06 03:19:34.595,
178,Check  application  form completeness,2018-03-06 04:31:39.102,
178,Return application back to applicant,2018-03-06 07:18:50.835,
178,Receive updated application,2018-03-06 11:17:33.768,
179,start_event_Loan  application received,2018-03-06 12:25:29.503,
179,Check  application  form completeness,2018-03-06 12:26:05.586,
179,Check credit history,2018-03-06 12:56:45.562,
179,Appraise property,2018-03-06 15:02:33.171,
180,start_event_Loan  application received,2018-03-06 21:20:05.553,
180,Check  application  form completeness,2018-03-07 00:12:12.645,
180,Check credit history,2018-03-07 01:13:24.818,
180,Assess loan risk,2018-03-07 01:14:55.655,
181,start_event_Loan  application received,2018-03-07 02:47:43.915,
181,Check  application  form completeness,2018-03-07 03:09:58.106,
181,Appraise property,2018-03-07 03:22:30.218,
181,Check credit history,2018-03-07 04:42:32.631,
182,start_event_Loan  application received,2018-03-07 15:14:37.135,
182,Check  application  form completeness,2018-03-07 20:54:54.773,
182,Return application back to applicant,2018-03-07 21:50:18.931,
182,end_event_Loan application rejected,2018-03-07 21:50:18.931,True
183,start_event_Loan  application received,2018-03-10 11:14:46.800,
183,Check  application  form completeness,2018-03-10 11:57:56.427,
183,Check  application  form completeness,2018-03-10 11:57:56.427,True
183,Check credit history,2018-03-10 12:15:54.373,
184,start_event_Loan  application received,2018-03-11 10:25:08.963,
184,Check  application  form completeness,2018-03-11 10:40:48.089,
184,Return application back to applicant,2018-03-11 11:43:44.450,
184,Receive updated application,2018-03-11 12:38:53.507,
185,start_event_Loan  application received,2018-03-11 12:31:52.456,
185,Check  application  form completeness,2018-03-11 12:53:47.306,
185,Return application back to applicant,2018-03-11 14:01:49.058,
185,Receive updated application,2018-03-11 15:54:47.306,
186,start_event_Loan  application received,2018-03-12 11:51:29.972,
186,Check  application  form completeness,2018-03-12 13:11:37.535,
186,Appraise property,2018-03-12 13:16:00.567,
186,Check credit history,2018-03-12 13:53:15.101,
187,Assess loan risk,2018-03-12 19:24:32.650,True
187,start_event_Loan  application received,2018-03-13 00:14:43.570,
187,Check  application  form completeness,2018-03-13 02:45:20.400,
187,Return application back to applicant,2018-03-13 04:58:03.707,
188,start_event_Loan  application received,2018-03-13 09:20:45.351,
188,Check  application  form completeness,2018-03-13 10:03:55.138,
188,Return application back to applicant,2018-03-13 10:06:00.633,
188,Receive updated application,2018-03-13 10:39:50.340,
189,start_event_Loan  application received,2018-03-13 10:53:45.007,
189,Check  application  form completeness,2018-03-13 12:07:48.696,
189,start_event_Loan  application received,2018-03-13 12:07:48.696,True
189,Return application back to applicant,2018-03-13 12:21:37.826,
190,Return application back to applicant,2018-03-15 06:17:25.844,True
190,start_event_Loan  application received,2018-03-14 17:45:30.919,
190,Verify repayment agreement,2018-03-14 17:45:30.919,True
190,Check  application  form completeness,2018-03-14 18:10:17.785,
191,start_event_Loan  application received,2018-03-18 12:40:22.581,
191,Check  application  form completeness,2018-03-18 13:45:58.726,
191,Check credit history,2018-03-18 13:55:56.475,
191,Appraise property,2018-03-18 14:42:43.410,
192,start_event_Loan  application received,2018-03-20 07:54:10.777,
192,Check  application  form completeness,2018-03-20 08:17:49.317,
192,Check credit history,2018-03-20 09:14:17.013,
192,Assess loan risk,2018-03-20 10:20:19.657,
193,start_event_Loan  application received,2018-03-21 07:30:34.722,
193,Return application back to applicant,2018-03-21 07:30:34.722,True
193,Check  application  form completeness,2018-03-21 07:42:16.231,
193,Check credit history,2018-03-21 08:17:15.485,
194,start_event_Loan  application received,2018-03-21 10:50:44.875,
194,Check  application  form completeness,2018-03-21 13:00:32.490,
194,start_event_Loan  application received,2018-03-21 13:00:32.490,True
194,Return application back to applicant,2018-03-21 13:54:55.544,
195,start_event_Loan  application received,2018-03-23 20:34:08.853,
195,Check  application  form completeness,2018-03-23 21:54:31.949,
195,Return application back to applicant,2018-03-23 22:20:59.788,
195,Receive updated application,2018-03-23 23:00:47.898,
196,start_event_Loan  application received,2018-03-25 11:00:31.816,
196,Assess eligibility,2018-03-25 11:00:31.816,True
196,Check  application  form completeness,2018-03-25 11:29:50.507,
196,Return application back to applicant,2018-03-25 11:43:18.727,
197,start_event_Loan  application received,2018-03-25 13:44:25.254,
197,Check  application  form completeness,2018-03-25 14:04:23.814,
197,Check credit history,2018-03-25 14:55:10.940,
197,Assess loan risk,2018-03-25 16:10:43.261,
198,start_event_Loan  application received,2018-03-29 09:59:57.486,
198,Check  application  form completeness,2018-03-29 10:45:18.609,
198,Appraise property,2018-03-29 10:53:22.602,
198,Check credit history,2018-03-29 13:25:22.662,
199,start_event_Loan  application received,2018-03-29 20:43:45.663,
199,Check  application  form completeness,2018-03-29 21:12:44.327,
199,Check  application  form completeness,2018-03-29 21:12:44.327,True
199,Check credit history,2018-03-29 22:03:02.970,
200,start_event_Loan  application received,2018-03-30 04:41:41.860,
200,Check  application  form completeness,2018-03-30 07:32:50.769,
200,Return application back to applicant,2018-03-30 07:49:35.837,
200,Receive updated application,2018-03-30 10:24:33.395,
201,start_event_Loan  application received,2018-03-30 15:09:09.319,
201,Check  application  form completeness,2018-03-30 15:31:33.804,
201,start_event_Loan  application received,2018-03-30 15:31:33.804,True
201,Check credit history,2018-03-30 15:33:15.395,
202,start_event_Loan  application received,2018-04-01 20:21:54.503,
202,Check  application  form completeness,2018-04-01 20:32:27.195,
202,Return application back to applicant,2018-04-01 22:40:47.011,
202,Receive updated application,2018-04-01 23:22:32.410,
203,start_event_Loan  application received,2018-04-02 02:14:12.289,
203,Check if home insurance quote is requested,2018-04-02 02:14:12.289,True
203,Check  application  form completeness,2018-04-02 05:46:49.888,
203,Appraise property,2018-04-02 06:09:37.461,
204,start_event_Loan  application received,2018-04-02 10:15:41.356,
204,Check  application  form completeness,2018-04-02 13:55:16.945,
204,Check credit history,2018-04-02 14:39:33.638,
204,Receive updated application,2018-04-02 14:39:33.638,True
205,start_event_Loan  application received,2018-04-04 09:00:21.958,
205,Check  application  form completeness,2018-04-04 12:23:27.050,
205,Appraise property,2018-04-04 12:28:53.871,
205,Check credit history,2018-04-04 12:53:10.953,
206,start_event_Loan  application received,2018-04-06 01:59:54.845,
206,Check  application  form completeness,2018-04-06 02:11:06.407,
206,Return application back to applicant,2018-04-06 03:15:54.926,
206,Appraise property,2018-04-06 03:15:54.926,True
207,start_event_Loan  application received,2018-04-06 15:47:47.128,
207,Check  application  form completeness,2018-04-06 16:56:59.277,
207,Return application back to applicant,2018-04-06 16:58:07.717,
207,Receive updated application,2018-04-06 20:20:29.428,
208,start_event_Loan  application received,2018-04-09 19:17:45.265,
208,Check  application  form completeness,2018-04-09 21:05:40.636,
208,Return application back to applicant,2018-04-09 21:52:33.249,
208,Receive updated application,2018-04-09 23:14:28.609,
209,start_event_Loan  application received,2018-04-10 20:14:36.022,
209,end_event_Loan  application canceled,2018-04-10 20:14:36.022,True
209,Check  application  form completeness,2018-04-10 20:39:00.170,
209,Verify repayment agreement,2018-04-10 20:39:00.170,True
210,start_event_Loan  application received,2018-04-11 16:45:21.613,
210,Check  application  form completeness,2018-04-11 17:05:38.609,
210,Check credit history,2018-04-11 18:00:01.829,
210,Assess loan risk,2018-04-11 18:20:46.850,
211,end_event_Loan application rejected,2018-04-11 22:06:48.606,True
211,start_event_Loan  application received,2018-04-12 16:18:04.955,
211,Check  application  form completeness,2018-04-12 17:08:22.841,
211,Check credit history,2018-04-12 17:23:00.051,
212,start_event_Loan  application received,2018-04-14 05:58:44.858,
212,Check  application  form completeness,2018-04-14 06:42:27.439,
212,Appraise property,2018-04-14 08:23:35.548,
212,Check credit history,2018-04-14 08:36:20.044,
213,start_event_Loan  application received,2018-04-14 12:41:57.715,
213,Check  application  form completeness,2018-04-14 13:43:42.531,
213,Return application back to applicant,2018-04-14 14:09:34.595,
213,Receive updated application,2018-04-14 17:26:59.591,
214,start_event_Loan  application received,2018-04-14 19:14:45.216,
214,Check  application  form completeness,2018-04-14 19:58:06.334,
214,Return application back to applicant,2018-04-14 20:26:53.443,
214,Receive updated application,2018-04-14 21:03:51.180,
215,start_event_Loan  application received,2018-04-14 23:30:36.953,
215,Check  application  form completeness,2018-04-15 00:57:59.434,
215,Return application back to applicant,2018-04-15 01:39:57.278,
215,Receive updated application,2018-04-15 02:40:20.071,
216,Assess eligibility,2018-04-15 10:12:18.361,True
216,start_event_Loan  application received,2018-04-15 16:49:49.976,
216,Check  application  form completeness,2018-04-15 17:37:01.639,
216,Return application back to applicant,2018-04-15 17:38:57.376,
217,start_event_Loan  application received,2018-04-16 02:49:19.742,
217,Check  application  form completeness,2018-04-16 02:54:31.068,
217,Return application back to applicant,2018-04-16 03:15:25.181,
217,Receive updated application,2018-04-16 03:38:47.835,
218,Appraise property,2018-04-16 12:46:24.150,True
218,start_event_Loan  application received,2018-04-16 07:59:39.407,
218,Check  application  form completeness,2018-04-16 09:17:59.091,
218,Appraise property,2018-04-16 09:33:27.641,
219,start_event_Loan  application received,2018-04-16 13:31:18.215,
219,Approve application,2018-04-16 13:31:18.215,True
219,Check  application  form completeness,2018-04-16 13:47:55.109,
219,Appraise property,2018-04-16 13:53:40.441,
220,start_event_Loan  application received,2018-04-19 16:01:40.854,
220,Check  application  form completeness,2018-04-19 17:19:09.653,
220,Return application back to applicant,2018-04-19 18:08:25.635,
220,Receive updated application,2018-04-19 21:50:32.659,
221,start_event_Loan  application received,2018-04-20 03:55:06.748,
221,Check  application  form completeness,2018-04-20 07:15:57.362,
221,Return application back to applicant,2018-04-20 11:01:14.089,
221,Receive updated application,2018-04-20 11:23:03.660,
222,start_event_Loan  application received,2018-04-21 03:52:24.394,
222,Check  application  form completeness,2018-04-21 05:17:52.914,
222,Check credit history,2018-04-21 06:34:37.838,
222,Assess loan risk,2018-04-21 08:47:01.800,
223,start_event_Loan  application received,2018-04-21 07:07:16.967,
223,Check  application  form completeness,2018-04-21 07:50:39.342,
223,Check credit history,2018-04-21 08:15:12.035,
223,Assess loan risk,2018-04-21 10:25:48.823,
224,start_event_Loan  application received,2018-04-21 22:08:16.655,
224,Check  application  form completeness,2018-04-21 22:32:34.994,
224,Return application back to applicant,2018-04-21 23:57:07.870,
224,Receive updated application,2018-04-22 00:02:03.502,
225,start_event_Loan  application received,2018-04-23 08:20:26.289,
225,Check  application  form completeness,2018-04-23 10:58:21.583,
225,Appraise property,2018-04-23 12:14:54.966,
225,Check credit history,2018-04-23 13:23:06.829,
226,start_event_Loan  application received,2018-04-23 19:52:33.905,
226,Check  application  form completeness,2018-04-23 20:15:58.994,
226,Return application back to applicant,2018-04-23 20:54:42.104,
226,Receive updated application,2018-04-23 20:56:19.271,
227,start_event_Loan  application received,2018-04-25 14:15:13.015,
227,Check  application  form completeness,2018-04-25 15:49:29.738,
227,Appraise property,2018-04-25 16:37:09.925,
227,Check credit history,2018-04-25 16:50:07.725,
228,start_event_Loan  application received,2018-04-25 19:36:27.336,
228,Check  application  form completeness,2018-04-25 20:29:25.463,
228,Return application back to applicant,2018-04-25 22:35:34.103,
228,Receive updated application,2018-04-26 00:41:44.030,
229,start_event_Loan  application received,2018-04-27 06:17:31.703,
229,Check  application  form completeness,2018-04-27 06:37:16.850,
229,Return application back to applicant,2018-04-27 08:14:55.239,
229,Receive updated application,2018-04-27 08:34:50.165,
230,start_event_Loan  application received,2018-04-30 01:48:25.724,
230,Check  application  form completeness,2018-04-30 02:35:03.270,
230,Return application back to applicant,2018-04-30 05:05:38.760,
230,Receive updated application,2018-04-30 05:34:35.265,
231,start_event_Loan  application received,2018-04-30 15:29:51.584,
231,Check  application  form completeness,2018-04-30 17:45:00.192,
231,Appraise property,2018-04-30 18:00:36.917,
231,Check credit history,2018-04-30 18:55:52.286,
232,start_event_Loan  application received,2018-04-30 16:14:53.417,
232,Check  application  form completeness,2018-04-30 17:22:19.237,
232,Return application back to applicant,2018-04-30 18:33:30.773,
232,Receive updated application,2018-04-30 19:11:06.815,
233,start_event_Loan  application received,2018-04-30 18:05:50.355,
233,Check  application  form completeness,2018-04-30 19:50:51.220,
233,Return application back to applicant,2018-04-30 21:21:56.859,
233,Receive updated application,2018-04-30 21:34:27.858,
234,start_event_Loan  application received,2018-05-01 13:53:21.409,
234,Check  application  form completeness,2018-05-01 15:26:32.616,
234,Return application back to applicant,2018-05-01 15:29:57.828,
234,Receive updated application,2018-05-01 15:55:28.902,
235,start_event_Loan  application received,2018-05-02 19:49:57.675,
235,Check  application  form completeness,2018-05-02 19:58:19.580,
235,Check credit history,2018-05-02 21:01:53.062,
235,Assess loan risk,2018-05-02 21:21:24.707,
236,start_event_Loan  application received,2018-05-03 05:13:48.116,
236,Check  application  form completeness,2018-05-03 05:26:18.403,
236,Return application back to applicant,2018-05-03 05:31:05.752,
236,Receive updated application,2018-05-03 05:32:40.113,
237,end_event_Loan  application canceled,2018-05-03 17:09:35.842,True
237,start_event_Loan  application received,2018-05-07 22:10:17.712,
237,Check  application  form completeness,2018-05-07 22:24:37.759,
237,Return application back to applicant,2018-05-07 22:57:25.691,
238,start_event_Loan  application received,2018-05-08 05:26:12.119,
238,Check  application  form completeness,2018-05-08 05:36:55.259,
238,Appraise property,2018-05-08 06:05:16.744,
238,Check credit history,2018-05-08 06:27:05.781,
239,start_event_Loan  application received,2018-05-08 14:01:57.207,
239,Check  application  form completeness,2018-05-08 18:00:45.936,
239,Appraise property,2018-05-08 18:41:11.710,
239,Check credit history,2018-05-08 19:16:49.520,
240,start_event_Loan  application received,2018-05-09 09:28:33.502,
240,end_event_Loan  application approved,2018-05-09 09:28:33.502,True
240,Check  application  form completeness,2018-05-09 10:35:10.948,
240,Appraise property,2018-05-09 11:02:12.070,
241,start_event_Loan  application received,2018-05-11 06:15:36.167,
241,Check  application  form completeness,2018-05-11 07:26:20.595,
241,Reject application,2018-05-11 07:26:20.595,True
241,Check credit history,2018-05-11 08:29:38.269,
242,start_event_Loan  application received,2018-05-14 13:51:38.304,
242,Check  application  form completeness,2018-05-14 14:14:04.584,
242,end_event_Loan application rejected,2018-05-14 14:14:04.584,True
242,Check credit history,2018-05-14 14:15:03.430,
243,start_event_Loan  application received,2018-05-16 10:52:21.445,
243,Check  application  form completeness,2018-05-16 11:19:34.272,
243,Return application back to applicant,2018-05-16 11:32:17.790,
243,Receive updated application,2018-05-16 12:20:43.462,
244,Check  application  form completeness,2018-05-16 18:37:32.662,True
244,start_event_Loan  application received,2018-05-16 22:32:04.049,
244,Check  application  form completeness,2018-05-16 23:00:29.269,
244,Return application back to applicant,2018-05-16 23:20:48.426,
245,start_event_Loan  application received,2018-05-17 03:18:17.231,
245,Send home insurance quote,2018-05-17 03:18:17.231,True
245,Check  application  form completeness,2018-05-17 05:00:48.830,
245,Return application back to applicant,2018-05-17 06:21:46.773,
246,start_event_Loan  application received,2018-05-18 18:48:48.769,
246,Check  application  form completeness,2018-05-18 19:13:21.276,
246,Return application back to applicant,2018-05-18 19:44:18.602,
246,Appraise property,2018-05-18 19:44:18.602,True
247,start_event_Loan  application received,2018-05-18 23:51:33.576,
247,Check  application  form completeness,2018-05-19 00:45:13.237,
247,Assess eligibility,2018-05-19 00:45:13.237,True
247,Return application back to applicant,2018-05-19 01:03:32.186,
248,start_event_Loan  application received,2018-05-21 00:44:30.266,
248,Check  application  form completeness,2018-05-21 01:47:38.569,
248,Return application back to applicant,2018-05-21 01:53:44.402,
248,Receive updated application,2018-05-21 01:55:19.083,
249,start_event_Loan  application received,2018-05-21 03:51:46.222,
249,Check  application  form completeness,2018-05-21 04:20:14.680,
249,Appraise property,2018-05-21 04:49:21.232,
249,Check credit history,2018-05-21 06:41:00.142,
250,start_event_Loan  application received,2018-05-21 06:02:22.575,
250,Check  application  form completeness,2018-05-21 07:37:24.605,
250,Appraise property,2018-05-21 08:16:49.715,
250,Appraise property,2018-05-21 08:16:49.715,True
251,start_event_Loan  application received,2018-05-22 19:49:11.042,
251,Appraise property,2018-05-22 19:49:11.042,True
251,Check  application  form completeness,2018-05-22 21:47:28.004,
251,Return application back to applicant,2018-05-22 22:18:38.857,
252,start_event_Loan  application received,2018-05-23 13:28:27.581,
252,Check  application  form completeness,2018-05-23 13:51:26.406,
252,Return application back to applicant,2018-05-23 15:30:23.200,
252,end_event_Loan  application approved,2018-05-23 15:30:23.200,True
253,start_event_Loan  application received,2018-05-25 03:09:49.951,
253,Check  application  form completeness,2018-05-25 05:32:02.883,
253,Return application back to applicant,2018-05-25 07:23:40.499,
253,Receive updated application,2018-05-25 07:37:38.160,
254,start_event_Loan  application received,2018-05-25 03:10:24.411,
254,Check  application  form completeness,2018-05-25 04:21:27.124,
254,Return application back to applicant,2018-05-25 04:29:39.134,
254,Receive updated application,2018-05-25 06:38:33.669,
255,start_event_Loan  application received,2018-05-26 01:01:02.931,
255,Check  application  form completeness,2018-05-26 03:46:19.902,
255,Return application back to applicant,2018-05-26 04:11:09.779,
255,Receive updated application,2018-05-26 04:30:14.718,
256,start_event_Loan  application received,2018-05-26 13:41:50.685,
256,Check  application  form completeness,2018-05-26 14:48:05.417,
256,Return application back to applicant,2018-05-26 15:19:29.172,
256,Receive updated application,2018-05-26 15:29:41.844,
257,start_event_Loan  application received,2018-05-27 15:39:55.688,
257,Check  application  form completeness,2018-05-27 15:40:30.770,
257,Reject application,2018-05-27 15:40:30.770,True
