caseid,activity,ts,noise
87,Check  application  form completeness,2017-12-15 01:47:50.655,
87,Appraise property,2017-12-15 03:33:32.192,
87,Check credit history,2017-12-15 04:20:04.242,
87,Assess loan risk,2017-12-15 04:46:17.882,
87,start_event_Loan  application received,2017-12-15 04:46:17.882,True
88,start_event_Loan  application received,2017-12-17 14:14:45.997,
88,Check  application  form completeness,2017-12-17 14:18:09.817,
88,Return application back to applicant,2017-12-17 14:43:20.052,
88,Receive updated application,2017-12-17 15:04:33.587,
88,Check  application  form completeness,2017-12-17 15:59:08.503,
88,Appraise property,2017-12-17 17:01:03.779,
89,start_event_Loan  application received,2017-12-18 11:21:36.935,
89,Check  application  form completeness,2017-12-18 11:54:53.845,
89,Return application back to applicant,2017-12-18 14:23:11.290,
89,Receive updated application,2017-12-18 15:08:50.293,
89,Check  application  form completeness,2017-12-18 15:26:12.330,
89,Return application back to applicant,2017-12-18 16:00:52.811,
90,start_event_Loan  application received,2017-12-19 12:36:13.105,
90,Check  application  form completeness,2017-12-19 13:51:27.762,
90,Return application back to applicant,2017-12-19 14:25:57.112,
90,Receive updated application,2017-12-19 15:24:45.501,
90,Check  application  form completeness,2017-12-19 15:40:49.391,
90,Return application back to applicant,2017-12-19 16:18:05.847,
91,start_event_Loan  application received,2017-12-20 18:07:16.530,
91,Check  application  form completeness,2017-12-20 19:57:41.987,
91,Return application back to applicant,2017-12-20 20:23:12.840,
91,Receive updated application,2017-12-20 22:00:41.240,
91,Check  application  form completeness,2017-12-20 23:48:02.478,
91,Appraise property,2017-12-20 23:50:13.857,
92,start_event_Loan  application received,2017-12-22 03:12:21.383,
92,Check  application  form completeness,2017-12-22 05:30:06.651,
92,Check credit history,2017-12-22 07:59:52.018,
92,Appraise property,2017-12-22 08:33:56.565,
92,Assess loan risk,2017-12-22 09:59:30.309,
92,Assess eligibility,2017-12-22 10:51:30.476,
93,start_event_Loan  application received,2017-12-22 18:37:36.713,
93,Check  application  form completeness,2017-12-22 18:59:36.987,
93,Return application back to applicant,2017-12-22 19:17:55.538,
93,Receive updated application,2017-12-22 19:44:23.781,
93,Check  application  form completeness,2017-12-22 20:06:52.199,
93,Return application back to applicant,2017-12-22 20:52:07.386,
94,start_event_Loan  application received,2017-12-23 04:42:38.606,
94,Check  application  form completeness,2017-12-23 04:59:28.161,
94,Return application back to applicant,2017-12-23 05:25:48.873,
94,Receive updated application,2017-12-23 05:26:01.984,
94,Check  application  form completeness,2017-12-23 05:34:17.496,
94,Assess loan risk,2017-12-23 05:34:17.496,True
95,start_event_Loan  application received,2017-12-24 06:20:00.344,
95,Check  application  form completeness,2017-12-24 06:43:26.102,
95,Check credit history,2017-12-24 07:17:26.303,
95,Assess loan risk,2017-12-24 07:57:30.317,
95,Appraise property,2017-12-24 08:21:37.587,
95,Assess eligibility,2017-12-24 11:11:25.827,
96,start_event_Loan  application received,2017-12-24 19:42:24.547,
96,Check  application  form completeness,2017-12-24 20:41:31.411,
96,Return application back to applicant,2017-12-24 21:20:45.226,
96,Receive updated application,2017-12-24 21:23:41.097,
96,Check  application  form completeness,2017-12-24 21:52:40.462,
96,Return application back to applicant,2017-12-24 21:57:59.360,
97,start_event_Loan  application received,2017-12-25 23:00:31.291,
97,Check  application  form completeness,2017-12-25 23:03:22.812,
97,Appraise property,2017-12-26 00:10:23.153,
97,Check credit history,2017-12-26 00:38:22.637,
97,Assess loan risk,2017-12-26 00:58:40.048,
97,Assess eligibility,2017-12-26 01:10:01.489,
98,start_event_Loan  application received,2017-12-26 00:13:17.447,
98,Check  application  form completeness,2017-12-26 00:39:27.114,
98,Return application back to applicant,2017-12-26 01:12:23.120,
98,Receive updated application,2017-12-26 02:28:14.236,
98,Check  application  form completeness,2017-12-26 05:28:10.064,
98,Check  application  form completeness,2017-12-26 05:28:10.064,True
99,start_event_Loan  application received,2017-12-27 17:00:45.058,
99,Check  application  form completeness,2017-12-27 17:51:20.690,
99,start_event_Loan  application received,2017-12-27 17:51:20.690,True
99,Appraise property,2017-12-27 18:27:51.805,
99,Check credit history,2017-12-27 18:37:13.714,
99,Assess loan risk,2017-12-27 19:01:05.793,
100,start_event_Loan  application received,2017-12-28 23:11:13.114,
100,Check  application  form completeness,2017-12-29 00:08:58.510,
100,Return application back to applicant,2017-12-29 00:35:41.389,
100,Receive updated application,2017-12-29 03:38:22.353,
100,Check  application  form completeness,2017-12-29 04:29:05.332,
100,Return application back to applicant,2017-12-29 05:45:45.171,
101,start_event_Loan  application received,2017-12-29 06:58:14.513,
101,Check  application  form completeness,2017-12-29 07:49:41.181,
101,Return application back to applicant,2017-12-29 08:59:30.254,
101,Check  application  form completeness,2017-12-29 08:59:30.254,True
101,Receive updated application,2017-12-29 09:12:58.818,
101,Check  application  form completeness,2017-12-29 09:37:10.051,
102,start_event_Loan  application received,2017-12-29 19:56:49.245,
102,Check  application  form completeness,2017-12-29 20:07:06.168,
102,end_event_Loan  application canceled,2017-12-29 20:07:06.168,True
102,Check credit history,2017-12-29 21:13:49.013,
102,Appraise property,2017-12-29 22:56:15.362,
102,Assess loan risk,2017-12-29 23:47:38.987,
103,start_event_Loan  application received,2017-12-31 01:02:35.007,
103,Check  application  form completeness,2017-12-31 01:15:04.772,
103,Check credit history,2017-12-31 01:21:05.752,
103,Appraise property,2017-12-31 02:35:13.430,
103,Assess loan risk,2017-12-31 03:28:29.504,
103,Assess eligibility,2017-12-31 04:09:17.197,
104,start_event_Loan  application received,2017-12-31 14:55:52.138,
104,end_event_Loan  application approved,2017-12-31 14:55:52.138,True
104,Check  application  form completeness,2017-12-31 18:27:56.102,
104,Check credit history,2017-12-31 21:23:45.508,
104,Appraise property,2017-12-31 23:09:45.158,
104,Assess loan risk,2017-12-31 23:33:53.598,
105,start_event_Loan  application received,2018-01-01 08:52:44.909,
105,Check  application  form completeness,2018-01-01 08:54:56.120,
105,Return application back to applicant,2018-01-01 09:18:53.078,
105,Receive updated application,2018-01-01 10:17:06.996,
105,Check  application  form completeness,2018-01-01 10:55:50.300,
105,Appraise property,2018-01-01 11:41:11.130,
106,start_event_Loan  application received,2018-01-04 13:47:40.045,
106,Check  application  form completeness,2018-01-04 14:00:16.056,
106,Appraise property,2018-01-04 14:06:54.890,
106,Check credit history,2018-01-04 14:41:19.707,
106,Assess loan risk,2018-01-04 17:37:22.121,
106,Assess eligibility,2018-01-04 19:58:41.445,
107,start_event_Loan  application received,2018-01-04 21:34:18.123,
107,Check  application  form completeness,2018-01-04 22:14:05.515,
107,Return application back to applicant,2018-01-04 22:27:25.488,
107,Receive updated application,2018-01-04 23:49:28.409,
107,end_event_Loan application rejected,2018-01-04 23:49:28.409,True
107,Check  application  form completeness,2018-01-05 01:26:36.367,
108,start_event_Loan  application received,2018-01-05 09:08:54.466,
108,Check  application  form completeness,2018-01-05 09:33:41.958,
108,Check credit history,2018-01-05 10:48:09.298,
108,Assess loan risk,2018-01-05 12:17:45.906,
108,Appraise property,2018-01-05 14:05:34.448,
108,Assess eligibility,2018-01-05 14:11:44.641,
109,end_event_Loan application rejected,2018-01-05 20:54:33.711,True
109,start_event_Loan  application received,2018-01-05 19:38:45.782,
109,Check  application  form completeness,2018-01-05 21:06:19.620,
109,Appraise property,2018-01-05 21:15:14.883,
109,Check credit history,2018-01-05 21:36:10.140,
109,Assess loan risk,2018-01-05 22:23:09.885,
110,start_event_Loan  application received,2018-01-06 23:00:52.466,
110,Check  application  form completeness,2018-01-07 02:09:06.555,
110,Check credit history,2018-01-07 02:27:13.504,
110,Appraise property,2018-01-07 02:56:51.980,
110,Send acceptance pack,2018-01-07 02:56:51.980,True
110,Assess loan risk,2018-01-07 05:50:00.563,
111,Approve application,2018-01-07 11:12:48.560,True
111,start_event_Loan  application received,2018-01-07 02:28:57.083,
111,Check  application  form completeness,2018-01-07 04:04:16.673,
111,Check credit history,2018-01-07 04:05:09.077,
111,Assess loan risk,2018-01-07 04:11:46.224,
111,Appraise property,2018-01-07 05:14:24.748,
112,Check if home insurance quote is requested,2018-01-07 11:32:20.505,True
112,start_event_Loan  application received,2018-01-09 01:06:02.092,
112,Check  application  form completeness,2018-01-09 01:58:56.888,
112,Return application back to applicant,2018-01-09 03:50:07.120,
112,Receive updated application,2018-01-09 05:45:50.337,
112,Check  application  form completeness,2018-01-09 06:28:24.787,
113,start_event_Loan  application received,2018-01-10 02:09:39.344,
113,Check  application  form completeness,2018-01-10 04:47:34.413,
113,Return application back to applicant,2018-01-10 06:23:15.001,
113,Receive updated application,2018-01-10 07:48:04.237,
113,Check  application  form completeness,2018-01-10 08:48:48.051,
113,Return application back to applicant,2018-01-10 09:07:57.771,
114,start_event_Loan  application received,2018-01-10 14:16:50.552,
114,Check  application  form completeness,2018-01-10 14:26:15.186,
114,Return application back to applicant,2018-01-10 14:48:15.756,
114,Receive updated application,2018-01-10 15:00:42.023,
114,Check  application  form completeness,2018-01-10 17:00:39.517,
114,Return application back to applicant,2018-01-10 17:27:12.455,
115,start_event_Loan  application received,2018-01-10 15:50:47.543,
115,Check if home insurance quote is requested,2018-01-10 15:50:47.543,True
115,Check  application  form completeness,2018-01-10 16:35:05.960,
115,Appraise property,2018-01-10 16:50:45.821,
115,Check credit history,2018-01-10 17:15:30.037,
115,Assess loan risk,2018-01-10 17:44:42.667,
116,start_event_Loan  application received,2018-01-11 07:38:53.528,
116,Check  application  form completeness,2018-01-11 08:11:40.139,
116,Return application back to applicant,2018-01-11 08:45:18.488,
116,Receive updated application,2018-01-11 10:29:31.380,
116,Check  application  form completeness,2018-01-11 13:20:24.151,
116,Return application back to applicant,2018-01-11 13:21:04.161,
117,start_event_Loan  application received,2018-01-12 14:08:42.776,
117,Check  application  form completeness,2018-01-12 14:21:21.572,
117,Appraise property,2018-01-12 15:46:21.067,
117,Check credit history,2018-01-12 16:56:32.148,
117,Assess loan risk,2018-01-12 19:14:23.179,
117,Assess eligibility,2018-01-12 21:16:31.464,
118,start_event_Loan  application received,2018-01-12 18:16:49.969,
118,Check  application  form completeness,2018-01-12 18:53:47.698,
118,Check credit history,2018-01-12 19:30:22.420,
118,Assess loan risk,2018-01-12 20:29:03.165,
118,Appraise property,2018-01-12 20:50:52.849,
118,Check credit history,2018-01-12 20:50:52.849,True
119,start_event_Loan  application received,2018-01-14 00:56:54.917,
119,Check  application  form completeness,2018-01-14 01:23:07.852,
119,Appraise property,2018-01-14 01:44:40.258,
119,Check credit history,2018-01-14 02:23:41.366,
119,Assess loan risk,2018-01-14 02:28:50.205,
119,Assess eligibility,2018-01-14 03:50:39.037,
120,start_event_Loan  application received,2018-01-15 04:33:46.316,
120,Check  application  form completeness,2018-01-15 04:47:22.238,
120,Return application back to applicant,2018-01-15 05:20:10.767,
120,Receive updated application,2018-01-15 05:55:29.539,
120,Check  application  form completeness,2018-01-15 05:55:43.541,
120,Check  application  form completeness,2018-01-15 05:55:43.541,True
121,start_event_Loan  application received,2018-01-15 11:45:18.783,
121,Check  application  form completeness,2018-01-15 13:29:04.322,
121,end_event_Loan application rejected,2018-01-15 13:29:04.322,True
121,Return application back to applicant,2018-01-15 16:07:46.690,
121,Receive updated application,2018-01-15 17:03:53.028,
121,Check  application  form completeness,2018-01-15 17:06:43.115,
122,start_event_Loan  application received,2018-01-15 19:47:18.023,
122,Check  application  form completeness,2018-01-15 20:00:10.762,
122,Check credit history,2018-01-15 20:03:18.514,
122,Appraise property,2018-01-15 20:38:45.637,
122,Assess loan risk,2018-01-15 22:09:10.709,
122,Assess eligibility,2018-01-15 22:13:04.913,
123,start_event_Loan  application received,2018-01-16 00:24:59.855,
123,Check  application  form completeness,2018-01-16 00:59:33.903,
123,Appraise property,2018-01-16 01:37:02.319,
123,Check credit history,2018-01-16 01:51:42.218,
123,Assess loan risk,2018-01-16 01:55:04.238,
123,Assess eligibility,2018-01-16 03:50:51.356,
124,Cancel application,2018-01-16 04:20:48.044,True
124,start_event_Loan  application received,2018-01-16 15:52:25.552,
124,Check  application  form completeness,2018-01-16 17:13:25.625,
124,Return application back to applicant,2018-01-16 18:01:56.054,
124,Receive updated application,2018-01-16 18:01:59.151,
124,Check  application  form completeness,2018-01-16 18:02:28.388,
125,end_event_Loan  application canceled,2018-01-17 03:18:05.444,True
125,start_event_Loan  application received,2018-01-17 12:32:16.809,
125,Check  application  form completeness,2018-01-17 12:55:50.078,
125,Return application back to applicant,2018-01-17 13:08:07.765,
125,Receive updated application,2018-01-17 13:52:11.949,
125,Check  application  form completeness,2018-01-17 13:54:15.588,
126,start_event_Loan  application received,2018-01-18 21:21:09.109,
126,Check  application  form completeness,2018-01-19 01:06:55.250,
126,Appraise property,2018-01-19 03:58:04.500,
126,Check credit history,2018-01-19 06:17:07.513,
126,Assess loan risk,2018-01-19 06:42:35.501,
126,Assess eligibility,2018-01-19 06:46:30.830,
127,start_event_Loan  application received,2018-01-19 02:24:04.416,
127,Check  application  form completeness,2018-01-19 02:31:56.893,
127,Check credit history,2018-01-19 03:02:07.382,
127,Assess loan risk,2018-01-19 05:21:00.915,
127,Appraise property,2018-01-19 09:15:15.808,
127,Assess eligibility,2018-01-19 09:39:14.821,
128,start_event_Loan  application received,2018-01-19 14:15:53.342,
128,Check  application  form completeness,2018-01-19 14:38:47.016,
128,Return application back to applicant,2018-01-19 14:47:26.484,
128,Receive updated application,2018-01-19 15:18:39.975,
128,Check  application  form completeness,2018-01-19 15:50:08.509,
128,Return application back to applicant,2018-01-19 16:05:06.561,
129,start_event_Loan  application received,2018-01-20 12:44:42.008,
129,Check  application  form completeness,2018-01-20 13:47:26.460,
129,end_event_Loan  application canceled,2018-01-20 13:47:26.460,True
129,Check credit history,2018-01-20 14:00:05.480,
129,Appraise property,2018-01-20 15:19:27.963,
129,Assess loan risk,2018-01-20 18:52:29.308,
130,start_event_Loan  application received,2018-01-21 15:55:39.264,
130,Check  application  form completeness,2018-01-21 15:55:51.532,
130,Check  application  form completeness,2018-01-21 15:55:51.532,True
130,Return application back to applicant,2018-01-21 16:40:28.173,
130,Receive updated application,2018-01-21 18:37:02.845,
130,Check  application  form completeness,2018-01-21 18:50:25.505,
131,start_event_Loan  application received,2018-01-21 16:33:50.536,
131,Check  application  form completeness,2018-01-21 17:20:14.126,
131,Check credit history,2018-01-21 18:06:33.931,
131,Assess loan risk,2018-01-21 19:09:15.427,
131,end_event_Loan application rejected,2018-01-21 19:09:15.427,True
131,Appraise property,2018-01-21 21:44:15.967,
132,start_event_Loan  application received,2018-01-22 11:17:27.691,
132,Assess eligibility,2018-01-22 11:17:27.691,True
132,Check  application  form completeness,2018-01-22 12:08:46.259,
132,Return application back to applicant,2018-01-22 12:48:36.877,
132,Receive updated application,2018-01-22 13:35:40.034,
132,Check  application  form completeness,2018-01-22 13:42:40.368,
133,start_event_Loan  application received,2018-01-23 04:25:01.046,
133,Check  application  form completeness,2018-01-23 04:26:07.856,
133,Return application back to applicant,2018-01-23 05:21:03.364,
133,Receive updated application,2018-01-23 06:15:41.262,
133,Check  application  form completeness,2018-01-23 06:33:55.363,
133,Check credit history,2018-01-23 08:54:53.005,
134,start_event_Loan  application received,2018-01-23 05:04:17.181,
134,Check  application  form completeness,2018-01-23 05:16:57.594,
134,Check credit history,2018-01-23 05:21:46.630,
134,Appraise property,2018-01-23 05:29:39.236,
134,Assess loan risk,2018-01-23 05:34:38.857,
134,Assess eligibility,2018-01-23 05:47:44.768,
135,start_event_Loan  application received,2018-01-23 10:16:30.597,
135,Check  application  form completeness,2018-01-23 11:05:07.428,
135,Send acceptance pack,2018-01-23 11:05:07.428,True
135,Return application back to applicant,2018-01-23 11:44:34.965,
135,Receive updated application,2018-01-23 12:28:33.835,
135,Check  application  form completeness,2018-01-23 12:54:50.563,
136,start_event_Loan  application received,2018-01-24 08:19:48.769,
136,Check  application  form completeness,2018-01-24 08:26:31.343,
136,Check credit history,2018-01-24 11:03:04.927,
136,Appraise property,2018-01-24 11:19:38.781,
136,Assess loan risk,2018-01-24 13:52:27.992,
136,Assess eligibility,2018-01-24 15:05:42.000,
137,start_event_Loan  application received,2018-01-24 11:17:49.444,
137,Check  application  form completeness,2018-01-24 11:33:25.302,
137,Appraise property,2018-01-24 11:37:05.529,
137,Check credit history,2018-01-24 14:17:28.635,
137,Assess loan risk,2018-01-24 14:25:55.901,
137,Assess eligibility,2018-01-24 14:31:45.269,
138,start_event_Loan  application received,2018-01-24 16:42:11.041,
138,Check  application  form completeness,2018-01-24 17:01:29.797,
138,Assess loan risk,2018-01-24 17:01:29.797,True
138,Appraise property,2018-01-24 17:55:48.721,
138,Check credit history,2018-01-24 18:30:01.106,
138,Assess loan risk,2018-01-24 18:37:50.338,
139,start_event_Loan  application received,2018-01-24 19:25:13.266,
139,Check  application  form completeness,2018-01-24 20:03:51.766,
139,Return application back to applicant,2018-01-24 23:58:19.236,
139,Receive updated application,2018-01-25 00:37:27.439,
139,Check  application  form completeness,2018-01-25 00:42:55.183,
139,Return application back to applicant,2018-01-25 01:53:51.354,
140,start_event_Loan  application received,2018-01-25 21:34:49.604,
140,Check  application  form completeness,2018-01-25 21:56:38.249,
140,Return application back to applicant,2018-01-25 22:41:05.377,
140,Receive updated application,2018-01-25 23:54:26.299,
140,Check  application  form completeness,2018-01-26 00:18:39.489,
140,Return application back to applicant,2018-01-26 02:32:17.638,
141,start_event_Loan  application received,2018-01-26 20:14:59.779,
141,Reject application,2018-01-26 20:14:59.779,True
141,Check  application  form completeness,2018-01-26 20:27:39.604,
141,Return application back to applicant,2018-01-26 21:28:17.773,
141,Receive updated application,2018-01-26 21:36:25.577,
141,Check  application  form completeness,2018-01-26 23:28:00.790,
142,start_event_Loan  application received,2018-01-27 04:01:15.869,
142,Check  application  form completeness,2018-01-27 04:31:15.434,
142,Check credit history,2018-01-27 04:35:09.758,
142,Assess loan risk,2018-01-27 05:10:55.744,
142,Appraise property,2018-01-27 07:29:00.461,
142,Assess eligibility,2018-01-27 08:06:05.628,
143,start_event_Loan  application received,2018-01-28 16:31:18.437,
143,Check  application  form completeness,2018-01-28 16:42:12.927,
143,Return application back to applicant,2018-01-28 17:11:24.829,
143,Return application back to applicant,2018-01-28 17:11:24.829,True
143,Receive updated application,2018-01-28 17:14:26.175,
143,Check  application  form completeness,2018-01-28 21:08:49.485,
144,start_event_Loan  application received,2018-01-29 08:14:26.365,
144,Check  application  form completeness,2018-01-29 09:36:38.445,
144,Check credit history,2018-01-29 10:29:00.563,
144,Assess loan risk,2018-01-29 10:35:57.826,
144,Appraise property,2018-01-29 11:11:16.001,
144,Assess eligibility,2018-01-29 11:22:00.343,
145,start_event_Loan  application received,2018-01-29 20:16:26.951,
145,Check  application  form completeness,2018-01-29 20:42:24.952,
145,Return application back to applicant,2018-01-29 21:23:04.929,
145,Receive updated application,2018-01-30 00:56:14.613,
145,Check  application  form completeness,2018-01-30 01:08:50.050,
145,Check credit history,2018-01-30 01:23:08.880,
146,start_event_Loan  application received,2018-01-30 21:45:34.900,
146,Check  application  form completeness,2018-01-30 23:12:50.855,
146,Assess loan risk,2018-01-30 23:12:50.855,True
146,Return application back to applicant,2018-01-30 23:57:06.191,
146,Receive updated application,2018-01-31 00:21:00.626,
146,Check  application  form completeness,2018-01-31 01:36:17.069,
147,start_event_Loan  application received,2018-01-31 07:33:47.296,
147,Check  application  form completeness,2018-01-31 09:17:36.709,
147,Appraise property,2018-01-31 09:31:20.291,
147,Check credit history,2018-01-31 11:15:28.670,
147,Assess loan risk,2018-01-31 11:23:34.253,
147,Assess eligibility,2018-01-31 11:28:55.730,
148,start_event_Loan  application received,2018-01-31 10:53:36.122,
148,Check  application  form completeness,2018-01-31 11:26:34.878,
148,Check credit history,2018-01-31 12:18:34.097,
148,Appraise property,2018-01-31 13:33:38.901,
148,Assess loan risk,2018-01-31 14:19:27.620,
148,Assess eligibility,2018-01-31 15:00:34.999,
149,start_event_Loan  application received,2018-02-01 11:29:51.660,
149,Check  application  form completeness,2018-02-01 11:34:24.860,
149,Check credit history,2018-02-01 12:16:20.889,
149,Assess loan risk,2018-02-01 13:15:07.609,
149,Assess loan risk,2018-02-01 13:15:07.609,True
149,Appraise property,2018-02-01 13:16:27.819,
150,start_event_Loan  application received,2018-02-01 17:09:03.082,
150,Check  application  form completeness,2018-02-01 19:49:35.533,
150,Appraise property,2018-02-01 20:05:13.549,
150,Check credit history,2018-02-01 21:31:37.924,
150,Assess loan risk,2018-02-01 21:52:46.474,
150,Assess eligibility,2018-02-01 23:56:24.301,
151,start_event_Loan  application received,2018-02-01 21:18:56.811,
151,Check  application  form completeness,2018-02-01 21:19:51.548,
151,Check credit history,2018-02-01 21:34:34.476,
151,Appraise property,2018-02-01 22:07:46.819,
151,Assess loan risk,2018-02-02 00:35:48.671,
151,Assess eligibility,2018-02-02 02:06:36.160,
152,start_event_Loan  application received,2018-02-01 21:34:00.761,
152,Check  application  form completeness,2018-02-01 22:45:37.510,
152,Appraise property,2018-02-02 01:25:22.565,
152,Check credit history,2018-02-02 01:48:40.523,
152,Assess loan risk,2018-02-02 01:55:17.598,
152,Assess eligibility,2018-02-02 02:37:42.700,
153,start_event_Loan  application received,2018-02-02 22:26:23.730,
153,Check  application  form completeness,2018-02-02 22:41:28.733,
153,Appraise property,2018-02-02 23:12:25.737,
153,Check credit history,2018-02-02 23:18:37.355,
153,Assess loan risk,2018-02-03 01:14:29.296,
153,Assess eligibility,2018-02-03 01:34:35.009,
154,start_event_Loan  application received,2018-02-03 05:23:56.439,
154,Return application back to applicant,2018-02-03 05:23:56.439,True
154,Check  application  form completeness,2018-02-03 05:55:37.937,
154,Appraise property,2018-02-03 06:30:04.618,
154,Receive updated application,2018-02-03 06:30:04.618,True
154,Check credit history,2018-02-03 06:58:17.424,
155,Send home insurance quote,2018-02-03 11:28:45.372,True
155,start_event_Loan  application received,2018-02-03 06:44:04.178,
155,Check  application  form completeness,2018-02-03 09:18:53.858,
155,Return application back to applicant,2018-02-03 13:00:15.901,
155,end_event_Loan  application approved,2018-02-03 13:00:15.901,True
155,Receive updated application,2018-02-03 15:57:12.297,
156,start_event_Loan  application received,2018-02-04 11:20:14.214,
156,Check  application  form completeness,2018-02-04 11:52:11.030,
156,end_event_Loan  application canceled,2018-02-04 11:52:11.030,True
156,Return application back to applicant,2018-02-04 12:00:25.252,
156,Receive updated application,2018-02-04 15:19:57.300,
156,Check  application  form completeness,2018-02-04 16:13:20.046,
157,start_event_Loan  application received,2018-02-04 19:17:08.285,
157,Check  application  form completeness,2018-02-04 20:31:00.740,
157,Check credit history,2018-02-04 21:37:59.663,
157,Assess loan risk,2018-02-04 23:09:24.019,
157,Appraise property,2018-02-05 00:23:24.641,
157,Assess eligibility,2018-02-05 02:05:52.231,
158,start_event_Loan  application received,2018-02-05 11:22:39.697,
158,Check  application  form completeness,2018-02-05 12:20:04.371,
158,Check if home insurance quote is requested,2018-02-05 12:20:04.371,True
158,Return application back to applicant,2018-02-05 12:21:37.557,
158,Receive updated application,2018-02-05 13:06:08.335,
158,Check  application  form completeness,2018-02-05 13:28:17.058,
159,start_event_Loan  application received,2018-02-06 07:22:36.831,
159,Check  application  form completeness,2018-02-06 07:27:18.437,
159,Appraise property,2018-02-06 07:58:14.605,
159,Check credit history,2018-02-06 08:20:54.013,
159,Assess loan risk,2018-02-06 09:00:46.668,
159,Assess loan risk,2018-02-06 09:00:46.668,True
160,start_event_Loan  application received,2018-02-07 00:08:43.158,
160,Check  application  form completeness,2018-02-07 00:56:55.396,
160,Appraise property,2018-02-07 01:20:42.502,
160,Check credit history,2018-02-07 05:50:23.941,
160,Assess loan risk,2018-02-07 07:28:24.573,
160,Assess eligibility,2018-02-07 08:27:40.567,
161,start_event_Loan  application received,2018-02-07 01:03:18.469,
161,Check  application  form completeness,2018-02-07 05:14:39.085,
161,Check credit history,2018-02-07 05:35:05.290,
161,Assess loan risk,2018-02-07 05:44:56.136,
161,Appraise property,2018-02-07 06:32:31.554,
161,Assess eligibility,2018-02-07 08:37:56.956,
162,start_event_Loan  application received,2018-02-07 18:44:48.179,
162,Check  application  form completeness,2018-02-07 20:33:35.374,
162,Reject application,2018-02-07 20:33:35.374,True
162,Return application back to applicant,2018-02-07 21:04:03.675,
162,Receive updated application,2018-02-07 21:29:03.601,
162,Check  application  form completeness,2018-02-07 22:14:34.799,
163,start_event_Loan  application received,2018-02-08 09:44:32.430,
163,Check  application  form completeness,2018-02-08 10:49:19.175,
163,Appraise property,2018-02-08 14:34:13.330,
163,Check credit history,2018-02-08 15:45:14.411,
163,Assess loan risk,2018-02-08 16:14:52.971,
163,Assess eligibility,2018-02-08 16:21:13.315,
164,start_event_Loan  application received,2018-02-08 18:41:50.379,
164,Check  application  form completeness,2018-02-08 21:15:34.614,
164,Return application back to applicant,2018-02-08 21:36:17.838,
164,Receive updated application,2018-02-08 22:02:26.628,
164,Check  application  form completeness,2018-02-08 22:48:53.072,
164,Return application back to applicant,2018-02-08 22:59:49.841,
165,start_event_Loan  application received,2018-02-08 22:25:26.289,
165,Check  application  form completeness,2018-02-08 22:34:31.591,
165,Return application back to applicant,2018-02-08 22:51:03.226,
165,Receive updated application,2018-02-09 00:06:25.504,
165,Check  application  form completeness,2018-02-09 01:17:06.433,
165,Check credit history,2018-02-09 02:33:11.063,
166,start_event_Loan  application received,2018-02-10 20:33:48.980,
166,Check  application  form completeness,2018-02-10 21:52:09.892,
166,Check credit history,2018-02-10 22:34:49.767,
166,Appraise property,2018-02-10 23:25:09.476,
166,Assess loan risk,2018-02-11 00:40:27.314,
166,Assess eligibility,2018-02-11 03:30:02.738,
167,start_event_Loan  application received,2018-02-15 11:48:33.209,
167,Check  application  form completeness,2018-02-15 12:28:01.252,
167,Send acceptance pack,2018-02-15 12:28:01.252,True
167,Return application back to applicant,2018-02-15 13:33:48.071,
167,end_event_Loan application rejected,2018-02-15 13:33:48.071,True
167,Receive updated application,2018-02-15 13:37:10.743,
168,start_event_Loan  application received,2018-02-21 03:26:14.325,
168,Check  application  form completeness,2018-02-21 04:31:21.440,
168,Appraise property,2018-02-21 07:02:33.934,
168,Check credit history,2018-02-21 07:19:22.608,
168,Assess loan risk,2018-02-21 08:05:57.944,
168,Assess eligibility,2018-02-21 08:33:20.011,
169,start_event_Loan  application received,2018-02-21 22:24:29.613,
169,Check  application  form completeness,2018-02-21 22:34:50.951,
169,Return application back to applicant,2018-02-21 23:16:19.228,
169,Receive updated application,2018-02-22 02:32:18.313,
169,Check  application  form completeness,2018-02-22 03:36:09.100,
169,Return application back to applicant,2018-02-22 04:31:34.279,
170,start_event_Loan  application received,2018-02-23 01:45:59.075,
170,Check  application  form completeness,2018-02-23 04:02:23.206,
170,Return application back to applicant,2018-02-23 04:32:16.043,
170,Receive updated application,2018-02-23 05:15:52.493,
170,Check  application  form completeness,2018-02-23 05:34:40.131,
170,Return application back to applicant,2018-02-23 05:55:25.301,
171,start_event_Loan  application received,2018-02-23 09:44:06.339,
171,Check  application  form completeness,2018-02-23 11:12:52.566,
171,Assess loan risk,2018-02-23 11:12:52.566,True
171,Appraise property,2018-02-23 11:12:58.041,
171,Check credit history,2018-02-23 12:03:49.615,
171,Assess loan risk,2018-02-23 12:21:03.392,
172,Assess loan risk,2018-02-23 14:24:56.659,True
172,start_event_Loan  application received,2018-02-23 12:38:20.327,
172,Check  application  form completeness,2018-02-23 13:36:20.423,
172,Verify repayment agreement,2018-02-23 13:36:20.423,True
172,Return application back to applicant,2018-02-23 15:12:51.619,
172,Receive updated application,2018-02-23 18:54:34.628,
173,start_event_Loan  application received,2018-02-26 09:55:50.499,
173,Check  application  form completeness,2018-02-26 10:35:54.992,
173,Check credit history,2018-02-26 10:54:22.821,
173,start_event_Loan  application received,2018-02-26 10:54:22.821,True
173,Assess loan risk,2018-02-26 12:30:38.044,
