caseid,activity,ts,noise,outcome
943,start_event_Loan  application received,2020-04-20 12:56:54.375,,Check  application  form completeness
943,Check  application  form completeness,2020-04-20 13:30:19.525,,Return application back to applicant
944,start_event_Loan  application received,2020-04-21 00:17:38.804,,end_event_Loan  application canceled
944,end_event_Loan  application canceled,2020-04-21 00:17:38.804,True,Check  application  form completeness
945,start_event_Loan  application received,2020-04-21 17:24:24.994,,Check  application  form completeness
945,Check  application  form completeness,2020-04-21 17:59:27.829,,Return application back to applicant
946,start_event_Loan  application received,2020-04-22 02:32:24.325,,Check  application  form completeness
946,Check  application  form completeness,2020-04-22 02:58:25.509,,Return application back to applicant
947,start_event_Loan  application received,2020-04-24 01:39:50.251,,Send home insurance quote
947,Send home insurance quote,2020-04-24 01:39:50.251,True,Check  application  form completeness
948,start_event_Loan  application received,2020-04-24 10:16:53.709,,Check  application  form completeness
948,Check  application  form completeness,2020-04-24 10:43:06.695,,Return application back to applicant
949,Assess eligibility,2020-04-24 15:45:36.605,True,start_event_Loan  application received
949,start_event_Loan  application received,2020-04-27 16:43:22.993,,Check  application  form completeness
950,start_event_Loan  application received,2020-04-28 19:08:21.722,,Check  application  form completeness
950,Check  application  form completeness,2020-04-28 19:29:24.264,,Return application back to applicant
951,start_event_Loan  application received,2020-04-29 06:01:37.682,,Check  application  form completeness
951,Check  application  form completeness,2020-04-29 06:46:20.386,,Appraise property
952,start_event_Loan  application received,2020-05-01 12:53:40.255,,Verify repayment agreement
952,Verify repayment agreement,2020-05-01 12:53:40.255,True,Check  application  form completeness
953,start_event_Loan  application received,2020-05-02 04:04:00.644,,Check  application  form completeness
953,Check  application  form completeness,2020-05-02 05:39:06.734,,Assess loan risk
954,start_event_Loan  application received,2020-05-07 19:14:43.636,,Check  application  form completeness
954,Check  application  form completeness,2020-05-07 20:29:53.567,,Appraise property
955,start_event_Loan  application received,2020-05-09 19:19:15.754,,Check  application  form completeness
955,Check  application  form completeness,2020-05-09 19:37:37.948,,Return application back to applicant
956,start_event_Loan  application received,2020-05-12 07:36:08.235,,Check  application  form completeness
956,Check  application  form completeness,2020-05-12 07:49:48.007,,Check credit history
957,start_event_Loan  application received,2020-05-14 02:57:28.539,,Check  application  form completeness
957,Check  application  form completeness,2020-05-14 03:39:30.041,,Return application back to applicant
958,start_event_Loan  application received,2020-05-14 15:03:17.540,,Check  application  form completeness
958,Check  application  form completeness,2020-05-14 16:55:21.900,,Return application back to applicant
959,start_event_Loan  application received,2020-05-14 15:49:16.864,,Check  application  form completeness
959,Check  application  form completeness,2020-05-14 16:46:10.981,,Return application back to applicant
960,start_event_Loan  application received,2020-05-15 09:56:09.583,,end_event_Loan application rejected
960,end_event_Loan application rejected,2020-05-15 09:56:09.583,True,Check  application  form completeness
961,start_event_Loan  application received,2020-05-15 17:05:40.322,,Check  application  form completeness
961,Check  application  form completeness,2020-05-15 17:45:21.706,,Return application back to applicant
962,start_event_Loan  application received,2020-05-16 23:23:38.331,,Check  application  form completeness
962,Check  application  form completeness,2020-05-17 00:45:23.024,,end_event_Loan  application canceled
963,start_event_Loan  application received,2020-05-17 00:11:45.496,,Check  application  form completeness
963,Check  application  form completeness,2020-05-17 01:04:45.652,,Return application back to applicant
964,start_event_Loan  application received,2020-05-18 17:02:09.525,,Check  application  form completeness
964,Check  application  form completeness,2020-05-18 19:54:45.458,,Return application back to applicant
965,start_event_Loan  application received,2020-05-19 22:12:45.923,,start_event_Loan  application received
965,start_event_Loan  application received,2020-05-19 22:12:45.923,True,Check  application  form completeness
966,start_event_Loan  application received,2020-05-20 05:41:37.053,,Check  application  form completeness
966,Check  application  form completeness,2020-05-20 07:38:38.701,,Return application back to applicant
967,start_event_Loan  application received,2020-05-20 15:22:49.100,,Check  application  form completeness
967,Check  application  form completeness,2020-05-20 18:39:07.887,,Appraise property
968,start_event_Loan  application received,2020-05-20 20:19:44.949,,Check  application  form completeness
968,Check  application  form completeness,2020-05-20 20:24:11.765,,Return application back to applicant
969,start_event_Loan  application received,2020-05-22 02:48:36.644,,Send acceptance pack
969,Send acceptance pack,2020-05-22 02:48:36.644,True,Check  application  form completeness
970,start_event_Loan  application received,2020-05-22 23:54:50.756,,Check  application  form completeness
970,Check  application  form completeness,2020-05-23 00:57:18.591,,Check credit history
971,start_event_Loan  application received,2020-05-23 17:49:14.614,,Check credit history
971,Check credit history,2020-05-23 17:49:14.614,True,Check  application  form completeness
972,start_event_Loan  application received,2020-05-23 22:59:07.925,,Check  application  form completeness
972,Check  application  form completeness,2020-05-23 23:24:47.601,,Return application back to applicant
973,start_event_Loan  application received,2020-05-24 14:55:28.186,,Check  application  form completeness
973,Check  application  form completeness,2020-05-24 15:03:47.005,,Return application back to applicant
974,start_event_Loan  application received,2020-05-27 08:56:16.138,,Check  application  form completeness
974,Check  application  form completeness,2020-05-27 09:09:18.871,,Verify repayment agreement
975,start_event_Loan  application received,2020-05-29 06:25:56.693,,Check  application  form completeness
975,Check  application  form completeness,2020-05-29 06:29:04.469,,Check credit history
976,Check  application  form completeness,2020-05-29 15:00:40.964,True,start_event_Loan  application received
976,start_event_Loan  application received,2020-05-30 10:24:02.841,,Check  application  form completeness
977,start_event_Loan  application received,2020-05-31 11:58:33.036,,Check  application  form completeness
977,Check  application  form completeness,2020-05-31 12:49:27.147,,Appraise property
978,Check if home insurance quote is requested,2020-05-31 19:44:40.047,True,start_event_Loan  application received
978,start_event_Loan  application received,2020-06-01 00:51:11.085,,Check  application  form completeness
979,start_event_Loan  application received,2020-06-01 01:13:50.569,,Check  application  form completeness
979,Check  application  form completeness,2020-06-01 01:31:27.013,,Check credit history
980,start_event_Loan  application received,2020-06-01 07:09:55.507,,Check  application  form completeness
980,Check  application  form completeness,2020-06-01 07:30:04.252,,Check credit history
981,start_event_Loan  application received,2020-06-02 14:07:19.027,,Check  application  form completeness
981,Check  application  form completeness,2020-06-02 14:24:07.226,,Return application back to applicant
982,start_event_Loan  application received,2020-06-02 14:58:08.125,,Check  application  form completeness
982,Check  application  form completeness,2020-06-02 17:15:11.901,,Appraise property
983,start_event_Loan  application received,2020-06-02 15:33:28.816,,Check  application  form completeness
983,Check  application  form completeness,2020-06-02 16:21:44.240,,Return application back to applicant
984,start_event_Loan  application received,2020-06-02 18:32:10.757,,Check  application  form completeness
984,Check  application  form completeness,2020-06-02 19:05:45.810,,Return application back to applicant
985,start_event_Loan  application received,2020-06-05 09:20:16.706,,Check  application  form completeness
985,Check  application  form completeness,2020-06-05 10:50:23.574,,Appraise property
986,start_event_Loan  application received,2020-06-06 11:41:37.207,,Check  application  form completeness
986,Check  application  form completeness,2020-06-06 11:57:15.173,,Check credit history
987,start_event_Loan  application received,2020-06-07 12:18:03.218,,Check  application  form completeness
987,Check  application  form completeness,2020-06-07 13:14:12.940,,Return application back to applicant
988,start_event_Loan  application received,2020-06-09 01:44:20.822,,Check  application  form completeness
988,Check  application  form completeness,2020-06-09 03:11:10.357,,Check credit history
989,start_event_Loan  application received,2020-06-09 21:31:17.291,,Check  application  form completeness
989,Check  application  form completeness,2020-06-09 21:56:08.792,,Return application back to applicant
990,start_event_Loan  application received,2020-06-12 08:36:07.832,,Check  application  form completeness
990,Check  application  form completeness,2020-06-12 10:48:28.750,,Return application back to applicant
991,start_event_Loan  application received,2020-06-13 05:40:09.541,,Check  application  form completeness
991,Check  application  form completeness,2020-06-13 06:49:51.079,,Appraise property
992,start_event_Loan  application received,2020-06-14 00:46:30.361,,Check  application  form completeness
992,Check  application  form completeness,2020-06-14 03:50:46.418,,Check credit history
993,start_event_Loan  application received,2020-06-16 13:18:23.965,,Check  application  form completeness
993,Check  application  form completeness,2020-06-16 14:27:10.802,,Return application back to applicant
994,start_event_Loan  application received,2020-06-16 21:28:27.388,,Check  application  form completeness
994,Check  application  form completeness,2020-06-16 21:47:57.185,,Appraise property
995,start_event_Loan  application received,2020-06-18 00:23:56.391,,Check  application  form completeness
995,Check  application  form completeness,2020-06-18 01:22:02.636,,Check credit history
996,start_event_Loan  application received,2020-06-19 05:25:07.808,,Check  application  form completeness
996,Check  application  form completeness,2020-06-19 05:54:54.696,,Appraise property
997,start_event_Loan  application received,2020-06-19 12:16:05.344,,Check  application  form completeness
997,Check  application  form completeness,2020-06-19 12:17:39.846,,Check credit history
998,start_event_Loan  application received,2020-06-19 17:08:25.270,,Check  application  form completeness
998,Check  application  form completeness,2020-06-19 20:54:40.681,,Return application back to applicant
999,start_event_Loan  application received,2020-06-21 08:12:52.827,,Return application back to applicant
999,Return application back to applicant,2020-06-21 08:12:52.827,True,Check  application  form completeness
1000,start_event_Loan  application received,2020-06-21 18:20:20.465,,Check  application  form completeness
1000,Check  application  form completeness,2020-06-21 20:02:30.082,,Return application back to applicant
1001,start_event_Loan  application received,2020-06-26 17:58:58.460,,Check  application  form completeness
1001,Check  application  form completeness,2020-06-26 18:19:24.612,,Appraise property
1002,start_event_Loan  application received,2020-06-29 20:30:51.841,,Check  application  form completeness
1002,Check  application  form completeness,2020-06-29 23:45:49.124,,Return application back to applicant
1003,start_event_Loan  application received,2020-06-30 01:59:55.300,,Check  application  form completeness
1003,Check  application  form completeness,2020-06-30 02:12:45.562,,Verify repayment agreement
1004,start_event_Loan  application received,2020-07-01 05:14:12.594,,Check  application  form completeness
1004,Check  application  form completeness,2020-07-01 07:41:55.868,,Return application back to applicant
1005,start_event_Loan  application received,2020-07-02 15:49:57.662,,Check  application  form completeness
1005,Check  application  form completeness,2020-07-02 16:26:26.275,,Appraise property
1006,start_event_Loan  application received,2020-07-05 14:48:31.911,,Check  application  form completeness
1006,Check  application  form completeness,2020-07-05 17:09:31.743,,Return application back to applicant
1007,start_event_Loan  application received,2020-07-05 19:44:12.789,,Check  application  form completeness
1007,Check  application  form completeness,2020-07-05 19:55:33.795,,Appraise property
1008,start_event_Loan  application received,2020-07-06 17:44:37.489,,Check  application  form completeness
1008,Check  application  form completeness,2020-07-06 18:16:16.475,,Return application back to applicant
1009,start_event_Loan  application received,2020-07-07 10:10:37.492,,Check  application  form completeness
1009,Check  application  form completeness,2020-07-07 12:26:07.285,,Return application back to applicant
1010,start_event_Loan  application received,2020-07-10 02:09:20.041,,Check  application  form completeness
1010,Check  application  form completeness,2020-07-10 02:16:29.541,,Appraise property
1011,start_event_Loan  application received,2020-07-10 19:55:36.494,,Check  application  form completeness
1011,Check  application  form completeness,2020-07-10 20:10:00.214,,Return application back to applicant
1012,start_event_Loan  application received,2020-07-10 23:18:15.034,,Check  application  form completeness
1012,Check  application  form completeness,2020-07-10 23:48:55.302,,Check credit history
1013,start_event_Loan  application received,2020-07-11 04:51:01.871,,Check  application  form completeness
1013,Check  application  form completeness,2020-07-11 05:09:26.214,,Return application back to applicant
1014,start_event_Loan  application received,2020-07-11 18:23:38.193,,Check  application  form completeness
1014,Check  application  form completeness,2020-07-11 19:51:59.710,,Return application back to applicant
1015,start_event_Loan  application received,2020-07-14 07:47:15.750,,Check  application  form completeness
1015,Check  application  form completeness,2020-07-14 08:04:04.131,,Return application back to applicant
1016,start_event_Loan  application received,2020-07-14 09:39:29.839,,Check  application  form completeness
1016,Check  application  form completeness,2020-07-14 10:03:18.803,,Return application back to applicant
1017,Cancel application,2020-07-15 00:00:18.210,True,start_event_Loan  application received
1017,start_event_Loan  application received,2020-07-15 10:47:05.589,,Check  application  form completeness
1018,start_event_Loan  application received,2020-07-16 05:51:13.364,,end_event_Loan  application canceled
1018,end_event_Loan  application canceled,2020-07-16 05:51:13.364,True,Check  application  form completeness
1019,start_event_Loan  application received,2020-07-16 06:08:49.146,,Check  application  form completeness
1019,Check  application  form completeness,2020-07-16 06:50:28.985,,Check credit history
1020,start_event_Loan  application received,2020-07-18 02:50:01.490,,Check  application  form completeness
1020,Check  application  form completeness,2020-07-18 03:18:25.265,,Verify repayment agreement
1021,start_event_Loan  application received,2020-07-18 15:09:55.452,,Check  application  form completeness
1021,Check  application  form completeness,2020-07-18 17:03:55.502,,Appraise property
1022,start_event_Loan  application received,2020-07-18 20:22:54.036,,Check  application  form completeness
1022,Check  application  form completeness,2020-07-18 20:25:22.022,,Check credit history
1023,start_event_Loan  application received,2020-07-19 01:00:55.516,,Check  application  form completeness
1023,Check  application  form completeness,2020-07-19 01:56:17.557,,Return application back to applicant
1024,start_event_Loan  application received,2020-07-19 01:58:32.229,,Check  application  form completeness
1024,Check  application  form completeness,2020-07-19 03:53:08.562,,Approve application
1025,start_event_Loan  application received,2020-07-19 14:14:53.437,,Check  application  form completeness
1025,Check  application  form completeness,2020-07-19 15:06:17.227,,Appraise property
1026,start_event_Loan  application received,2020-07-19 18:25:11.503,,Check  application  form completeness
1026,Check  application  form completeness,2020-07-19 20:19:36.158,,Appraise property
1027,start_event_Loan  application received,2020-07-20 21:26:28.725,,Check  application  form completeness
1027,Check  application  form completeness,2020-07-20 21:48:56.212,,Return application back to applicant
1028,start_event_Loan  application received,2020-07-21 13:01:33.736,,Check  application  form completeness
1028,Check  application  form completeness,2020-07-21 13:07:16.703,,Return application back to applicant
1029,start_event_Loan  application received,2020-07-22 16:50:49.298,,Check  application  form completeness
1029,Check  application  form completeness,2020-07-22 17:36:38.765,,Return application back to applicant
1030,start_event_Loan  application received,2020-07-23 04:46:48.411,,Check  application  form completeness
1030,Check  application  form completeness,2020-07-23 06:24:35.955,,Verify repayment agreement
1031,end_event_Loan  application canceled,2020-07-23 20:11:04.954,True,start_event_Loan  application received
1031,start_event_Loan  application received,2020-07-24 17:09:22.341,,Check  application  form completeness
1032,start_event_Loan  application received,2020-07-24 19:32:22.909,,Check  application  form completeness
1032,Check  application  form completeness,2020-07-24 21:14:49.313,,Return application back to applicant
1033,start_event_Loan  application received,2020-07-25 13:49:43.693,,Check  application  form completeness
1033,Check  application  form completeness,2020-07-25 14:03:09.540,,Return application back to applicant
1034,start_event_Loan  application received,2020-07-26 04:02:29.758,,Check  application  form completeness
1034,Check  application  form completeness,2020-07-26 04:07:16.424,,Check credit history
1035,start_event_Loan  application received,2020-07-26 19:54:48.638,,Check  application  form completeness
1035,Check  application  form completeness,2020-07-26 21:49:59.628,,Return application back to applicant
1036,start_event_Loan  application received,2020-07-30 11:32:28.027,,Check  application  form completeness
1036,Check  application  form completeness,2020-07-30 11:34:39.108,,Appraise property
1037,start_event_Loan  application received,2020-07-30 22:43:18.264,,Check  application  form completeness
1037,Check  application  form completeness,2020-07-30 23:38:37.590,,Return application back to applicant
1038,start_event_Loan  application received,2020-07-31 06:04:12.717,,Check  application  form completeness
1038,Check  application  form completeness,2020-07-31 06:08:09.791,,Return application back to applicant
1039,start_event_Loan  application received,2020-07-31 07:07:19.530,,Check  application  form completeness
1039,Check  application  form completeness,2020-07-31 07:36:37.995,,end_event_Loan  application canceled
1040,start_event_Loan  application received,2020-08-01 01:59:15.584,,Check  application  form completeness
1040,Check  application  form completeness,2020-08-01 04:57:03.373,,Assess loan risk
1041,start_event_Loan  application received,2020-08-03 08:47:30.648,,Check  application  form completeness
1041,Check  application  form completeness,2020-08-03 08:58:57.642,,Appraise property
1042,start_event_Loan  application received,2020-08-04 09:52:14.222,,Check  application  form completeness
1042,Check  application  form completeness,2020-08-04 10:03:09.407,,Check credit history
1043,start_event_Loan  application received,2020-08-04 22:18:07.686,,Check  application  form completeness
1043,Check  application  form completeness,2020-08-05 01:04:42.560,,Check credit history
1044,start_event_Loan  application received,2020-08-05 05:45:48.521,,Check  application  form completeness
1044,Check  application  form completeness,2020-08-05 06:38:17.080,,Return application back to applicant
1045,start_event_Loan  application received,2020-08-06 14:48:19.819,,Check  application  form completeness
1045,Check  application  form completeness,2020-08-06 15:49:33.844,,Return application back to applicant
1046,start_event_Loan  application received,2020-08-06 16:08:48.636,,Check  application  form completeness
1046,Check  application  form completeness,2020-08-06 17:25:11.894,,Appraise property
1047,start_event_Loan  application received,2020-08-08 10:39:04.501,,Check  application  form completeness
1047,Check  application  form completeness,2020-08-08 11:54:51.648,,Return application back to applicant
1048,start_event_Loan  application received,2020-08-08 18:56:27.922,,Check  application  form completeness
1048,Check  application  form completeness,2020-08-08 19:38:32.283,,Return application back to applicant
1049,start_event_Loan  application received,2020-08-09 14:18:41.039,,Return application back to applicant
1049,Return application back to applicant,2020-08-09 14:18:41.039,True,Check  application  form completeness
1050,start_event_Loan  application received,2020-08-11 13:25:39.068,,Check  application  form completeness
1050,Check  application  form completeness,2020-08-11 13:46:36.147,,Appraise property
1051,start_event_Loan  application received,2020-08-11 19:28:14.626,,Check  application  form completeness
1051,Check  application  form completeness,2020-08-11 20:18:30.199,,Check credit history
1052,start_event_Loan  application received,2020-08-11 21:48:34.600,,Check  application  form completeness
1052,Check  application  form completeness,2020-08-11 23:09:30.851,,Appraise property
1053,start_event_Loan  application received,2020-08-12 14:10:47.500,,Check  application  form completeness
1053,Check  application  form completeness,2020-08-12 14:24:37.785,,Check credit history
1054,start_event_Loan  application received,2020-08-12 22:28:57.200,,Verify repayment agreement
1054,Verify repayment agreement,2020-08-12 22:28:57.200,True,Check  application  form completeness
1055,start_event_Loan  application received,2020-08-14 09:20:58.611,,Check  application  form completeness
1055,Check  application  form completeness,2020-08-14 09:22:29.837,,Return application back to applicant
1056,start_event_Loan  application received,2020-08-14 21:17:38.103,,Check  application  form completeness
1056,Check  application  form completeness,2020-08-14 21:28:36.412,,Return application back to applicant
1057,start_event_Loan  application received,2020-08-15 06:15:19.702,,Check  application  form completeness
1057,Check  application  form completeness,2020-08-15 06:21:39.946,,Check credit history
1058,start_event_Loan  application received,2020-08-15 14:44:14.628,,Check  application  form completeness
1058,Check  application  form completeness,2020-08-15 15:13:08.392,,Check credit history
1059,start_event_Loan  application received,2020-08-15 15:32:40.757,,Check  application  form completeness
1059,Check  application  form completeness,2020-08-15 15:49:11.400,,Appraise property
1060,start_event_Loan  application received,2020-08-16 00:31:03.569,,Check  application  form completeness
1060,Check  application  form completeness,2020-08-16 02:49:30.187,,Appraise property
1061,start_event_Loan  application received,2020-08-16 06:46:51.095,,Check  application  form completeness
1061,Check  application  form completeness,2020-08-16 07:56:11.720,,start_event_Loan  application received
1062,start_event_Loan  application received,2020-08-16 15:22:48.182,,Check  application  form completeness
1062,Check  application  form completeness,2020-08-16 15:39:51.495,,Return application back to applicant
1063,start_event_Loan  application received,2020-08-17 14:15:49.503,,Check  application  form completeness
1063,Check  application  form completeness,2020-08-17 14:15:49.952,,Return application back to applicant
1064,start_event_Loan  application received,2020-08-18 00:26:40.142,,Check  application  form completeness
1064,Check  application  form completeness,2020-08-18 01:07:30.400,,Check credit history
1065,start_event_Loan  application received,2020-08-18 07:24:22.000,,Check  application  form completeness
1065,Check  application  form completeness,2020-08-18 07:56:36.716,,Check credit history
1066,start_event_Loan  application received,2020-08-19 02:00:37.145,,Check  application  form completeness
1066,Check  application  form completeness,2020-08-19 03:17:44.391,,Return application back to applicant
1067,start_event_Loan  application received,2020-08-22 19:09:22.263,,Check  application  form completeness
1067,Check  application  form completeness,2020-08-22 19:40:13.791,,Check credit history
1068,start_event_Loan  application received,2020-08-23 20:41:28.005,,Check  application  form completeness
1068,Check  application  form completeness,2020-08-23 23:41:16.185,,Return application back to applicant
1069,start_event_Loan  application received,2020-08-23 23:38:56.133,,Check  application  form completeness
1069,Check  application  form completeness,2020-08-23 23:47:34.589,,Check credit history
1070,start_event_Loan  application received,2020-08-24 17:39:04.312,,Check  application  form completeness
1070,Check  application  form completeness,2020-08-24 19:12:39.921,,Return application back to applicant
1071,start_event_Loan  application received,2020-08-25 01:00:56.188,,Check  application  form completeness
1071,Check  application  form completeness,2020-08-25 01:10:20.736,,Check credit history
1072,start_event_Loan  application received,2020-08-25 15:36:11.603,,Check  application  form completeness
1072,Check  application  form completeness,2020-08-25 18:22:12.033,,Check credit history
1073,start_event_Loan  application received,2020-08-26 02:48:04.518,,Check  application  form completeness
1073,Check  application  form completeness,2020-08-26 06:40:18.305,,Return application back to applicant
1074,start_event_Loan  application received,2020-08-26 15:13:41.722,,Check  application  form completeness
1074,Check  application  form completeness,2020-08-26 15:17:32.338,,Return application back to applicant
1075,start_event_Loan  application received,2020-08-27 04:45:48.386,,Reject application
1075,Reject application,2020-08-27 04:45:48.386,True,Check  application  form completeness
1076,start_event_Loan  application received,2020-08-27 17:59:39.658,,Check  application  form completeness
1076,Check  application  form completeness,2020-08-27 18:00:58.797,,Appraise property
1077,start_event_Loan  application received,2020-08-27 21:02:16.699,,Check  application  form completeness
1077,Check  application  form completeness,2020-08-27 21:12:53.674,,Appraise property
1078,start_event_Loan  application received,2020-08-27 23:25:08.940,,Check  application  form completeness
1078,Check  application  form completeness,2020-08-28 00:38:57.928,,Check credit history
1079,start_event_Loan  application received,2020-08-28 04:41:26.310,,Check  application  form completeness
1079,Check  application  form completeness,2020-08-28 06:57:22.414,,Return application back to applicant
1080,Appraise property,2020-08-28 12:46:06.725,True,start_event_Loan  application received
1080,start_event_Loan  application received,2020-08-30 02:28:45.295,,Check  application  form completeness
1081,start_event_Loan  application received,2020-08-31 07:47:01.234,,Check  application  form completeness
1081,Check  application  form completeness,2020-08-31 08:01:40.120,,Appraise property
1082,start_event_Loan  application received,2020-09-01 13:22:49.692,,Check  application  form completeness
1082,Check  application  form completeness,2020-09-01 14:10:01.990,,Return application back to applicant
1083,start_event_Loan  application received,2020-09-04 02:41:34.354,,Check  application  form completeness
1083,Check  application  form completeness,2020-09-04 03:23:23.844,,Return application back to applicant
1084,start_event_Loan  application received,2020-09-05 05:47:16.007,,Check  application  form completeness
1084,Check  application  form completeness,2020-09-05 07:57:05.149,,Appraise property
1085,start_event_Loan  application received,2020-09-06 10:57:08.145,,Check  application  form completeness
1085,Check  application  form completeness,2020-09-06 11:02:21.464,,Reject application
1086,end_event_Loan application rejected,2020-09-06 18:46:10.236,True,start_event_Loan  application received
1086,start_event_Loan  application received,2020-09-07 09:10:36.822,,Check  application  form completeness
1087,start_event_Loan  application received,2020-09-07 16:47:09.032,,Check  application  form completeness
1087,Check  application  form completeness,2020-09-07 18:24:34.211,,Approve application
1088,start_event_Loan  application received,2020-09-08 15:28:00.581,,Check  application  form completeness
1088,Check  application  form completeness,2020-09-08 15:57:16.506,,Appraise property
1089,start_event_Loan  application received,2020-09-09 19:48:08.476,,Check  application  form completeness
1089,Check  application  form completeness,2020-09-09 21:20:17.896,,Return application back to applicant
1090,start_event_Loan  application received,2020-09-10 10:27:26.873,,Check  application  form completeness
1090,Check  application  form completeness,2020-09-10 10:34:07.199,,Return application back to applicant
1091,start_event_Loan  application received,2020-09-10 16:55:55.046,,Check  application  form completeness
1091,Check  application  form completeness,2020-09-10 19:01:57.546,,Check credit history
1092,start_event_Loan  application received,2020-09-11 15:15:27.820,,Check  application  form completeness
1092,Check  application  form completeness,2020-09-11 15:32:02.740,,Return application back to applicant
1093,start_event_Loan  application received,2020-09-12 15:28:11.391,,Check  application  form completeness
1093,Check  application  form completeness,2020-09-12 20:02:21.521,,Return application back to applicant
1094,start_event_Loan  application received,2020-09-12 18:20:31.604,,Check  application  form completeness
1094,Check  application  form completeness,2020-09-12 20:24:36.801,,Check credit history
1095,start_event_Loan  application received,2020-09-12 19:36:07.884,,Verify repayment agreement
1095,Verify repayment agreement,2020-09-12 19:36:07.884,True,Check  application  form completeness
1096,start_event_Loan  application received,2020-09-14 19:56:32.298,,Check  application  form completeness
1096,Check  application  form completeness,2020-09-14 21:23:53.499,,Check credit history
1097,start_event_Loan  application received,2020-09-15 18:07:01.910,,Check  application  form completeness
1097,Check  application  form completeness,2020-09-15 18:45:01.117,,Return application back to applicant
1098,start_event_Loan  application received,2020-09-15 20:47:23.037,,Check  application  form completeness
1098,Check  application  form completeness,2020-09-15 20:55:50.221,,Check credit history
1099,start_event_Loan  application received,2020-09-16 00:31:23.872,,Send acceptance pack
1099,Send acceptance pack,2020-09-16 00:31:23.872,True,Check  application  form completeness
1100,start_event_Loan  application received,2020-09-18 18:17:05.837,,Check  application  form completeness
1100,Check  application  form completeness,2020-09-18 20:25:47.838,,Check credit history
1101,start_event_Loan  application received,2020-09-19 09:11:35.418,,Check  application  form completeness
1101,Check  application  form completeness,2020-09-19 10:05:17.259,,Assess loan risk
1102,start_event_Loan  application received,2020-09-19 12:57:31.295,,Check  application  form completeness
1102,Check  application  form completeness,2020-09-19 13:33:13.241,,Check credit history
1103,start_event_Loan  application received,2020-09-20 21:49:26.761,,Check  application  form completeness
1103,Check  application  form completeness,2020-09-20 21:59:58.369,,Check credit history
1104,start_event_Loan  application received,2020-09-21 12:53:07.778,,Check  application  form completeness
1104,Check  application  form completeness,2020-09-21 12:57:36.291,,Return application back to applicant
1105,start_event_Loan  application received,2020-09-21 15:00:01.273,,Check  application  form completeness
1105,Check  application  form completeness,2020-09-21 15:05:02.695,,Appraise property
1106,start_event_Loan  application received,2020-09-22 09:50:31.397,,Check  application  form completeness
1106,Check  application  form completeness,2020-09-22 10:16:26.506,,Return application back to applicant
1107,start_event_Loan  application received,2020-09-22 15:09:55.052,,Check  application  form completeness
1107,Check  application  form completeness,2020-09-22 16:00:28.576,,Return application back to applicant
1108,start_event_Loan  application received,2020-09-23 08:22:38.986,,Check  application  form completeness
1108,Check  application  form completeness,2020-09-23 09:57:59.935,,Check credit history
1109,start_event_Loan  application received,2020-09-24 08:09:54.432,,Check  application  form completeness
1109,Check  application  form completeness,2020-09-24 08:22:27.048,,Appraise property
1110,start_event_Loan  application received,2020-09-24 18:31:33.148,,Check  application  form completeness
1110,Check  application  form completeness,2020-09-24 20:45:54.939,,Check credit history
1111,start_event_Loan  application received,2020-09-25 05:46:52.130,,Check  application  form completeness
1111,Check  application  form completeness,2020-09-25 06:04:36.121,,Return application back to applicant
1112,start_event_Loan  application received,2020-09-25 16:25:31.988,,Send home insurance quote
1112,Send home insurance quote,2020-09-25 16:25:31.988,True,Check  application  form completeness
1113,start_event_Loan  application received,2020-09-27 01:26:18.487,,Check  application  form completeness
1113,Check  application  form completeness,2020-09-27 01:35:06.900,,Appraise property
1114,start_event_Loan  application received,2020-09-28 16:51:48.375,,Check  application  form completeness
1114,Check  application  form completeness,2020-09-28 18:01:20.828,,Return application back to applicant
1115,start_event_Loan  application received,2020-09-28 23:50:54.062,,Check  application  form completeness
1115,Check  application  form completeness,2020-09-28 23:52:12.758,,Appraise property
1116,Assess eligibility,2020-09-29 08:13:08.845,True,start_event_Loan  application received
1116,start_event_Loan  application received,2020-09-29 19:23:56.833,,Check  application  form completeness
1117,start_event_Loan  application received,2020-09-30 00:29:06.737,,Check  application  form completeness
1117,Check  application  form completeness,2020-09-30 02:25:52.904,,Appraise property
1118,start_event_Loan  application received,2020-09-30 04:47:35.085,,Check  application  form completeness
1118,Check  application  form completeness,2020-09-30 04:55:14.375,,Appraise property
1119,Assess loan risk,2020-09-30 12:39:49.194,True,start_event_Loan  application received
1119,start_event_Loan  application received,2020-10-01 00:37:49.135,,Check  application  form completeness
1120,start_event_Loan  application received,2020-10-01 02:02:49.543,,Check  application  form completeness
1120,Check  application  form completeness,2020-10-01 02:48:04.678,,Return application back to applicant
1121,start_event_Loan  application received,2020-10-03 07:53:37.329,,Check  application  form completeness
1121,Check  application  form completeness,2020-10-03 08:34:30.176,,Return application back to applicant
1122,start_event_Loan  application received,2020-10-03 16:39:21.340,,Check  application  form completeness
1122,Check  application  form completeness,2020-10-03 17:48:14.697,,start_event_Loan  application received
1123,start_event_Loan  application received,2020-10-05 12:44:22.099,,end_event_Loan  application approved
1123,end_event_Loan  application approved,2020-10-05 12:44:22.099,True,Check  application  form completeness
1124,start_event_Loan  application received,2020-10-05 12:57:20.546,,Reject application
1124,Reject application,2020-10-05 12:57:20.546,True,Check  application  form completeness
1125,start_event_Loan  application received,2020-10-06 13:29:31.741,,Check  application  form completeness
