caseid,activity,ts,noise
104,end_event_Loan  application approved,2017-12-31 14:55:52.138,True
104,Check  application  form completeness,2017-12-31 18:27:56.102,
104,Check credit history,2017-12-31 21:23:45.508,
104,Appraise property,2017-12-31 23:09:45.158,
105,start_event_Loan  application received,2018-01-01 08:52:44.909,
105,Check  application  form completeness,2018-01-01 08:54:56.120,
105,Return application back to applicant,2018-01-01 09:18:53.078,
105,Receive updated application,2018-01-01 10:17:06.996,
105,Check  application  form completeness,2018-01-01 10:55:50.300,
106,start_event_Loan  application received,2018-01-04 13:47:40.045,
106,Check  application  form completeness,2018-01-04 14:00:16.056,
106,Appraise property,2018-01-04 14:06:54.890,
106,Check credit history,2018-01-04 14:41:19.707,
106,Assess loan risk,2018-01-04 17:37:22.121,
107,start_event_Loan  application received,2018-01-04 21:34:18.123,
107,Check  application  form completeness,2018-01-04 22:14:05.515,
107,Return application back to applicant,2018-01-04 22:27:25.488,
107,Receive updated application,2018-01-04 23:49:28.409,
107,end_event_Loan application rejected,2018-01-04 23:49:28.409,True
108,start_event_Loan  application received,2018-01-05 09:08:54.466,
108,Check  application  form completeness,2018-01-05 09:33:41.958,
108,Check credit history,2018-01-05 10:48:09.298,
108,Assess loan risk,2018-01-05 12:17:45.906,
108,Appraise property,2018-01-05 14:05:34.448,
109,end_event_Loan application rejected,2018-01-05 20:54:33.711,True
109,start_event_Loan  application received,2018-01-05 19:38:45.782,
109,Check  application  form completeness,2018-01-05 21:06:19.620,
109,Appraise property,2018-01-05 21:15:14.883,
109,Check credit history,2018-01-05 21:36:10.140,
110,start_event_Loan  application received,2018-01-06 23:00:52.466,
110,Check  application  form completeness,2018-01-07 02:09:06.555,
110,Check credit history,2018-01-07 02:27:13.504,
110,Appraise property,2018-01-07 02:56:51.980,
110,Send acceptance pack,2018-01-07 02:56:51.980,True
111,Approve application,2018-01-07 11:12:48.560,True
111,start_event_Loan  application received,2018-01-07 02:28:57.083,
111,Check  application  form completeness,2018-01-07 04:04:16.673,
111,Check credit history,2018-01-07 04:05:09.077,
111,Assess loan risk,2018-01-07 04:11:46.224,
112,Check if home insurance quote is requested,2018-01-07 11:32:20.505,True
112,start_event_Loan  application received,2018-01-09 01:06:02.092,
112,Check  application  form completeness,2018-01-09 01:58:56.888,
112,Return application back to applicant,2018-01-09 03:50:07.120,
112,Receive updated application,2018-01-09 05:45:50.337,
113,start_event_Loan  application received,2018-01-10 02:09:39.344,
113,Check  application  form completeness,2018-01-10 04:47:34.413,
113,Return application back to applicant,2018-01-10 06:23:15.001,
113,Receive updated application,2018-01-10 07:48:04.237,
113,Check  application  form completeness,2018-01-10 08:48:48.051,
114,start_event_Loan  application received,2018-01-10 14:16:50.552,
114,Check  application  form completeness,2018-01-10 14:26:15.186,
114,Return application back to applicant,2018-01-10 14:48:15.756,
114,Receive updated application,2018-01-10 15:00:42.023,
114,Check  application  form completeness,2018-01-10 17:00:39.517,
115,start_event_Loan  application received,2018-01-10 15:50:47.543,
115,Check if home insurance quote is requested,2018-01-10 15:50:47.543,True
115,Check  application  form completeness,2018-01-10 16:35:05.960,
115,Appraise property,2018-01-10 16:50:45.821,
115,Check credit history,2018-01-10 17:15:30.037,
116,start_event_Loan  application received,2018-01-11 07:38:53.528,
116,Check  application  form completeness,2018-01-11 08:11:40.139,
116,Return application back to applicant,2018-01-11 08:45:18.488,
116,Receive updated application,2018-01-11 10:29:31.380,
116,Check  application  form completeness,2018-01-11 13:20:24.151,
117,start_event_Loan  application received,2018-01-12 14:08:42.776,
117,Check  application  form completeness,2018-01-12 14:21:21.572,
117,Appraise property,2018-01-12 15:46:21.067,
117,Check credit history,2018-01-12 16:56:32.148,
117,Assess loan risk,2018-01-12 19:14:23.179,
118,start_event_Loan  application received,2018-01-12 18:16:49.969,
118,Check  application  form completeness,2018-01-12 18:53:47.698,
118,Check credit history,2018-01-12 19:30:22.420,
118,Assess loan risk,2018-01-12 20:29:03.165,
118,Appraise property,2018-01-12 20:50:52.849,
119,start_event_Loan  application received,2018-01-14 00:56:54.917,
119,Check  application  form completeness,2018-01-14 01:23:07.852,
119,Appraise property,2018-01-14 01:44:40.258,
119,Check credit history,2018-01-14 02:23:41.366,
119,Assess loan risk,2018-01-14 02:28:50.205,
120,start_event_Loan  application received,2018-01-15 04:33:46.316,
120,Check  application  form completeness,2018-01-15 04:47:22.238,
120,Return application back to applicant,2018-01-15 05:20:10.767,
120,Receive updated application,2018-01-15 05:55:29.539,
120,Check  application  form completeness,2018-01-15 05:55:43.541,
121,start_event_Loan  application received,2018-01-15 11:45:18.783,
121,Check  application  form completeness,2018-01-15 13:29:04.322,
121,end_event_Loan application rejected,2018-01-15 13:29:04.322,True
121,Return application back to applicant,2018-01-15 16:07:46.690,
121,Receive updated application,2018-01-15 17:03:53.028,
122,start_event_Loan  application received,2018-01-15 19:47:18.023,
122,Check  application  form completeness,2018-01-15 20:00:10.762,
122,Check credit history,2018-01-15 20:03:18.514,
122,Appraise property,2018-01-15 20:38:45.637,
122,Assess loan risk,2018-01-15 22:09:10.709,
123,start_event_Loan  application received,2018-01-16 00:24:59.855,
123,Check  application  form completeness,2018-01-16 00:59:33.903,
123,Appraise property,2018-01-16 01:37:02.319,
123,Check credit history,2018-01-16 01:51:42.218,
123,Assess loan risk,2018-01-16 01:55:04.238,
124,Cancel application,2018-01-16 04:20:48.044,True
124,start_event_Loan  application received,2018-01-16 15:52:25.552,
124,Check  application  form completeness,2018-01-16 17:13:25.625,
124,Return application back to applicant,2018-01-16 18:01:56.054,
124,Receive updated application,2018-01-16 18:01:59.151,
125,end_event_Loan  application canceled,2018-01-17 03:18:05.444,True
125,start_event_Loan  application received,2018-01-17 12:32:16.809,
125,Check  application  form completeness,2018-01-17 12:55:50.078,
125,Return application back to applicant,2018-01-17 13:08:07.765,
125,Receive updated application,2018-01-17 13:52:11.949,
126,start_event_Loan  application received,2018-01-18 21:21:09.109,
126,Check  application  form completeness,2018-01-19 01:06:55.250,
126,Appraise property,2018-01-19 03:58:04.500,
126,Check credit history,2018-01-19 06:17:07.513,
126,Assess loan risk,2018-01-19 06:42:35.501,
127,start_event_Loan  application received,2018-01-19 02:24:04.416,
127,Check  application  form completeness,2018-01-19 02:31:56.893,
127,Check credit history,2018-01-19 03:02:07.382,
127,Assess loan risk,2018-01-19 05:21:00.915,
127,Appraise property,2018-01-19 09:15:15.808,
128,start_event_Loan  application received,2018-01-19 14:15:53.342,
128,Check  application  form completeness,2018-01-19 14:38:47.016,
128,Return application back to applicant,2018-01-19 14:47:26.484,
128,Receive updated application,2018-01-19 15:18:39.975,
128,Check  application  form completeness,2018-01-19 15:50:08.509,
129,start_event_Loan  application received,2018-01-20 12:44:42.008,
129,Check  application  form completeness,2018-01-20 13:47:26.460,
129,end_event_Loan  application canceled,2018-01-20 13:47:26.460,True
129,Check credit history,2018-01-20 14:00:05.480,
129,Appraise property,2018-01-20 15:19:27.963,
130,start_event_Loan  application received,2018-01-21 15:55:39.264,
130,Check  application  form completeness,2018-01-21 15:55:51.532,
130,Check  application  form completeness,2018-01-21 15:55:51.532,True
130,Return application back to applicant,2018-01-21 16:40:28.173,
130,Receive updated application,2018-01-21 18:37:02.845,
131,start_event_Loan  application received,2018-01-21 16:33:50.536,
131,Check  application  form completeness,2018-01-21 17:20:14.126,
131,Check credit history,2018-01-21 18:06:33.931,
131,Assess loan risk,2018-01-21 19:09:15.427,
131,end_event_Loan application rejected,2018-01-21 19:09:15.427,True
132,start_event_Loan  application received,2018-01-22 11:17:27.691,
132,Assess eligibility,2018-01-22 11:17:27.691,True
132,Check  application  form completeness,2018-01-22 12:08:46.259,
132,Return application back to applicant,2018-01-22 12:48:36.877,
132,Receive updated application,2018-01-22 13:35:40.034,
133,start_event_Loan  application received,2018-01-23 04:25:01.046,
133,Check  application  form completeness,2018-01-23 04:26:07.856,
133,Return application back to applicant,2018-01-23 05:21:03.364,
133,Receive updated application,2018-01-23 06:15:41.262,
133,Check  application  form completeness,2018-01-23 06:33:55.363,
134,start_event_Loan  application received,2018-01-23 05:04:17.181,
134,Check  application  form completeness,2018-01-23 05:16:57.594,
134,Check credit history,2018-01-23 05:21:46.630,
134,Appraise property,2018-01-23 05:29:39.236,
134,Assess loan risk,2018-01-23 05:34:38.857,
135,start_event_Loan  application received,2018-01-23 10:16:30.597,
135,Check  application  form completeness,2018-01-23 11:05:07.428,
135,Send acceptance pack,2018-01-23 11:05:07.428,True
135,Return application back to applicant,2018-01-23 11:44:34.965,
135,Receive updated application,2018-01-23 12:28:33.835,
136,start_event_Loan  application received,2018-01-24 08:19:48.769,
136,Check  application  form completeness,2018-01-24 08:26:31.343,
136,Check credit history,2018-01-24 11:03:04.927,
136,Appraise property,2018-01-24 11:19:38.781,
136,Assess loan risk,2018-01-24 13:52:27.992,
137,start_event_Loan  application received,2018-01-24 11:17:49.444,
137,Check  application  form completeness,2018-01-24 11:33:25.302,
137,Appraise property,2018-01-24 11:37:05.529,
137,Check credit history,2018-01-24 14:17:28.635,
137,Assess loan risk,2018-01-24 14:25:55.901,
138,start_event_Loan  application received,2018-01-24 16:42:11.041,
138,Check  application  form completeness,2018-01-24 17:01:29.797,
138,Assess loan risk,2018-01-24 17:01:29.797,True
138,Appraise property,2018-01-24 17:55:48.721,
138,Check credit history,2018-01-24 18:30:01.106,
139,start_event_Loan  application received,2018-01-24 19:25:13.266,
139,Check  application  form completeness,2018-01-24 20:03:51.766,
139,Return application back to applicant,2018-01-24 23:58:19.236,
139,Receive updated application,2018-01-25 00:37:27.439,
139,Check  application  form completeness,2018-01-25 00:42:55.183,
140,start_event_Loan  application received,2018-01-25 21:34:49.604,
140,Check  application  form completeness,2018-01-25 21:56:38.249,
140,Return application back to applicant,2018-01-25 22:41:05.377,
140,Receive updated application,2018-01-25 23:54:26.299,
140,Check  application  form completeness,2018-01-26 00:18:39.489,
141,start_event_Loan  application received,2018-01-26 20:14:59.779,
141,Reject application,2018-01-26 20:14:59.779,True
141,Check  application  form completeness,2018-01-26 20:27:39.604,
141,Return application back to applicant,2018-01-26 21:28:17.773,
141,Receive updated application,2018-01-26 21:36:25.577,
142,start_event_Loan  application received,2018-01-27 04:01:15.869,
142,Check  application  form completeness,2018-01-27 04:31:15.434,
142,Check credit history,2018-01-27 04:35:09.758,
142,Assess loan risk,2018-01-27 05:10:55.744,
142,Appraise property,2018-01-27 07:29:00.461,
143,start_event_Loan  application received,2018-01-28 16:31:18.437,
143,Check  application  form completeness,2018-01-28 16:42:12.927,
143,Return application back to applicant,2018-01-28 17:11:24.829,
143,Return application back to applicant,2018-01-28 17:11:24.829,True
143,Receive updated application,2018-01-28 17:14:26.175,
144,start_event_Loan  application received,2018-01-29 08:14:26.365,
144,Check  application  form completeness,2018-01-29 09:36:38.445,
144,Check credit history,2018-01-29 10:29:00.563,
144,Assess loan risk,2018-01-29 10:35:57.826,
144,Appraise property,2018-01-29 11:11:16.001,
145,start_event_Loan  application received,2018-01-29 20:16:26.951,
145,Check  application  form completeness,2018-01-29 20:42:24.952,
145,Return application back to applicant,2018-01-29 21:23:04.929,
145,Receive updated application,2018-01-30 00:56:14.613,
145,Check  application  form completeness,2018-01-30 01:08:50.050,
146,start_event_Loan  application received,2018-01-30 21:45:34.900,
146,Check  application  form completeness,2018-01-30 23:12:50.855,
146,Assess loan risk,2018-01-30 23:12:50.855,True
146,Return application back to applicant,2018-01-30 23:57:06.191,
146,Receive updated application,2018-01-31 00:21:00.626,
147,start_event_Loan  application received,2018-01-31 07:33:47.296,
147,Check  application  form completeness,2018-01-31 09:17:36.709,
147,Appraise property,2018-01-31 09:31:20.291,
147,Check credit history,2018-01-31 11:15:28.670,
147,Assess loan risk,2018-01-31 11:23:34.253,
148,start_event_Loan  application received,2018-01-31 10:53:36.122,
148,Check  application  form completeness,2018-01-31 11:26:34.878,
148,Check credit history,2018-01-31 12:18:34.097,
148,Appraise property,2018-01-31 13:33:38.901,
148,Assess loan risk,2018-01-31 14:19:27.620,
149,start_event_Loan  application received,2018-02-01 11:29:51.660,
149,Check  application  form completeness,2018-02-01 11:34:24.860,
149,Check credit history,2018-02-01 12:16:20.889,
149,Assess loan risk,2018-02-01 13:15:07.609,
149,Assess loan risk,2018-02-01 13:15:07.609,True
150,start_event_Loan  application received,2018-02-01 17:09:03.082,
150,Check  application  form completeness,2018-02-01 19:49:35.533,
150,Appraise property,2018-02-01 20:05:13.549,
150,Check credit history,2018-02-01 21:31:37.924,
150,Assess loan risk,2018-02-01 21:52:46.474,
151,start_event_Loan  application received,2018-02-01 21:18:56.811,
151,Check  application  form completeness,2018-02-01 21:19:51.548,
151,Check credit history,2018-02-01 21:34:34.476,
151,Appraise property,2018-02-01 22:07:46.819,
151,Assess loan risk,2018-02-02 00:35:48.671,
152,start_event_Loan  application received,2018-02-01 21:34:00.761,
152,Check  application  form completeness,2018-02-01 22:45:37.510,
152,Appraise property,2018-02-02 01:25:22.565,
152,Check credit history,2018-02-02 01:48:40.523,
152,Assess loan risk,2018-02-02 01:55:17.598,
153,start_event_Loan  application received,2018-02-02 22:26:23.730,
153,Check  application  form completeness,2018-02-02 22:41:28.733,
153,Appraise property,2018-02-02 23:12:25.737,
153,Check credit history,2018-02-02 23:18:37.355,
153,Assess loan risk,2018-02-03 01:14:29.296,
154,start_event_Loan  application received,2018-02-03 05:23:56.439,
154,Return application back to applicant,2018-02-03 05:23:56.439,True
154,Check  application  form completeness,2018-02-03 05:55:37.937,
154,Appraise property,2018-02-03 06:30:04.618,
154,Receive updated application,2018-02-03 06:30:04.618,True
155,Send home insurance quote,2018-02-03 11:28:45.372,True
155,start_event_Loan  application received,2018-02-03 06:44:04.178,
155,Check  application  form completeness,2018-02-03 09:18:53.858,
155,Return application back to applicant,2018-02-03 13:00:15.901,
155,end_event_Loan  application approved,2018-02-03 13:00:15.901,True
156,start_event_Loan  application received,2018-02-04 11:20:14.214,
156,Check  application  form completeness,2018-02-04 11:52:11.030,
156,end_event_Loan  application canceled,2018-02-04 11:52:11.030,True
156,Return application back to applicant,2018-02-04 12:00:25.252,
156,Receive updated application,2018-02-04 15:19:57.300,
157,start_event_Loan  application received,2018-02-04 19:17:08.285,
157,Check  application  form completeness,2018-02-04 20:31:00.740,
157,Check credit history,2018-02-04 21:37:59.663,
157,Assess loan risk,2018-02-04 23:09:24.019,
157,Appraise property,2018-02-05 00:23:24.641,
158,start_event_Loan  application received,2018-02-05 11:22:39.697,
158,Check  application  form completeness,2018-02-05 12:20:04.371,
158,Check if home insurance quote is requested,2018-02-05 12:20:04.371,True
158,Return application back to applicant,2018-02-05 12:21:37.557,
158,Receive updated application,2018-02-05 13:06:08.335,
159,start_event_Loan  application received,2018-02-06 07:22:36.831,
159,Check  application  form completeness,2018-02-06 07:27:18.437,
159,Appraise property,2018-02-06 07:58:14.605,
159,Check credit history,2018-02-06 08:20:54.013,
159,Assess loan risk,2018-02-06 09:00:46.668,
160,start_event_Loan  application received,2018-02-07 00:08:43.158,
160,Check  application  form completeness,2018-02-07 00:56:55.396,
160,Appraise property,2018-02-07 01:20:42.502,
160,Check credit history,2018-02-07 05:50:23.941,
160,Assess loan risk,2018-02-07 07:28:24.573,
161,start_event_Loan  application received,2018-02-07 01:03:18.469,
161,Check  application  form completeness,2018-02-07 05:14:39.085,
161,Check credit history,2018-02-07 05:35:05.290,
161,Assess loan risk,2018-02-07 05:44:56.136,
161,Appraise property,2018-02-07 06:32:31.554,
162,start_event_Loan  application received,2018-02-07 18:44:48.179,
162,Check  application  form completeness,2018-02-07 20:33:35.374,
162,Reject application,2018-02-07 20:33:35.374,True
162,Return application back to applicant,2018-02-07 21:04:03.675,
162,Receive updated application,2018-02-07 21:29:03.601,
163,start_event_Loan  application received,2018-02-08 09:44:32.430,
163,Check  application  form completeness,2018-02-08 10:49:19.175,
163,Appraise property,2018-02-08 14:34:13.330,
163,Check credit history,2018-02-08 15:45:14.411,
163,Assess loan risk,2018-02-08 16:14:52.971,
164,start_event_Loan  application received,2018-02-08 18:41:50.379,
164,Check  application  form completeness,2018-02-08 21:15:34.614,
164,Return application back to applicant,2018-02-08 21:36:17.838,
164,Receive updated application,2018-02-08 22:02:26.628,
164,Check  application  form completeness,2018-02-08 22:48:53.072,
165,start_event_Loan  application received,2018-02-08 22:25:26.289,
165,Check  application  form completeness,2018-02-08 22:34:31.591,
165,Return application back to applicant,2018-02-08 22:51:03.226,
165,Receive updated application,2018-02-09 00:06:25.504,
165,Check  application  form completeness,2018-02-09 01:17:06.433,
166,start_event_Loan  application received,2018-02-10 20:33:48.980,
166,Check  application  form completeness,2018-02-10 21:52:09.892,
166,Check credit history,2018-02-10 22:34:49.767,
166,Appraise property,2018-02-10 23:25:09.476,
166,Assess loan risk,2018-02-11 00:40:27.314,
167,start_event_Loan  application received,2018-02-15 11:48:33.209,
167,Check  application  form completeness,2018-02-15 12:28:01.252,
167,Send acceptance pack,2018-02-15 12:28:01.252,True
167,Return application back to applicant,2018-02-15 13:33:48.071,
167,end_event_Loan application rejected,2018-02-15 13:33:48.071,True
168,start_event_Loan  application received,2018-02-21 03:26:14.325,
168,Check  application  form completeness,2018-02-21 04:31:21.440,
168,Appraise property,2018-02-21 07:02:33.934,
168,Check credit history,2018-02-21 07:19:22.608,
168,Assess loan risk,2018-02-21 08:05:57.944,
169,start_event_Loan  application received,2018-02-21 22:24:29.613,
169,Check  application  form completeness,2018-02-21 22:34:50.951,
169,Return application back to applicant,2018-02-21 23:16:19.228,
169,Receive updated application,2018-02-22 02:32:18.313,
169,Check  application  form completeness,2018-02-22 03:36:09.100,
170,start_event_Loan  application received,2018-02-23 01:45:59.075,
170,Check  application  form completeness,2018-02-23 04:02:23.206,
170,Return application back to applicant,2018-02-23 04:32:16.043,
170,Receive updated application,2018-02-23 05:15:52.493,
170,Check  application  form completeness,2018-02-23 05:34:40.131,
171,start_event_Loan  application received,2018-02-23 09:44:06.339,
171,Check  application  form completeness,2018-02-23 11:12:52.566,
171,Assess loan risk,2018-02-23 11:12:52.566,True
171,Appraise property,2018-02-23 11:12:58.041,
171,Check credit history,2018-02-23 12:03:49.615,
172,Assess loan risk,2018-02-23 14:24:56.659,True
172,start_event_Loan  application received,2018-02-23 12:38:20.327,
172,Check  application  form completeness,2018-02-23 13:36:20.423,
172,Verify repayment agreement,2018-02-23 13:36:20.423,True
172,Return application back to applicant,2018-02-23 15:12:51.619,
173,start_event_Loan  application received,2018-02-26 09:55:50.499,
173,Check  application  form completeness,2018-02-26 10:35:54.992,
173,Check credit history,2018-02-26 10:54:22.821,
173,start_event_Loan  application received,2018-02-26 10:54:22.821,True
173,Assess loan risk,2018-02-26 12:30:38.044,
174,Appraise property,2018-02-26 13:15:15.645,True
174,start_event_Loan  application received,2018-02-27 09:29:39.060,
174,Check  application  form completeness,2018-02-27 09:42:15.983,
174,Check credit history,2018-02-27 12:38:05.956,
174,Assess loan risk,2018-02-27 12:38:13.980,
175,start_event_Loan  application received,2018-02-27 09:43:34.960,
175,end_event_Loan application rejected,2018-02-27 09:43:34.960,True
175,Check  application  form completeness,2018-02-27 10:17:04.485,
175,Appraise property,2018-02-27 10:17:58.309,
175,Check credit history,2018-02-27 10:41:59.215,
176,start_event_Loan  application received,2018-02-28 21:27:35.947,
176,Check  application  form completeness,2018-02-28 21:55:33.916,
176,Return application back to applicant,2018-02-28 23:44:20.862,
176,Receive updated application,2018-03-01 00:01:01.640,
176,Check  application  form completeness,2018-03-01 01:29:35.938,
177,start_event_Loan  application received,2018-03-05 22:54:55.423,
177,Check  application  form completeness,2018-03-06 01:01:31.480,
177,Return application back to applicant,2018-03-06 01:13:15.378,
177,Receive updated application,2018-03-06 01:33:40.422,
177,Check  application  form completeness,2018-03-06 01:50:44.130,
178,start_event_Loan  application received,2018-03-06 03:19:34.595,
178,Check  application  form completeness,2018-03-06 04:31:39.102,
178,Return application back to applicant,2018-03-06 07:18:50.835,
178,Receive updated application,2018-03-06 11:17:33.768,
178,Check  application  form completeness,2018-03-06 11:27:59.874,
179,start_event_Loan  application received,2018-03-06 12:25:29.503,
179,Check  application  form completeness,2018-03-06 12:26:05.586,
179,Check credit history,2018-03-06 12:56:45.562,
179,Appraise property,2018-03-06 15:02:33.171,
179,Assess loan risk,2018-03-06 15:16:16.048,
180,start_event_Loan  application received,2018-03-06 21:20:05.553,
180,Check  application  form completeness,2018-03-07 00:12:12.645,
180,Check credit history,2018-03-07 01:13:24.818,
180,Assess loan risk,2018-03-07 01:14:55.655,
180,Receive updated application,2018-03-07 01:14:55.655,True
181,start_event_Loan  application received,2018-03-07 02:47:43.915,
181,Check  application  form completeness,2018-03-07 03:09:58.106,
181,Appraise property,2018-03-07 03:22:30.218,
181,Check credit history,2018-03-07 04:42:32.631,
181,Assess loan risk,2018-03-07 05:30:06.192,
182,start_event_Loan  application received,2018-03-07 15:14:37.135,
182,Check  application  form completeness,2018-03-07 20:54:54.773,
182,Return application back to applicant,2018-03-07 21:50:18.931,
182,end_event_Loan application rejected,2018-03-07 21:50:18.931,True
182,Receive updated application,2018-03-07 22:32:54.468,
183,start_event_Loan  application received,2018-03-10 11:14:46.800,
183,Check  application  form completeness,2018-03-10 11:57:56.427,
183,Check  application  form completeness,2018-03-10 11:57:56.427,True
183,Check credit history,2018-03-10 12:15:54.373,
183,Assess loan risk,2018-03-10 12:58:17.202,
184,start_event_Loan  application received,2018-03-11 10:25:08.963,
184,Check  application  form completeness,2018-03-11 10:40:48.089,
184,Return application back to applicant,2018-03-11 11:43:44.450,
184,Receive updated application,2018-03-11 12:38:53.507,
184,Check  application  form completeness,2018-03-11 13:24:35.645,
185,start_event_Loan  application received,2018-03-11 12:31:52.456,
185,Check  application  form completeness,2018-03-11 12:53:47.306,
185,Return application back to applicant,2018-03-11 14:01:49.058,
185,Receive updated application,2018-03-11 15:54:47.306,
185,Assess eligibility,2018-03-11 15:54:47.306,True
186,start_event_Loan  application received,2018-03-12 11:51:29.972,
186,Check  application  form completeness,2018-03-12 13:11:37.535,
186,Appraise property,2018-03-12 13:16:00.567,
186,Check credit history,2018-03-12 13:53:15.101,
186,Assess loan risk,2018-03-12 15:05:35.629,
187,Assess loan risk,2018-03-12 19:24:32.650,True
187,start_event_Loan  application received,2018-03-13 00:14:43.570,
187,Check  application  form completeness,2018-03-13 02:45:20.400,
187,Return application back to applicant,2018-03-13 04:58:03.707,
187,Receive updated application,2018-03-13 06:08:07.459,
188,start_event_Loan  application received,2018-03-13 09:20:45.351,
188,Check  application  form completeness,2018-03-13 10:03:55.138,
188,Return application back to applicant,2018-03-13 10:06:00.633,
188,Receive updated application,2018-03-13 10:39:50.340,
188,Check  application  form completeness,2018-03-13 11:14:29.128,
189,start_event_Loan  application received,2018-03-13 10:53:45.007,
189,Check  application  form completeness,2018-03-13 12:07:48.696,
189,start_event_Loan  application received,2018-03-13 12:07:48.696,True
189,Return application back to applicant,2018-03-13 12:21:37.826,
189,Receive updated application,2018-03-13 13:32:10.002,
190,Return application back to applicant,2018-03-15 06:17:25.844,True
190,start_event_Loan  application received,2018-03-14 17:45:30.919,
190,Verify repayment agreement,2018-03-14 17:45:30.919,True
190,Check  application  form completeness,2018-03-14 18:10:17.785,
190,start_event_Loan  application received,2018-03-14 18:10:17.785,True
191,start_event_Loan  application received,2018-03-18 12:40:22.581,
191,Check  application  form completeness,2018-03-18 13:45:58.726,
191,Check credit history,2018-03-18 13:55:56.475,
191,Appraise property,2018-03-18 14:42:43.410,
191,Assess loan risk,2018-03-18 15:33:13.001,
192,start_event_Loan  application received,2018-03-20 07:54:10.777,
192,Check  application  form completeness,2018-03-20 08:17:49.317,
192,Check credit history,2018-03-20 09:14:17.013,
192,Assess loan risk,2018-03-20 10:20:19.657,
192,Appraise property,2018-03-20 10:21:11.483,
193,start_event_Loan  application received,2018-03-21 07:30:34.722,
193,Return application back to applicant,2018-03-21 07:30:34.722,True
193,Check  application  form completeness,2018-03-21 07:42:16.231,
193,Check credit history,2018-03-21 08:17:15.485,
193,Assess loan risk,2018-03-21 08:42:53.875,
194,start_event_Loan  application received,2018-03-21 10:50:44.875,
194,Check  application  form completeness,2018-03-21 13:00:32.490,
194,start_event_Loan  application received,2018-03-21 13:00:32.490,True
194,Return application back to applicant,2018-03-21 13:54:55.544,
194,Receive updated application,2018-03-21 14:26:10.536,
195,start_event_Loan  application received,2018-03-23 20:34:08.853,
195,Check  application  form completeness,2018-03-23 21:54:31.949,
195,Return application back to applicant,2018-03-23 22:20:59.788,
195,Receive updated application,2018-03-23 23:00:47.898,
195,Check  application  form completeness,2018-03-24 00:22:21.892,
196,start_event_Loan  application received,2018-03-25 11:00:31.816,
196,Assess eligibility,2018-03-25 11:00:31.816,True
196,Check  application  form completeness,2018-03-25 11:29:50.507,
196,Return application back to applicant,2018-03-25 11:43:18.727,
196,Receive updated application,2018-03-25 11:53:45.217,
197,start_event_Loan  application received,2018-03-25 13:44:25.254,
197,Check  application  form completeness,2018-03-25 14:04:23.814,
197,Check credit history,2018-03-25 14:55:10.940,
197,Assess loan risk,2018-03-25 16:10:43.261,
197,Appraise property,2018-03-25 18:54:04.475,
198,start_event_Loan  application received,2018-03-29 09:59:57.486,
198,Check  application  form completeness,2018-03-29 10:45:18.609,
198,Appraise property,2018-03-29 10:53:22.602,
198,Check credit history,2018-03-29 13:25:22.662,
198,Assess loan risk,2018-03-29 13:29:35.777,
199,start_event_Loan  application received,2018-03-29 20:43:45.663,
199,Check  application  form completeness,2018-03-29 21:12:44.327,
199,Check  application  form completeness,2018-03-29 21:12:44.327,True
199,Check credit history,2018-03-29 22:03:02.970,
199,Assess loan risk,2018-03-29 22:03:47.223,
200,start_event_Loan  application received,2018-03-30 04:41:41.860,
200,Check  application  form completeness,2018-03-30 07:32:50.769,
200,Return application back to applicant,2018-03-30 07:49:35.837,
200,Receive updated application,2018-03-30 10:24:33.395,
200,Check  application  form completeness,2018-03-30 10:31:45.214,
201,start_event_Loan  application received,2018-03-30 15:09:09.319,
201,Check  application  form completeness,2018-03-30 15:31:33.804,
201,start_event_Loan  application received,2018-03-30 15:31:33.804,True
201,Check credit history,2018-03-30 15:33:15.395,
201,Assess loan risk,2018-03-30 16:18:35.198,
202,start_event_Loan  application received,2018-04-01 20:21:54.503,
202,Check  application  form completeness,2018-04-01 20:32:27.195,
202,Return application back to applicant,2018-04-01 22:40:47.011,
202,Receive updated application,2018-04-01 23:22:32.410,
202,Check  application  form completeness,2018-04-01 23:37:47.968,
203,start_event_Loan  application received,2018-04-02 02:14:12.289,
203,Check if home insurance quote is requested,2018-04-02 02:14:12.289,True
203,Check  application  form completeness,2018-04-02 05:46:49.888,
203,Appraise property,2018-04-02 06:09:37.461,
203,Receive updated application,2018-04-02 06:09:37.461,True
204,start_event_Loan  application received,2018-04-02 10:15:41.356,
204,Check  application  form completeness,2018-04-02 13:55:16.945,
204,Check credit history,2018-04-02 14:39:33.638,
204,Receive updated application,2018-04-02 14:39:33.638,True
204,Assess loan risk,2018-04-02 15:36:35.158,
205,start_event_Loan  application received,2018-04-04 09:00:21.958,
205,Check  application  form completeness,2018-04-04 12:23:27.050,
205,Appraise property,2018-04-04 12:28:53.871,
205,Check credit history,2018-04-04 12:53:10.953,
205,Assess loan risk,2018-04-04 14:17:38.831,
206,start_event_Loan  application received,2018-04-06 01:59:54.845,
206,Check  application  form completeness,2018-04-06 02:11:06.407,
206,Return application back to applicant,2018-04-06 03:15:54.926,
206,Appraise property,2018-04-06 03:15:54.926,True
206,Receive updated application,2018-04-06 03:35:41.243,
207,start_event_Loan  application received,2018-04-06 15:47:47.128,
207,Check  application  form completeness,2018-04-06 16:56:59.277,
207,Return application back to applicant,2018-04-06 16:58:07.717,
207,Receive updated application,2018-04-06 20:20:29.428,
