caseid,activity,ts,noise,outcome
1603,Check  application  form completeness,2022-01-18 11:28:19.774,,end_event_Loan application rejected
1603,end_event_Loan application rejected,2022-01-18 11:28:19.774,True,Return application back to applicant
1603,Return application back to applicant,2022-01-18 16:40:30.678,,Receive updated application
1603,Receive updated application,2022-01-18 18:16:30.954,,Check  application  form completeness
1603,Check  application  form completeness,2022-01-18 19:25:00.168,,Cancel application
1603,Cancel application,2022-01-18 19:25:00.168,True,Return application back to applicant
1603,Return application back to applicant,2022-01-18 20:46:08.595,,Receive updated application
1603,Receive updated application,2022-01-18 22:51:38.559,,Check  application  form completeness
1603,Check  application  form completeness,2022-01-19 02:10:41.251,,Return application back to applicant
1603,Return application back to applicant,2022-01-19 02:36:36.024,,Receive updated application
1604,start_event_Loan  application received,2022-01-20 21:01:12.026,,Check  application  form completeness
1604,Check  application  form completeness,2022-01-20 21:41:13.523,,Check credit history
1604,Check credit history,2022-01-20 22:47:49.019,,Assess loan risk
1604,Assess loan risk,2022-01-20 23:25:34.121,,Appraise property
1604,Appraise property,2022-01-21 02:02:36.166,,Assess eligibility
1604,Assess eligibility,2022-01-21 02:03:10.641,,end_event_Loan application rejected
1604,end_event_Loan application rejected,2022-01-21 02:03:10.641,True,Check if home insurance quote is requested
1604,Check if home insurance quote is requested,2022-01-21 03:28:42.130,,Send acceptance pack
1604,Send acceptance pack,2022-01-21 04:18:46.545,,Verify repayment agreement
1604,Verify repayment agreement,2022-01-21 05:27:33.361,,end_event_Loan application rejected
1604,end_event_Loan application rejected,2022-01-21 05:27:33.361,True,Approve application
1605,start_event_Loan  application received,2022-01-21 10:38:36.709,,Check  application  form completeness
1605,Check  application  form completeness,2022-01-21 11:02:29.763,,Appraise property
1605,Appraise property,2022-01-21 11:42:50.096,,Check credit history
1605,Check credit history,2022-01-21 14:03:57.880,,Assess loan risk
1605,Assess loan risk,2022-01-21 14:30:48.635,,Assess eligibility
1605,Assess eligibility,2022-01-21 15:34:12.813,,Check if home insurance quote is requested
1605,Check if home insurance quote is requested,2022-01-21 15:39:52.630,,Send home insurance quote
1605,Send home insurance quote,2022-01-21 18:29:03.031,,Verify repayment agreement
1605,Verify repayment agreement,2022-01-21 19:09:40.799,,end_event_Loan application rejected
1605,end_event_Loan application rejected,2022-01-21 19:09:40.799,True,Cancel application
1605,Cancel application,2022-01-21 19:18:16.711,,end_event_Loan  application canceled
1606,start_event_Loan  application received,2022-01-23 17:09:09.117,,Check  application  form completeness
1606,Check  application  form completeness,2022-01-23 19:08:53.718,,Return application back to applicant
1606,Return application back to applicant,2022-01-23 20:25:33.740,,Receive updated application
1606,Receive updated application,2022-01-23 22:47:29.963,,Check  application  form completeness
1606,Check  application  form completeness,2022-01-23 23:42:31.603,,Check credit history
1606,Check credit history,2022-01-23 23:57:27.673,,Appraise property
1606,Appraise property,2022-01-24 00:24:03.508,,Assess loan risk
1606,Assess loan risk,2022-01-24 04:32:06.530,,Assess eligibility
1606,Assess eligibility,2022-01-24 05:34:31.452,,Check if home insurance quote is requested
1606,Check if home insurance quote is requested,2022-01-24 09:51:24.093,,Send acceptance pack
1606,Send acceptance pack,2022-01-24 11:22:05.033,,Verify repayment agreement
1609,start_event_Loan  application received,2022-01-24 10:54:34.596,,Check  application  form completeness
1609,Check  application  form completeness,2022-01-24 12:17:20.767,,Return application back to applicant
1609,Return application back to applicant,2022-01-24 15:30:03.339,,Receive updated application
1609,Receive updated application,2022-01-24 18:38:45.054,,Check  application  form completeness
1609,Check  application  form completeness,2022-01-24 21:50:08.031,,Check credit history
1609,Check credit history,2022-01-24 22:59:58.762,,Appraise property
1609,Appraise property,2022-01-24 23:01:02.836,,Assess loan risk
1609,Assess loan risk,2022-01-25 00:16:37.845,,Assess eligibility
1609,Assess eligibility,2022-01-25 00:38:57.789,,Check if home insurance quote is requested
1609,Check if home insurance quote is requested,2022-01-25 01:08:45.671,,Send home insurance quote
1609,Send home insurance quote,2022-01-25 01:26:52.311,,Cancel application
1611,start_event_Loan  application received,2022-01-24 23:42:32.946,,Check  application  form completeness
1611,Check  application  form completeness,2022-01-24 23:49:42.476,,Return application back to applicant
1611,Return application back to applicant,2022-01-25 03:38:07.576,,Receive updated application
1611,Receive updated application,2022-01-25 03:56:02.415,,Check  application  form completeness
1611,Check  application  form completeness,2022-01-25 04:21:46.252,,Return application back to applicant
1611,Return application back to applicant,2022-01-25 04:24:55.473,,Receive updated application
1611,Receive updated application,2022-01-25 06:01:45.855,,Check  application  form completeness
1611,Check  application  form completeness,2022-01-25 07:56:12.208,,Appraise property
1611,Appraise property,2022-01-25 11:06:43.858,,Check credit history
1611,Check credit history,2022-01-25 11:51:02.371,,Assess loan risk
1611,Assess loan risk,2022-01-25 13:32:19.671,,Assess eligibility
1612,start_event_Loan  application received,2022-01-25 15:59:02.009,,Check  application  form completeness
1612,Check  application  form completeness,2022-01-25 17:05:27.839,,Return application back to applicant
1612,Return application back to applicant,2022-01-25 17:24:14.760,,Receive updated application
1612,Receive updated application,2022-01-25 17:31:26.642,,Check  application  form completeness
1612,Check  application  form completeness,2022-01-25 18:54:08.528,,Appraise property
1612,Appraise property,2022-01-25 18:58:55.050,,end_event_Loan  application canceled
1612,end_event_Loan  application canceled,2022-01-25 18:58:55.050,True,Check credit history
1612,Check credit history,2022-01-25 19:51:02.278,,Assess loan risk
1612,Assess loan risk,2022-01-25 21:31:45.133,,Assess eligibility
1612,Assess eligibility,2022-01-25 21:48:15.534,,Check if home insurance quote is requested
1612,Check if home insurance quote is requested,2022-01-25 22:15:11.534,,Send home insurance quote
1613,Verify repayment agreement,2022-01-25 23:16:17.444,True,start_event_Loan  application received
1613,start_event_Loan  application received,2022-01-26 04:24:27.765,,Verify repayment agreement
1613,Verify repayment agreement,2022-01-26 04:24:27.765,True,Check  application  form completeness
1613,Check  application  form completeness,2022-01-26 04:33:33.213,,Return application back to applicant
1613,Return application back to applicant,2022-01-26 04:37:13.776,,Receive updated application
1613,Receive updated application,2022-01-26 06:30:40.962,,end_event_Loan application rejected
1613,end_event_Loan application rejected,2022-01-26 06:30:40.962,True,Check  application  form completeness
1613,Check  application  form completeness,2022-01-26 09:25:11.521,,Appraise property
1613,Appraise property,2022-01-26 13:40:15.989,,Check credit history
1613,Check credit history,2022-01-26 14:31:23.355,,Assess loan risk
1613,Assess loan risk,2022-01-26 15:50:10.001,,Assess eligibility
1614,start_event_Loan  application received,2022-01-26 21:20:54.095,,Check  application  form completeness
1614,Check  application  form completeness,2022-01-26 23:32:14.761,,Check credit history
1614,Check credit history,2022-01-27 01:15:06.079,,Reject application
1614,Reject application,2022-01-27 01:15:06.079,True,Assess loan risk
1614,Assess loan risk,2022-01-27 04:23:37.863,,Appraise property
1614,Appraise property,2022-01-27 05:12:09.571,,Assess eligibility
1614,Assess eligibility,2022-01-27 07:11:48.621,,Check if home insurance quote is requested
1614,Check if home insurance quote is requested,2022-01-27 07:49:36.347,,Send home insurance quote
1614,Send home insurance quote,2022-01-27 08:57:05.066,,Verify repayment agreement
1614,Verify repayment agreement,2022-01-27 08:59:26.598,,Approve application
1614,Approve application,2022-01-27 09:38:01.708,,end_event_Loan  application approved
1615,start_event_Loan  application received,2022-01-26 22:50:40.515,,Check  application  form completeness
1615,Check  application  form completeness,2022-01-26 23:40:13.437,,Return application back to applicant
1615,Return application back to applicant,2022-01-26 23:50:37.227,,Receive updated application
1615,Receive updated application,2022-01-27 00:07:25.050,,Check  application  form completeness
1615,Check  application  form completeness,2022-01-27 00:41:45.607,,Appraise property
1615,Appraise property,2022-01-27 01:46:15.086,,Check credit history
1615,Check credit history,2022-01-27 02:13:08.673,,Verify repayment agreement
1615,Verify repayment agreement,2022-01-27 02:13:08.673,True,Assess loan risk
1615,Assess loan risk,2022-01-27 02:39:51.788,,Assess eligibility
1615,Assess eligibility,2022-01-27 04:06:52.737,,Reject application
1615,Reject application,2022-01-27 07:19:00.746,,end_event_Loan application rejected
1616,start_event_Loan  application received,2022-01-27 04:52:53.496,,Check  application  form completeness
1616,Check  application  form completeness,2022-01-27 05:07:33.416,,Appraise property
1616,Appraise property,2022-01-27 05:30:13.738,,Check credit history
1616,Check credit history,2022-01-27 05:48:36.302,,Check if home insurance quote is requested
1616,Check if home insurance quote is requested,2022-01-27 05:48:36.302,True,Assess loan risk
1616,Assess loan risk,2022-01-27 06:29:06.031,,Assess eligibility
1616,Assess eligibility,2022-01-27 06:45:33.858,,Check if home insurance quote is requested
1616,Check if home insurance quote is requested,2022-01-27 07:26:50.885,,Send home insurance quote
1616,Send home insurance quote,2022-01-27 09:06:46.913,,Verify repayment agreement
1616,Verify repayment agreement,2022-01-27 09:27:47.252,,Approve application
1616,Approve application,2022-01-27 10:37:09.373,,end_event_Loan  application approved
1617,start_event_Loan  application received,2022-01-30 08:42:57.361,,Check  application  form completeness
1617,Check  application  form completeness,2022-01-30 10:29:05.435,,Check  application  form completeness
1617,Check  application  form completeness,2022-01-30 10:29:05.435,True,Return application back to applicant
1617,Return application back to applicant,2022-01-30 14:12:12.530,,Receive updated application
1617,Receive updated application,2022-01-30 15:42:44.527,,Check  application  form completeness
1617,Check  application  form completeness,2022-01-30 16:15:05.975,,Return application back to applicant
1617,Return application back to applicant,2022-01-30 16:15:39.857,,Check credit history
1617,Check credit history,2022-01-30 16:55:19.188,True,Receive updated application
1617,Receive updated application,2022-01-30 16:55:19.188,,Check  application  form completeness
1617,Check  application  form completeness,2022-01-30 23:53:52.062,,Appraise property
1617,Appraise property,2022-01-31 00:03:55.331,,Check credit history
1618,start_event_Loan  application received,2022-01-31 12:00:01.604,,Check  application  form completeness
1618,Check  application  form completeness,2022-01-31 12:36:20.167,,Return application back to applicant
1618,Return application back to applicant,2022-01-31 13:55:24.951,,Receive updated application
1618,Receive updated application,2022-01-31 16:05:30.176,,Check  application  form completeness
1618,Check  application  form completeness,2022-01-31 17:58:47.429,,Appraise property
1618,Appraise property,2022-01-31 18:27:37.549,,Check credit history
1618,Check credit history,2022-01-31 18:40:20.395,,Assess loan risk
1618,Assess loan risk,2022-01-31 18:59:32.697,,Send acceptance pack
1618,Send acceptance pack,2022-01-31 18:59:32.697,True,Assess eligibility
1618,Assess eligibility,2022-01-31 19:37:27.054,,Reject application
1618,Reject application,2022-01-31 20:16:51.491,,end_event_Loan application rejected
1619,start_event_Loan  application received,2022-02-02 14:31:28.293,,Check  application  form completeness
1619,Check  application  form completeness,2022-02-02 14:31:41.480,,Return application back to applicant
1619,Return application back to applicant,2022-02-02 14:54:48.623,,Receive updated application
1619,Receive updated application,2022-02-02 15:14:58.025,,Check  application  form completeness
1619,Check  application  form completeness,2022-02-02 17:48:00.443,,Check credit history
1619,Check credit history,2022-02-02 19:06:38.795,,Appraise property
1619,Appraise property,2022-02-02 19:52:07.120,,Assess loan risk
1619,Assess loan risk,2022-02-02 22:33:45.931,,Assess eligibility
1619,Assess eligibility,2022-02-02 22:50:57.006,,Reject application
1619,Reject application,2022-02-02 23:28:36.663,,end_event_Loan application rejected
1619,end_event_Loan application rejected,2022-02-02 23:58:37.598,,Reject application
1620,start_event_Loan  application received,2022-02-02 21:30:21.681,,Check  application  form completeness
1620,Check  application  form completeness,2022-02-03 00:10:13.083,,Appraise property
1620,Appraise property,2022-02-03 00:17:58.336,,start_event_Loan  application received
1620,start_event_Loan  application received,2022-02-03 00:17:58.336,True,Check credit history
1620,Check credit history,2022-02-03 00:25:22.475,,Assess loan risk
1620,Assess loan risk,2022-02-03 02:12:07.277,,Assess eligibility
1620,Assess eligibility,2022-02-03 02:52:24.055,,Check if home insurance quote is requested
1620,Check if home insurance quote is requested,2022-02-03 03:20:59.854,,start_event_Loan  application received
1620,start_event_Loan  application received,2022-02-03 03:20:59.854,True,Send acceptance pack
1620,Send acceptance pack,2022-02-03 03:30:28.031,,Verify repayment agreement
1620,Verify repayment agreement,2022-02-03 03:41:16.932,,Approve application
1624,start_event_Loan  application received,2022-02-07 00:45:49.148,,Check  application  form completeness
1624,Check  application  form completeness,2022-02-07 01:39:44.093,,Appraise property
1624,Appraise property,2022-02-07 02:03:39.596,,Check credit history
1624,Check credit history,2022-02-07 02:42:29.697,,Send acceptance pack
1624,Send acceptance pack,2022-02-07 02:42:29.697,True,Assess loan risk
1624,Assess loan risk,2022-02-07 04:04:51.127,,Assess eligibility
1624,Assess eligibility,2022-02-07 05:20:15.437,,Check if home insurance quote is requested
1624,Check if home insurance quote is requested,2022-02-07 06:50:31.579,,Send acceptance pack
1624,Send acceptance pack,2022-02-07 08:17:50.108,,Verify repayment agreement
1624,Verify repayment agreement,2022-02-07 09:54:40.468,,Approve application
1624,Approve application,2022-02-07 09:55:24.720,,end_event_Loan  application approved
1625,start_event_Loan  application received,2022-02-07 16:19:53.153,,end_event_Loan application rejected
1625,end_event_Loan application rejected,2022-02-07 16:19:53.153,True,Check  application  form completeness
1625,Check  application  form completeness,2022-02-07 16:29:36.729,,end_event_Loan  application canceled
1625,end_event_Loan  application canceled,2022-02-07 16:29:36.729,True,Check credit history
1625,Check credit history,2022-02-07 18:15:40.926,,Appraise property
1625,Appraise property,2022-02-07 20:36:33.993,,Assess loan risk
1625,Assess loan risk,2022-02-07 21:37:37.258,,Assess eligibility
1625,Assess eligibility,2022-02-07 21:59:50.099,,Check if home insurance quote is requested
1625,Check if home insurance quote is requested,2022-02-07 22:05:39.808,,Send home insurance quote
1625,Send home insurance quote,2022-02-07 23:45:47.949,,Verify repayment agreement
1625,Verify repayment agreement,2022-02-07 23:49:24.674,,Approve application
1626,start_event_Loan  application received,2022-02-07 18:37:22.108,,Check  application  form completeness
1626,Check  application  form completeness,2022-02-07 18:37:35.812,,Appraise property
1626,Appraise property,2022-02-07 18:47:41.591,,Check credit history
1626,Check credit history,2022-02-07 20:18:46.417,,Assess loan risk
1626,Assess loan risk,2022-02-07 21:16:30.785,,Assess eligibility
1626,Assess eligibility,2022-02-07 21:21:02.979,,Check if home insurance quote is requested
1626,Check if home insurance quote is requested,2022-02-07 22:52:25.413,,Send acceptance pack
1626,Send acceptance pack,2022-02-07 23:13:14.194,,Check if home insurance quote is requested
1626,Check if home insurance quote is requested,2022-02-07 23:13:14.194,True,Verify repayment agreement
1626,Verify repayment agreement,2022-02-08 00:27:32.070,,Cancel application
1626,Cancel application,2022-02-08 02:22:02.844,,end_event_Loan  application canceled
1628,start_event_Loan  application received,2022-02-09 21:49:17.319,,Check  application  form completeness
1628,Check  application  form completeness,2022-02-10 00:31:07.889,,Return application back to applicant
1628,Return application back to applicant,2022-02-10 00:58:28.518,,Receive updated application
1628,Receive updated application,2022-02-10 01:27:41.964,,Check  application  form completeness
1628,Check  application  form completeness,2022-02-10 01:54:25.914,,Return application back to applicant
1628,Return application back to applicant,2022-02-10 03:12:26.500,,Receive updated application
1628,Receive updated application,2022-02-10 03:16:30.752,,Check  application  form completeness
1628,Check  application  form completeness,2022-02-10 03:35:17.966,,Return application back to applicant
1628,Return application back to applicant,2022-02-10 05:03:54.260,,Receive updated application
1628,Receive updated application,2022-02-10 05:10:20.835,,Check  application  form completeness
1628,Check  application  form completeness,2022-02-10 06:18:12.566,,Return application back to applicant
1630,start_event_Loan  application received,2022-02-12 17:56:06.764,,Check  application  form completeness
1630,Check  application  form completeness,2022-02-12 19:20:53.249,,Check credit history
1630,Check credit history,2022-02-12 20:03:53.467,,Assess loan risk
1630,Assess loan risk,2022-02-12 20:23:25.478,,Appraise property
1630,Appraise property,2022-02-12 21:20:24.693,,Send acceptance pack
1630,Send acceptance pack,2022-02-12 21:20:24.693,True,Assess eligibility
1630,Assess eligibility,2022-02-13 01:21:11.770,,Check if home insurance quote is requested
1630,Check if home insurance quote is requested,2022-02-13 01:47:17.568,,Send acceptance pack
1630,Send acceptance pack,2022-02-13 02:15:30.055,,Reject application
1630,Reject application,2022-02-13 02:15:30.055,True,Verify repayment agreement
1630,Verify repayment agreement,2022-02-13 02:49:43.283,,Approve application
1631,start_event_Loan  application received,2022-02-13 11:29:33.797,,Check  application  form completeness
1631,Check  application  form completeness,2022-02-13 12:45:44.530,,Check if home insurance quote is requested
1631,Check if home insurance quote is requested,2022-02-13 12:45:44.530,True,Return application back to applicant
1631,Return application back to applicant,2022-02-13 15:17:55.711,,Receive updated application
1631,Receive updated application,2022-02-13 16:12:39.291,,Check  application  form completeness
1631,Check  application  form completeness,2022-02-13 17:46:42.220,,Check credit history
1631,Check credit history,2022-02-13 18:00:36.631,,Assess loan risk
1631,Assess loan risk,2022-02-13 18:01:32.739,,Appraise property
1631,Appraise property,2022-02-13 18:19:36.974,,Assess eligibility
1631,Assess eligibility,2022-02-13 18:38:26.604,,Check if home insurance quote is requested
1631,Check if home insurance quote is requested,2022-02-13 20:23:42.601,,Send home insurance quote
1632,Send acceptance pack,2022-02-13 22:03:16.320,True,start_event_Loan  application received
1632,start_event_Loan  application received,2022-02-14 12:58:05.058,,Send acceptance pack
1632,Send acceptance pack,2022-02-14 12:58:05.058,True,Check  application  form completeness
1632,Check  application  form completeness,2022-02-14 13:00:42.198,,Appraise property
1632,Appraise property,2022-02-14 13:55:11.640,,Check credit history
1632,Check credit history,2022-02-14 15:16:56.413,,Assess loan risk
1632,Assess loan risk,2022-02-14 15:38:17.838,,Check credit history
1632,Check credit history,2022-02-14 15:38:17.838,True,Assess eligibility
1632,Assess eligibility,2022-02-14 18:02:32.157,,Reject application
1632,Reject application,2022-02-14 18:40:49.824,,end_event_Loan application rejected
1632,end_event_Loan application rejected,2022-02-14 20:11:45.736,,Send home insurance quote
1633,Verify repayment agreement,2022-02-14 20:11:45.736,True,start_event_Loan  application received
1633,start_event_Loan  application received,2022-02-17 07:13:57.489,,Check  application  form completeness
1633,Check  application  form completeness,2022-02-17 08:24:04.665,,Return application back to applicant
1633,Return application back to applicant,2022-02-17 12:49:39.755,,Receive updated application
1633,Receive updated application,2022-02-17 13:09:56.880,,Reject application
1633,Reject application,2022-02-17 13:09:56.880,True,Check  application  form completeness
1633,Check  application  form completeness,2022-02-17 17:44:22.137,,Return application back to applicant
1633,Return application back to applicant,2022-02-17 19:05:38.556,,Receive updated application
1633,Receive updated application,2022-02-17 20:08:24.780,,Check  application  form completeness
1633,Check  application  form completeness,2022-02-17 22:34:59.486,,Return application back to applicant
1633,Return application back to applicant,2022-02-18 01:49:52.154,,Receive updated application
1635,start_event_Loan  application received,2022-02-20 02:12:05.405,,Check  application  form completeness
1635,Check  application  form completeness,2022-02-20 02:33:20.777,,Return application back to applicant
1635,Return application back to applicant,2022-02-20 02:50:32.254,,Receive updated application
1635,Receive updated application,2022-02-20 03:54:52.616,,Check  application  form completeness
1635,Check  application  form completeness,2022-02-20 03:56:50.669,,Check credit history
1635,Check credit history,2022-02-20 05:12:56.446,,Assess loan risk
1635,Assess loan risk,2022-02-20 06:17:53.858,,Appraise property
1635,Appraise property,2022-02-20 07:22:26.725,,Receive updated application
1635,Receive updated application,2022-02-20 07:22:26.725,True,Assess eligibility
1635,Assess eligibility,2022-02-20 10:49:56.056,,Reject application
1635,Reject application,2022-02-20 10:58:27.278,,end_event_Loan application rejected
1638,start_event_Loan  application received,2022-02-22 15:16:27.467,,Check  application  form completeness
1638,Check  application  form completeness,2022-02-22 19:00:16.905,,Return application back to applicant
1638,Return application back to applicant,2022-02-22 23:51:21.030,,Send acceptance pack
1638,Send acceptance pack,2022-02-22 23:51:21.030,True,Receive updated application
1638,Receive updated application,2022-02-23 02:46:06.939,,Check  application  form completeness
1638,Check  application  form completeness,2022-02-23 03:10:57.869,,Appraise property
1638,Appraise property,2022-02-23 03:20:06.611,,Check credit history
1638,Check credit history,2022-02-23 04:39:02.915,,Assess loan risk
1638,Assess loan risk,2022-02-23 04:54:01.823,,Assess eligibility
1638,Assess eligibility,2022-02-23 04:55:10.630,,Check if home insurance quote is requested
1638,Check if home insurance quote is requested,2022-02-23 05:43:49.506,,Send acceptance pack
1639,Check if home insurance quote is requested,2022-02-23 09:17:21.002,True,start_event_Loan  application received
1639,start_event_Loan  application received,2022-02-23 16:10:50.449,,Check  application  form completeness
1639,Check  application  form completeness,2022-02-23 16:14:40.737,,Return application back to applicant
1639,Return application back to applicant,2022-02-23 16:39:00.565,,Receive updated application
1639,Receive updated application,2022-02-23 17:57:44.725,,Check  application  form completeness
1639,Check  application  form completeness,2022-02-23 18:49:21.082,,Check credit history
1639,Check credit history,2022-02-23 19:49:45.929,,Appraise property
1639,Appraise property,2022-02-23 20:21:55.262,,Assess loan risk
1639,Assess loan risk,2022-02-23 21:14:40.949,,Assess eligibility
1639,Assess eligibility,2022-02-23 22:45:00.038,,Reject application
1639,Reject application,2022-02-23 22:46:21.132,,end_event_Loan application rejected
1640,start_event_Loan  application received,2022-02-25 10:10:19.785,,Check  application  form completeness
1640,Check  application  form completeness,2022-02-25 10:40:49.103,,end_event_Loan application rejected
1640,end_event_Loan application rejected,2022-02-25 10:40:49.103,True,Return application back to applicant
1640,Return application back to applicant,2022-02-25 11:01:27.801,,Receive updated application
1640,Receive updated application,2022-02-25 13:20:45.024,,Check  application  form completeness
1640,Check  application  form completeness,2022-02-25 14:55:56.454,,Reject application
1640,Reject application,2022-02-25 14:55:56.454,True,Check credit history
1640,Check credit history,2022-02-25 15:07:27.111,,Assess loan risk
1640,Assess loan risk,2022-02-25 15:18:39.501,,Appraise property
1640,Appraise property,2022-02-25 15:48:29.706,,Assess eligibility
1640,Assess eligibility,2022-02-25 15:59:39.875,,Reject application
1642,start_event_Loan  application received,2022-02-27 21:08:19.037,,Return application back to applicant
1642,Return application back to applicant,2022-02-27 21:08:19.037,True,Check  application  form completeness
1642,Check  application  form completeness,2022-02-27 21:51:38.042,,Receive updated application
1642,Receive updated application,2022-02-27 21:51:38.042,True,Return application back to applicant
1642,Return application back to applicant,2022-02-27 22:08:36.375,,Receive updated application
1642,Receive updated application,2022-02-27 23:17:32.097,,Check  application  form completeness
1642,Check  application  form completeness,2022-02-27 23:21:40.046,,Send home insurance quote
1642,Send home insurance quote,2022-02-27 23:21:40.046,True,Check credit history
1642,Check credit history,2022-02-28 00:05:05.786,,Appraise property
1642,Appraise property,2022-02-28 01:05:18.223,,Assess loan risk
1642,Assess loan risk,2022-02-28 01:06:54.154,,end_event_Loan application rejected
1643,start_event_Loan  application received,2022-03-01 06:49:37.169,,Check  application  form completeness
1643,Check  application  form completeness,2022-03-01 06:58:57.778,,Return application back to applicant
1643,Return application back to applicant,2022-03-01 08:22:28.375,,Receive updated application
1643,Receive updated application,2022-03-01 09:12:29.254,,end_event_Loan application rejected
1643,end_event_Loan application rejected,2022-03-01 09:12:29.254,True,Check  application  form completeness
1643,Check  application  form completeness,2022-03-01 09:25:57.458,,Return application back to applicant
1643,Return application back to applicant,2022-03-01 10:29:15.978,,Receive updated application
1643,Receive updated application,2022-03-01 12:41:48.948,,Approve application
1643,Approve application,2022-03-01 12:41:48.948,True,Check  application  form completeness
1643,Check  application  form completeness,2022-03-01 12:46:35.626,,Check  application  form completeness
1643,Check  application  form completeness,2022-03-01 12:46:35.626,True,Return application back to applicant
1644,start_event_Loan  application received,2022-03-03 00:33:11.795,,Check  application  form completeness
1644,Check  application  form completeness,2022-03-03 01:06:43.503,,Return application back to applicant
1644,Return application back to applicant,2022-03-03 01:21:34.724,,Receive updated application
1644,Receive updated application,2022-03-03 01:46:10.994,,Check  application  form completeness
1644,Check  application  form completeness,2022-03-03 02:17:54.343,,start_event_Loan  application received
1644,start_event_Loan  application received,2022-03-03 02:17:54.343,True,Return application back to applicant
1644,Return application back to applicant,2022-03-03 03:03:05.648,,Receive updated application
1644,Receive updated application,2022-03-03 04:21:16.691,,start_event_Loan  application received
1644,start_event_Loan  application received,2022-03-03 04:21:16.691,True,Check  application  form completeness
1644,Check  application  form completeness,2022-03-03 05:35:00.468,,end_event_Loan  application canceled
1644,end_event_Loan  application canceled,2022-03-03 05:35:00.468,True,Return application back to applicant
1645,start_event_Loan  application received,2022-03-03 14:52:42.674,,Check  application  form completeness
1645,Check  application  form completeness,2022-03-03 15:15:47.497,,Return application back to applicant
1645,Return application back to applicant,2022-03-03 15:43:26.988,,Assess loan risk
1645,Assess loan risk,2022-03-03 15:43:26.988,True,Receive updated application
1645,Receive updated application,2022-03-03 17:21:44.741,,Check  application  form completeness
1645,Check  application  form completeness,2022-03-03 18:02:36.508,,Check credit history
1645,Check credit history,2022-03-03 19:05:27.778,,Assess loan risk
1645,Assess loan risk,2022-03-03 19:29:43.156,,Appraise property
1645,Appraise property,2022-03-03 21:08:27.170,,Assess eligibility
1645,Assess eligibility,2022-03-03 21:31:06.825,,Reject application
1645,Reject application,2022-03-03 22:24:54.166,,end_event_Loan application rejected
1646,start_event_Loan  application received,2022-03-05 04:05:49.982,,Check  application  form completeness
1646,Check  application  form completeness,2022-03-05 04:52:32.939,,Check credit history
1646,Check credit history,2022-03-05 04:59:54.388,,Assess loan risk
1646,Assess loan risk,2022-03-05 07:18:23.467,,Appraise property
1646,Appraise property,2022-03-05 08:59:41.571,,Check credit history
1646,Check credit history,2022-03-05 08:59:41.571,True,Assess eligibility
1646,Assess eligibility,2022-03-05 09:04:54.419,,Check if home insurance quote is requested
1646,Check if home insurance quote is requested,2022-03-05 09:35:35.932,,Send acceptance pack
1646,Send acceptance pack,2022-03-05 10:13:27.084,,Verify repayment agreement
1646,Verify repayment agreement,2022-03-05 11:17:47.978,,Cancel application
1646,Cancel application,2022-03-05 12:33:12.935,,end_event_Loan  application canceled
1647,start_event_Loan  application received,2022-03-06 09:33:40.313,,Check  application  form completeness
1647,Check  application  form completeness,2022-03-06 11:16:55.056,,Return application back to applicant
1647,Return application back to applicant,2022-03-06 11:40:55.666,,Receive updated application
1647,Receive updated application,2022-03-06 12:27:24.412,,Check  application  form completeness
1647,Check  application  form completeness,2022-03-06 13:26:04.560,,Appraise property
1647,Appraise property,2022-03-06 13:32:10.658,,Check credit history
1647,Check credit history,2022-03-06 13:34:17.531,,Assess loan risk
1647,Assess loan risk,2022-03-06 14:08:24.418,,Assess eligibility
1647,Assess eligibility,2022-03-06 15:41:36.852,,Check if home insurance quote is requested
1647,Check if home insurance quote is requested,2022-03-06 16:38:58.049,,Send home insurance quote
1647,Send home insurance quote,2022-03-06 18:01:26.206,,Verify repayment agreement
1648,start_event_Loan  application received,2022-03-06 22:21:15.045,,Check  application  form completeness
1648,Check  application  form completeness,2022-03-06 22:45:18.708,,Return application back to applicant
1648,Return application back to applicant,2022-03-07 01:00:17.016,,Receive updated application
1648,Receive updated application,2022-03-07 01:42:26.105,,Check  application  form completeness
1648,Check  application  form completeness,2022-03-07 02:39:34.231,,Appraise property
1648,Appraise property,2022-03-07 02:51:01.647,,Check credit history
1648,Check credit history,2022-03-07 05:20:13.635,,Assess loan risk
1648,Assess loan risk,2022-03-07 05:38:25.551,,Assess eligibility
1648,Assess eligibility,2022-03-07 07:02:22.538,,Check if home insurance quote is requested
1648,Check if home insurance quote is requested,2022-03-07 07:20:04.996,,Send home insurance quote
1648,Send home insurance quote,2022-03-07 07:40:37.624,,Verify repayment agreement
1649,start_event_Loan  application received,2022-03-07 02:21:02.936,,Check  application  form completeness
1649,Check  application  form completeness,2022-03-07 03:00:46.646,,end_event_Loan  application canceled
1649,end_event_Loan  application canceled,2022-03-07 03:00:46.646,True,Appraise property
1649,Appraise property,2022-03-07 03:05:03.181,,Check credit history
1649,Check credit history,2022-03-07 06:42:22.116,,Assess loan risk
1649,Assess loan risk,2022-03-07 07:03:24.317,,Assess eligibility
1649,Assess eligibility,2022-03-07 07:51:58.279,,Cancel application
1649,Cancel application,2022-03-07 07:51:58.279,True,Check if home insurance quote is requested
1649,Check if home insurance quote is requested,2022-03-07 07:58:58.151,,Send home insurance quote
1649,Send home insurance quote,2022-03-07 08:48:42.460,,Verify repayment agreement
