caseid,activity,ts,noise,outcome
1633,Check  application  form completeness,2022-02-17 17:44:22.137,,Return application back to applicant
1634,start_event_Loan  application received,2022-02-17 12:38:34.343,,Check  application  form completeness
1634,Check  application  form completeness,2022-02-17 13:12:01.712,,Check credit history
1634,Check credit history,2022-02-17 14:40:58.793,,Assess loan risk
1634,Assess loan risk,2022-02-17 15:07:03.958,,Appraise property
1634,Appraise property,2022-02-17 16:51:06.688,,Assess eligibility
1634,Assess eligibility,2022-02-17 17:17:32.139,,Check if home insurance quote is requested
1634,Check if home insurance quote is requested,2022-02-17 17:17:50.021,,Send acceptance pack
1635,start_event_Loan  application received,2022-02-20 02:12:05.405,,Check  application  form completeness
1635,Check  application  form completeness,2022-02-20 02:33:20.777,,Return application back to applicant
1635,Return application back to applicant,2022-02-20 02:50:32.254,,Receive updated application
1635,Receive updated application,2022-02-20 03:54:52.616,,Check  application  form completeness
1635,Check  application  form completeness,2022-02-20 03:56:50.669,,Check credit history
1635,Check credit history,2022-02-20 05:12:56.446,,Assess loan risk
1635,Assess loan risk,2022-02-20 06:17:53.858,,Appraise property
1636,start_event_Loan  application received,2022-02-21 08:51:02.208,,Check  application  form completeness
1636,Check  application  form completeness,2022-02-21 09:37:58.865,,Check credit history
1636,Check credit history,2022-02-21 11:08:40.162,,Check credit history
1636,Check credit history,2022-02-21 11:08:40.162,True,Assess loan risk
1636,Assess loan risk,2022-02-21 13:38:42.826,,Appraise property
1636,Appraise property,2022-02-21 14:05:32.934,,Assess eligibility
1636,Assess eligibility,2022-02-21 14:33:15.159,,Reject application
1637,start_event_Loan  application received,2022-02-22 09:26:16.444,,Check  application  form completeness
1637,Check  application  form completeness,2022-02-22 09:35:32.879,,Check credit history
1637,Check credit history,2022-02-22 10:05:18.849,,Appraise property
1637,Appraise property,2022-02-22 10:49:03.168,,Assess loan risk
1637,Assess loan risk,2022-02-22 11:35:10.321,,Assess eligibility
1637,Assess eligibility,2022-02-22 11:50:05.977,,Reject application
1637,Reject application,2022-02-22 12:02:38.161,,Assess eligibility
1638,start_event_Loan  application received,2022-02-22 15:16:27.467,,Check  application  form completeness
1638,Check  application  form completeness,2022-02-22 19:00:16.905,,Return application back to applicant
1638,Return application back to applicant,2022-02-22 23:51:21.030,,Send acceptance pack
1638,Send acceptance pack,2022-02-22 23:51:21.030,True,Receive updated application
1638,Receive updated application,2022-02-23 02:46:06.939,,Check  application  form completeness
1638,Check  application  form completeness,2022-02-23 03:10:57.869,,Appraise property
1638,Appraise property,2022-02-23 03:20:06.611,,Check credit history
1639,Check if home insurance quote is requested,2022-02-23 09:17:21.002,True,start_event_Loan  application received
1639,start_event_Loan  application received,2022-02-23 16:10:50.449,,Check  application  form completeness
1639,Check  application  form completeness,2022-02-23 16:14:40.737,,Return application back to applicant
1639,Return application back to applicant,2022-02-23 16:39:00.565,,Receive updated application
1639,Receive updated application,2022-02-23 17:57:44.725,,Check  application  form completeness
1639,Check  application  form completeness,2022-02-23 18:49:21.082,,Check credit history
1639,Check credit history,2022-02-23 19:49:45.929,,Appraise property
1640,start_event_Loan  application received,2022-02-25 10:10:19.785,,Check  application  form completeness
1640,Check  application  form completeness,2022-02-25 10:40:49.103,,end_event_Loan application rejected
1640,end_event_Loan application rejected,2022-02-25 10:40:49.103,True,Return application back to applicant
1640,Return application back to applicant,2022-02-25 11:01:27.801,,Receive updated application
1640,Receive updated application,2022-02-25 13:20:45.024,,Check  application  form completeness
1640,Check  application  form completeness,2022-02-25 14:55:56.454,,Reject application
1640,Reject application,2022-02-25 14:55:56.454,True,Check credit history
1641,start_event_Loan  application received,2022-02-26 13:07:44.150,,Check  application  form completeness
1641,Check  application  form completeness,2022-02-26 13:58:27.973,,Return application back to applicant
1641,Return application back to applicant,2022-02-26 15:25:33.872,,Receive updated application
1641,Receive updated application,2022-02-26 15:35:47.374,,Check  application  form completeness
1641,Check  application  form completeness,2022-02-26 16:50:33.047,,Check credit history
1641,Check credit history,2022-02-26 17:39:24.936,,Appraise property
1641,Appraise property,2022-02-26 18:11:12.163,,Assess loan risk
1642,start_event_Loan  application received,2022-02-27 21:08:19.037,,Return application back to applicant
1642,Return application back to applicant,2022-02-27 21:08:19.037,True,Check  application  form completeness
1642,Check  application  form completeness,2022-02-27 21:51:38.042,,Receive updated application
1642,Receive updated application,2022-02-27 21:51:38.042,True,Return application back to applicant
1642,Return application back to applicant,2022-02-27 22:08:36.375,,Receive updated application
1642,Receive updated application,2022-02-27 23:17:32.097,,Check  application  form completeness
1642,Check  application  form completeness,2022-02-27 23:21:40.046,,Send home insurance quote
1643,start_event_Loan  application received,2022-03-01 06:49:37.169,,Check  application  form completeness
1643,Check  application  form completeness,2022-03-01 06:58:57.778,,Return application back to applicant
1643,Return application back to applicant,2022-03-01 08:22:28.375,,Receive updated application
1643,Receive updated application,2022-03-01 09:12:29.254,,end_event_Loan application rejected
1643,end_event_Loan application rejected,2022-03-01 09:12:29.254,True,Check  application  form completeness
1643,Check  application  form completeness,2022-03-01 09:25:57.458,,Return application back to applicant
1643,Return application back to applicant,2022-03-01 10:29:15.978,,Receive updated application
1644,start_event_Loan  application received,2022-03-03 00:33:11.795,,Check  application  form completeness
1644,Check  application  form completeness,2022-03-03 01:06:43.503,,Return application back to applicant
1644,Return application back to applicant,2022-03-03 01:21:34.724,,Receive updated application
1644,Receive updated application,2022-03-03 01:46:10.994,,Check  application  form completeness
1644,Check  application  form completeness,2022-03-03 02:17:54.343,,start_event_Loan  application received
1644,start_event_Loan  application received,2022-03-03 02:17:54.343,True,Return application back to applicant
1644,Return application back to applicant,2022-03-03 03:03:05.648,,Receive updated application
1645,start_event_Loan  application received,2022-03-03 14:52:42.674,,Check  application  form completeness
1645,Check  application  form completeness,2022-03-03 15:15:47.497,,Return application back to applicant
1645,Return application back to applicant,2022-03-03 15:43:26.988,,Assess loan risk
1645,Assess loan risk,2022-03-03 15:43:26.988,True,Receive updated application
1645,Receive updated application,2022-03-03 17:21:44.741,,Check  application  form completeness
1645,Check  application  form completeness,2022-03-03 18:02:36.508,,Check credit history
1645,Check credit history,2022-03-03 19:05:27.778,,Assess loan risk
1646,start_event_Loan  application received,2022-03-05 04:05:49.982,,Check  application  form completeness
1646,Check  application  form completeness,2022-03-05 04:52:32.939,,Check credit history
1646,Check credit history,2022-03-05 04:59:54.388,,Assess loan risk
1646,Assess loan risk,2022-03-05 07:18:23.467,,Appraise property
1646,Appraise property,2022-03-05 08:59:41.571,,Check credit history
1646,Check credit history,2022-03-05 08:59:41.571,True,Assess eligibility
1646,Assess eligibility,2022-03-05 09:04:54.419,,Check if home insurance quote is requested
1647,start_event_Loan  application received,2022-03-06 09:33:40.313,,Check  application  form completeness
1647,Check  application  form completeness,2022-03-06 11:16:55.056,,Return application back to applicant
1647,Return application back to applicant,2022-03-06 11:40:55.666,,Receive updated application
1647,Receive updated application,2022-03-06 12:27:24.412,,Check  application  form completeness
1647,Check  application  form completeness,2022-03-06 13:26:04.560,,Appraise property
1647,Appraise property,2022-03-06 13:32:10.658,,Check credit history
1647,Check credit history,2022-03-06 13:34:17.531,,Assess loan risk
1648,start_event_Loan  application received,2022-03-06 22:21:15.045,,Check  application  form completeness
1648,Check  application  form completeness,2022-03-06 22:45:18.708,,Return application back to applicant
1648,Return application back to applicant,2022-03-07 01:00:17.016,,Receive updated application
1648,Receive updated application,2022-03-07 01:42:26.105,,Check  application  form completeness
1648,Check  application  form completeness,2022-03-07 02:39:34.231,,Appraise property
1648,Appraise property,2022-03-07 02:51:01.647,,Check credit history
1648,Check credit history,2022-03-07 05:20:13.635,,Assess loan risk
1649,start_event_Loan  application received,2022-03-07 02:21:02.936,,Check  application  form completeness
1649,Check  application  form completeness,2022-03-07 03:00:46.646,,end_event_Loan  application canceled
1649,end_event_Loan  application canceled,2022-03-07 03:00:46.646,True,Appraise property
1649,Appraise property,2022-03-07 03:05:03.181,,Check credit history
1649,Check credit history,2022-03-07 06:42:22.116,,Assess loan risk
1649,Assess loan risk,2022-03-07 07:03:24.317,,Assess eligibility
1649,Assess eligibility,2022-03-07 07:51:58.279,,Cancel application
1650,start_event_Loan  application received,2022-03-07 18:03:30.401,,Check  application  form completeness
1650,Check  application  form completeness,2022-03-07 18:49:18.143,,Return application back to applicant
1650,Return application back to applicant,2022-03-07 19:18:12.474,,Receive updated application
1650,Receive updated application,2022-03-07 20:27:51.054,,Check  application  form completeness
1650,Check  application  form completeness,2022-03-07 20:58:27.435,,Check credit history
1650,Check credit history,2022-03-07 21:15:30.045,,Appraise property
1650,Appraise property,2022-03-07 21:22:50.211,,Assess loan risk
1651,start_event_Loan  application received,2022-03-08 00:02:40.368,,Check  application  form completeness
1651,Check  application  form completeness,2022-03-08 00:23:19.682,,Check credit history
1651,Check credit history,2022-03-08 00:31:56.321,,Send acceptance pack
1651,Send acceptance pack,2022-03-08 00:31:56.321,True,Assess loan risk
1651,Assess loan risk,2022-03-08 01:29:45.746,,Appraise property
1651,Appraise property,2022-03-08 05:30:59.129,,Assess eligibility
1651,Assess eligibility,2022-03-08 05:52:11.730,,Reject application
1652,start_event_Loan  application received,2022-03-09 14:19:57.846,,Check  application  form completeness
1652,Check  application  form completeness,2022-03-09 15:36:29.442,,Return application back to applicant
1652,Return application back to applicant,2022-03-09 16:53:35.037,,Receive updated application
1652,Receive updated application,2022-03-09 17:09:35.026,,Check  application  form completeness
1652,Check  application  form completeness,2022-03-09 17:49:14.521,,Appraise property
1652,Appraise property,2022-03-09 19:29:16.055,,end_event_Loan  application approved
1652,end_event_Loan  application approved,2022-03-09 19:29:16.055,True,Check credit history
1653,start_event_Loan  application received,2022-03-09 16:12:03.078,,Check  application  form completeness
1653,Check  application  form completeness,2022-03-09 16:29:32.756,,Appraise property
1653,Appraise property,2022-03-09 18:51:46.644,,Check credit history
1653,Check credit history,2022-03-09 18:52:31.815,,end_event_Loan application rejected
1653,end_event_Loan application rejected,2022-03-09 18:52:31.815,True,Assess loan risk
1653,Assess loan risk,2022-03-09 21:08:47.133,,Assess eligibility
1653,Assess eligibility,2022-03-10 00:03:27.407,,Check if home insurance quote is requested
1654,start_event_Loan  application received,2022-03-10 10:00:58.987,,Check  application  form completeness
1654,Check  application  form completeness,2022-03-10 11:15:25.089,,Return application back to applicant
1654,Return application back to applicant,2022-03-10 12:49:57.845,,Receive updated application
1654,Receive updated application,2022-03-10 13:48:36.457,,Check  application  form completeness
1654,Check  application  form completeness,2022-03-10 14:29:44.776,,Return application back to applicant
1654,Return application back to applicant,2022-03-10 14:43:57.351,,Receive updated application
1654,Receive updated application,2022-03-10 14:45:29.066,,Check  application  form completeness
1655,start_event_Loan  application received,2022-03-11 10:18:37.875,,Check  application  form completeness
1655,Check  application  form completeness,2022-03-11 10:20:50.675,,Return application back to applicant
1655,Return application back to applicant,2022-03-11 11:22:55.789,,Receive updated application
1655,Receive updated application,2022-03-11 12:32:07.629,,Check  application  form completeness
1655,Check  application  form completeness,2022-03-11 12:36:51.278,,Appraise property
1655,Appraise property,2022-03-11 13:02:04.206,,Check credit history
1655,Check credit history,2022-03-11 13:52:22.956,,Assess loan risk
1656,start_event_Loan  application received,2022-03-14 10:43:32.125,,Check  application  form completeness
1656,Check  application  form completeness,2022-03-14 12:57:17.683,,Appraise property
1656,Appraise property,2022-03-14 14:38:30.618,,Check credit history
1656,Check credit history,2022-03-14 14:58:55.753,,Assess loan risk
1656,Assess loan risk,2022-03-14 15:56:55.772,,Assess eligibility
1656,Assess eligibility,2022-03-14 16:49:50.985,,Reject application
1656,Reject application,2022-03-14 22:34:49.692,,end_event_Loan application rejected
1657,start_event_Loan  application received,2022-03-16 09:19:49.778,,Check  application  form completeness
1657,Check  application  form completeness,2022-03-16 11:11:11.179,,Appraise property
1657,Appraise property,2022-03-16 11:36:23.745,,Check credit history
1657,Check credit history,2022-03-16 12:32:11.311,,Assess loan risk
1657,Assess loan risk,2022-03-16 13:34:00.944,,Assess eligibility
1657,Assess eligibility,2022-03-16 14:18:05.574,,Check if home insurance quote is requested
1657,Check if home insurance quote is requested,2022-03-16 14:47:59.262,,Send home insurance quote
1658,start_event_Loan  application received,2022-03-18 17:46:03.990,,Check  application  form completeness
1658,Check  application  form completeness,2022-03-18 18:46:18.066,,Return application back to applicant
1658,Return application back to applicant,2022-03-18 19:33:30.074,,Receive updated application
1658,Receive updated application,2022-03-18 21:05:11.653,,Check  application  form completeness
1658,Check  application  form completeness,2022-03-18 21:52:51.293,,Return application back to applicant
1658,Return application back to applicant,2022-03-18 23:03:57.970,,Receive updated application
1658,Receive updated application,2022-03-18 23:47:18.737,,Check  application  form completeness
1659,start_event_Loan  application received,2022-03-22 23:55:00.608,,Check  application  form completeness
1659,Check  application  form completeness,2022-03-23 01:31:15.420,,Appraise property
1659,Appraise property,2022-03-23 01:50:50.687,,Check credit history
1659,Check credit history,2022-03-23 02:01:30.622,,Assess loan risk
1659,Assess loan risk,2022-03-23 04:36:21.532,,Assess eligibility
1659,Assess eligibility,2022-03-23 05:23:18.846,,end_event_Loan application rejected
1659,end_event_Loan application rejected,2022-03-23 05:23:18.846,True,Check if home insurance quote is requested
1660,start_event_Loan  application received,2022-03-24 14:01:04.655,,Check  application  form completeness
1660,Check  application  form completeness,2022-03-24 14:23:24.153,,Return application back to applicant
1660,Return application back to applicant,2022-03-24 14:58:55.716,,Receive updated application
1660,Receive updated application,2022-03-24 16:04:31.935,,Check  application  form completeness
1660,Check  application  form completeness,2022-03-24 18:44:43.216,,Return application back to applicant
1660,Return application back to applicant,2022-03-24 19:25:49.776,,Receive updated application
1660,Receive updated application,2022-03-24 20:18:52.331,,Check  application  form completeness
1661,start_event_Loan  application received,2022-03-25 04:25:37.262,,Check  application  form completeness
1661,Check  application  form completeness,2022-03-25 04:57:05.506,,Receive updated application
1661,Receive updated application,2022-03-25 04:57:05.506,True,Return application back to applicant
1661,Return application back to applicant,2022-03-25 05:26:46.760,,Receive updated application
1661,Receive updated application,2022-03-25 05:50:19.359,,Check  application  form completeness
1661,Check  application  form completeness,2022-03-25 06:53:46.613,,Return application back to applicant
1661,Return application back to applicant,2022-03-25 07:07:12.942,,Receive updated application
1662,start_event_Loan  application received,2022-03-25 05:33:24.781,,Check  application  form completeness
1662,Check  application  form completeness,2022-03-25 11:17:03.446,,Return application back to applicant
1662,Return application back to applicant,2022-03-25 12:27:16.700,,Appraise property
1662,Appraise property,2022-03-25 12:27:16.700,True,Receive updated application
1662,Receive updated application,2022-03-25 14:16:58.791,,Check  application  form completeness
1662,Check  application  form completeness,2022-03-25 14:52:07.244,,Return application back to applicant
1662,Return application back to applicant,2022-03-25 14:55:04.034,,Receive updated application
1663,start_event_Loan  application received,2022-03-25 05:49:20.288,,Check  application  form completeness
1663,Check  application  form completeness,2022-03-25 06:45:38.060,,Check credit history
1663,Check credit history,2022-03-25 07:12:18.765,,Assess loan risk
1663,Assess loan risk,2022-03-25 08:37:07.038,,Appraise property
1663,Appraise property,2022-03-25 08:53:02.266,,Assess eligibility
1663,Assess eligibility,2022-03-25 09:21:53.998,,Check if home insurance quote is requested
1663,Check if home insurance quote is requested,2022-03-25 10:56:36.868,,Send acceptance pack
1664,start_event_Loan  application received,2022-03-27 03:24:25.907,,Check  application  form completeness
1664,Check  application  form completeness,2022-03-27 03:39:36.382,,Appraise property
1664,Appraise property,2022-03-27 03:43:39.310,,Check credit history
1664,Check credit history,2022-03-27 03:52:58.490,,Assess loan risk
1664,Assess loan risk,2022-03-27 04:41:54.681,,Assess eligibility
1664,Assess eligibility,2022-03-27 06:35:17.866,,start_event_Loan  application received
1664,start_event_Loan  application received,2022-03-27 06:35:17.866,True,Check if home insurance quote is requested
1665,start_event_Loan  application received,2022-03-27 13:34:28.451,,Assess eligibility
1665,Assess eligibility,2022-03-27 13:34:28.451,True,Check  application  form completeness
1665,Check  application  form completeness,2022-03-27 13:41:05.312,,Return application back to applicant
1665,Return application back to applicant,2022-03-27 13:46:02.603,,Receive updated application
1665,Receive updated application,2022-03-27 13:50:20.452,,Check  application  form completeness
1665,Check  application  form completeness,2022-03-27 15:30:25.034,,Check credit history
1665,Check credit history,2022-03-27 19:05:28.101,,Assess loan risk
1666,start_event_Loan  application received,2022-03-28 10:16:59.875,,Check  application  form completeness
1666,Check  application  form completeness,2022-03-28 10:29:51.822,,Check credit history
1666,Check credit history,2022-03-28 10:40:53.627,,Assess loan risk
1666,Assess loan risk,2022-03-28 11:15:56.372,,Appraise property
1666,Appraise property,2022-03-28 11:50:24.301,,Assess eligibility
1666,Assess eligibility,2022-03-28 12:34:16.987,,Reject application
1666,Reject application,2022-03-28 13:16:25.564,,end_event_Loan application rejected
1667,start_event_Loan  application received,2022-03-29 17:06:08.796,,Check  application  form completeness
1667,Check  application  form completeness,2022-03-29 19:01:42.955,,Check credit history
1667,Check credit history,2022-03-29 19:03:30.984,,Appraise property
1667,Appraise property,2022-03-29 20:07:04.347,,end_event_Loan application rejected
1667,end_event_Loan application rejected,2022-03-29 20:07:04.347,True,Assess loan risk
1667,Assess loan risk,2022-03-29 21:02:54.250,,Assess eligibility
1667,Assess eligibility,2022-03-29 22:34:35.504,,Send acceptance pack
1668,start_event_Loan  application received,2022-03-29 21:24:41.253,,Check  application  form completeness
1668,Check  application  form completeness,2022-03-29 21:31:09.196,,Appraise property
1668,Appraise property,2022-03-29 22:01:13.352,,Check credit history
1668,Check credit history,2022-03-29 22:27:58.193,,Assess loan risk
1668,Assess loan risk,2022-03-29 22:33:21.405,,Assess eligibility
1668,Assess eligibility,2022-03-29 23:55:50.868,,Reject application
1668,Reject application,2022-03-30 02:35:55.013,,end_event_Loan application rejected
1669,start_event_Loan  application received,2022-03-30 23:08:17.922,,Check  application  form completeness
1669,Check  application  form completeness,2022-03-30 23:27:37.129,,Check credit history
1669,Check credit history,2022-03-30 23:39:17.287,,Assess loan risk
1669,Assess loan risk,2022-03-31 02:09:05.623,,Appraise property
1669,Appraise property,2022-03-31 02:42:43.549,,Assess eligibility
1669,Assess eligibility,2022-03-31 02:59:07.129,,Check if home insurance quote is requested
1669,Check if home insurance quote is requested,2022-03-31 07:46:00.699,,Send acceptance pack
1670,start_event_Loan  application received,2022-03-31 02:27:41.172,,Check  application  form completeness
1670,Check  application  form completeness,2022-03-31 03:06:15.690,,Check credit history
1670,Check credit history,2022-03-31 04:31:31.999,,Assess loan risk
1670,Assess loan risk,2022-03-31 04:40:34.960,,Appraise property
1670,Appraise property,2022-03-31 07:01:56.722,,Assess eligibility
1670,Assess eligibility,2022-03-31 09:42:33.703,,Reject application
1670,Reject application,2022-03-31 12:30:44.085,,end_event_Loan application rejected
1671,start_event_Loan  application received,2022-04-02 12:02:05.914,,Check  application  form completeness
1671,Check  application  form completeness,2022-04-02 12:08:31.148,,Return application back to applicant
1671,Return application back to applicant,2022-04-02 13:26:55.636,,Assess eligibility
1671,Assess eligibility,2022-04-02 13:26:55.636,True,Receive updated application
1671,Receive updated application,2022-04-02 13:36:02.258,,Check  application  form completeness
1671,Check  application  form completeness,2022-04-02 13:53:18.826,,Return application back to applicant
1671,Return application back to applicant,2022-04-02 15:07:07.010,,Receive updated application
1672,start_event_Loan  application received,2022-04-03 01:02:54.473,,Check  application  form completeness
1672,Check  application  form completeness,2022-04-03 03:55:50.077,,Return application back to applicant
1672,Return application back to applicant,2022-04-03 05:35:45.650,,Receive updated application
1672,Receive updated application,2022-04-03 07:23:53.385,,Send acceptance pack
1672,Send acceptance pack,2022-04-03 07:23:53.385,True,Check  application  form completeness
1672,Check  application  form completeness,2022-04-03 08:01:06.860,,Cancel application
1672,Cancel application,2022-04-03 08:01:06.860,True,Appraise property
1673,start_event_Loan  application received,2022-04-04 20:15:43.007,,Check  application  form completeness
1673,Check  application  form completeness,2022-04-04 20:51:08.305,,Return application back to applicant
1673,Return application back to applicant,2022-04-04 20:54:59.362,,Receive updated application
1673,Receive updated application,2022-04-05 01:21:19.681,,Check  application  form completeness
1673,Check  application  form completeness,2022-04-05 01:24:05.027,,Return application back to applicant
1673,Return application back to applicant,2022-04-05 01:38:42.932,,Receive updated application
1673,Receive updated application,2022-04-05 01:50:18.774,,Check  application  form completeness
1674,start_event_Loan  application received,2022-04-07 18:52:47.855,,Check  application  form completeness
1674,Check  application  form completeness,2022-04-07 19:59:15.755,,Check credit history
1674,Check credit history,2022-04-07 20:14:26.429,,Appraise property
1674,Appraise property,2022-04-07 20:48:42.934,,Assess loan risk
1674,Assess loan risk,2022-04-07 21:08:28.940,,Assess eligibility
1674,Assess eligibility,2022-04-07 23:12:06.711,,Check if home insurance quote is requested
1674,Check if home insurance quote is requested,2022-04-08 00:14:42.346,,Send acceptance pack
1675,start_event_Loan  application received,2022-04-09 03:24:32.831,,Approve application
1675,Approve application,2022-04-09 03:24:32.831,True,Check  application  form completeness
1675,Check  application  form completeness,2022-04-09 07:54:20.940,,Return application back to applicant
1675,Return application back to applicant,2022-04-09 07:58:38.746,,Receive updated application
1675,Receive updated application,2022-04-09 08:28:20.335,,Check  application  form completeness
1675,Check  application  form completeness,2022-04-09 14:31:28.690,,Appraise property
1675,Appraise property,2022-04-09 16:11:01.580,,Check credit history
1676,start_event_Loan  application received,2022-04-09 23:39:15.877,,Check  application  form completeness
1676,Check  application  form completeness,2022-04-10 00:07:51.997,,Check credit history
1676,Check credit history,2022-04-10 01:19:20.050,,Appraise property
1676,Appraise property,2022-04-10 01:38:14.683,,Assess loan risk
1676,Assess loan risk,2022-04-10 02:21:31.109,,Assess eligibility
1676,Assess eligibility,2022-04-10 02:44:51.193,,Check if home insurance quote is requested
1676,Check if home insurance quote is requested,2022-04-10 03:00:40.695,,Send home insurance quote
1677,start_event_Loan  application received,2022-04-10 14:39:45.363,,Check  application  form completeness
1677,Check  application  form completeness,2022-04-10 15:10:25.524,,Appraise property
1677,Appraise property,2022-04-10 16:15:22.323,,Check credit history
1677,Check credit history,2022-04-10 17:25:32.990,,Assess loan risk
1677,Assess loan risk,2022-04-10 20:55:36.694,,Assess eligibility
1677,Assess eligibility,2022-04-10 22:00:46.442,,Reject application
1677,Reject application,2022-04-10 23:14:42.284,,end_event_Loan application rejected
1678,start_event_Loan  application received,2022-04-10 23:53:10.004,,Check  application  form completeness
1678,Check  application  form completeness,2022-04-10 23:55:12.979,,Check credit history
1678,Check credit history,2022-04-11 00:02:19.438,,Appraise property
1678,Appraise property,2022-04-11 00:20:33.224,,Assess loan risk
1678,Assess loan risk,2022-04-11 00:48:28.853,,Assess eligibility
1678,Assess eligibility,2022-04-11 01:43:07.591,,Check if home insurance quote is requested
1678,Check if home insurance quote is requested,2022-04-11 02:24:38.587,,Send home insurance quote
1679,start_event_Loan  application received,2022-04-11 02:29:33.887,,Check  application  form completeness
1679,Check  application  form completeness,2022-04-11 02:49:49.371,,Appraise property
1679,Appraise property,2022-04-11 02:59:44.810,,Check credit history
1679,Check credit history,2022-04-11 03:48:10.143,,Assess loan risk
1679,Assess loan risk,2022-04-11 04:01:35.113,,Assess eligibility
1679,Assess eligibility,2022-04-11 07:10:39.675,,Check if home insurance quote is requested
1679,Check if home insurance quote is requested,2022-04-11 11:12:20.588,,Send acceptance pack
1680,start_event_Loan  application received,2022-04-14 03:03:59.447,,Check  application  form completeness
1680,Check  application  form completeness,2022-04-14 03:27:05.787,,Appraise property
1680,Appraise property,2022-04-14 04:32:45.629,,Check credit history
1680,Check credit history,2022-04-14 05:34:59.821,,Assess loan risk
1680,Assess loan risk,2022-04-14 07:04:13.908,,Assess eligibility
1680,Assess eligibility,2022-04-14 07:29:11.560,,Check if home insurance quote is requested
1680,Check if home insurance quote is requested,2022-04-14 07:53:53.214,,Send acceptance pack
1681,start_event_Loan  application received,2022-04-14 07:30:55.247,,Check  application  form completeness
1681,Check  application  form completeness,2022-04-14 07:31:45.306,,Return application back to applicant
1681,Return application back to applicant,2022-04-14 08:41:19.449,,Receive updated application
1681,Receive updated application,2022-04-14 09:04:17.120,,Check credit history
1681,Check credit history,2022-04-14 09:04:17.120,True,Check  application  form completeness
1681,Check  application  form completeness,2022-04-14 09:46:02.758,,Check credit history
1681,Check credit history,2022-04-14 11:04:50.246,,Assess loan risk
1682,start_event_Loan  application received,2022-04-14 19:51:27.229,,Appraise property
1682,Appraise property,2022-04-14 19:51:27.229,True,Check  application  form completeness
1682,Check  application  form completeness,2022-04-14 20:28:05.015,,Check credit history
1682,Check credit history,2022-04-14 20:31:01.574,,Appraise property
1682,Appraise property,2022-04-14 20:45:15.478,,Appraise property
1682,Appraise property,2022-04-14 20:45:15.478,True,Assess loan risk
1682,Assess loan risk,2022-04-14 21:32:29.001,,Assess eligibility
1683,start_event_Loan  application received,2022-04-16 01:06:18.152,,Check  application  form completeness
1683,Check  application  form completeness,2022-04-16 03:58:04.327,,Appraise property
1683,Appraise property,2022-04-16 04:02:07.717,,Check credit history
1683,Check credit history,2022-04-16 04:24:58.006,,Assess loan risk
1683,Assess loan risk,2022-04-16 07:05:25.836,,Assess eligibility
1683,Assess eligibility,2022-04-16 07:35:39.052,,Reject application
1683,Reject application,2022-04-16 08:37:21.313,,Reject application
1684,start_event_Loan  application received,2022-04-16 02:39:37.887,,Verify repayment agreement
1684,Verify repayment agreement,2022-04-16 02:39:37.887,True,Check  application  form completeness
1684,Check  application  form completeness,2022-04-16 02:49:24.835,,Appraise property
1684,Appraise property,2022-04-16 03:18:17.433,,Check credit history
1684,Check credit history,2022-04-16 04:04:36.265,,end_event_Loan  application approved
1684,end_event_Loan  application approved,2022-04-16 04:04:36.265,True,Assess loan risk
1684,Assess loan risk,2022-04-16 06:06:36.401,,Assess eligibility
1685,start_event_Loan  application received,2022-04-18 20:03:35.623,,Check  application  form completeness
1685,Check  application  form completeness,2022-04-18 20:15:34.054,,Check credit history
1685,Check credit history,2022-04-18 21:53:15.969,,Appraise property
1685,Appraise property,2022-04-18 22:36:45.797,,Assess loan risk
1685,Assess loan risk,2022-04-19 00:35:05.914,,Assess eligibility
1685,Assess eligibility,2022-04-19 00:38:45.889,,Check if home insurance quote is requested
1685,Check if home insurance quote is requested,2022-04-19 00:42:31.665,,Send home insurance quote
1686,start_event_Loan  application received,2022-04-20 17:17:19.740,,Check  application  form completeness
1686,Check  application  form completeness,2022-04-20 21:08:20.246,,Check credit history
1686,Check credit history,2022-04-20 21:24:33.702,,Appraise property
1686,Appraise property,2022-04-21 00:03:28.204,,Assess loan risk
1686,Assess loan risk,2022-04-21 01:33:15.592,,Assess eligibility
1686,Assess eligibility,2022-04-21 01:42:08.162,,Check if home insurance quote is requested
1686,Check if home insurance quote is requested,2022-04-21 03:02:13.230,,Send home insurance quote
1687,start_event_Loan  application received,2022-04-20 17:26:13.345,,Check  application  form completeness
1687,Check  application  form completeness,2022-04-20 17:49:31.664,,Appraise property
1687,Appraise property,2022-04-20 18:00:52.078,,Check credit history
1687,Check credit history,2022-04-20 18:56:40.788,,Reject application
1687,Reject application,2022-04-20 18:56:40.788,True,Assess loan risk
1687,Assess loan risk,2022-04-20 20:45:42.899,,Assess eligibility
1687,Assess eligibility,2022-04-20 21:13:42.094,,Reject application
1688,start_event_Loan  application received,2022-04-21 10:08:27.854,,Check  application  form completeness
1688,Check  application  form completeness,2022-04-21 13:37:37.754,,Return application back to applicant
1688,Return application back to applicant,2022-04-21 15:33:43.639,,Receive updated application
1688,Receive updated application,2022-04-21 16:03:08.311,,Check  application  form completeness
1688,Check  application  form completeness,2022-04-21 17:19:17.338,,Check credit history
1688,Check credit history,2022-04-21 18:56:51.024,,Appraise property
1688,Appraise property,2022-04-21 20:02:57.936,,Assess loan risk
1689,start_event_Loan  application received,2022-04-22 06:32:39.272,,Check  application  form completeness
1689,Check  application  form completeness,2022-04-22 06:43:47.244,,Return application back to applicant
