caseid,activity,ts,noise
482,start_event_Loan  application received,2019-01-06 06:34:31.003,
483,start_event_Loan  application received,2019-01-06 15:00:54.986,
484,start_event_Loan  application received,2019-01-06 18:45:38.475,
485,start_event_Loan  application received,2019-01-07 10:21:08.179,
486,start_event_Loan  application received,2019-01-09 21:19:42.578,
487,start_event_Loan  application received,2019-01-10 15:51:21.827,
488,start_event_Loan  application received,2019-01-12 05:56:25.596,
489,start_event_Loan  application received,2019-01-13 09:16:08.907,
490,start_event_Loan  application received,2019-01-14 11:41:08.338,
491,start_event_Loan  application received,2019-01-14 17:04:46.899,
492,start_event_Loan  application received,2019-01-15 07:49:45.193,
493,start_event_Loan  application received,2019-01-16 21:48:34.200,
494,Check if home insurance quote is requested,2019-01-17 03:48:07.851,True
495,start_event_Loan  application received,2019-01-19 01:55:29.480,
496,start_event_Loan  application received,2019-01-19 02:54:21.576,
497,start_event_Loan  application received,2019-01-19 14:53:04.225,
498,start_event_Loan  application received,2019-01-19 17:36:07.259,
499,start_event_Loan  application received,2019-01-21 02:56:09.200,
